#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T00:42:31 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T00:42:31	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/ApJ/843/16/table2&-out=PGC1,Nm,logK,Dist,sigmaV,R2t,Rg,logMK,logMd&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18430016
#Name: J/ApJ/843/16
#Title: Galaxy groups within 3500km/s (Kourkchi+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/apj/843/16	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/843/16	    IVOID of underlying data collection
#INFO	creator=Kourkchi E.	    First author or institution
#INFO	cites=bibcode:2017ApJ...843...16K	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2017	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/843/16	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18430016	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-05-14	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	G:	galactic
#Table	J_ApJ_843_16_table2:
#Name: J/ApJ/843/16/table2
#Title: Catalog of galaxy groups
#Column	PGC1	(I7)	[35/9002824] Group Principal Galaxies Catalog ID (1)	[ucd=meta.id]
#Column	Nm	(I3)	[1/714] Number of galaxies in the group	[ucd=meta.number]
#Column	logK	(F5.2)	[1.7/13]? log Ks band absolute luminosity of group	[ucd=phys.luminosity;em.IR]
#Column	Dist	(F5.2)	[0.01/94.2]? Distance of group (G2)	[ucd=pos.distance;pos.heliocentric]
#Column	sigmaV	(I3)	[0/800] Group line-of-sight velocity dispersion (6)	[ucd=phys.veloc.dispersion]
#Column	R2t	(F6.3)	[0.003/1.7] Second turnaround radius of group from luminosity (7)	[ucd=phys.size.radius;pos.lg]
#Column	Rg	(F6.3)	[0.001/8.3]? Projected virial radius of group (8)	[ucd=phys.size.radius]
#Column	logMK	(F6.3)	[6.5/15] log of group mass from luminosity (9)	[ucd=phys.mass]
#Column	logMd	(F6.3)	[2.5/15]? log of group dynamic mass (10)	[ucd=phys.mass]
PGC1	Nm	logK	Dist	sigmaV	R2t	Rg	logMK	logMd
  43869	  1	 7.77	     	  0	 0.063	      	10.391	
  40665	  1	 7.76	 5.70	  0	 0.069	      	10.522	
  42380	  1	 7.75	     	  0	 0.062	      	10.382	
  42901	  1	 7.72	     	  0	 0.061	      	10.365	
  38286	  1	 7.68	     	  0	 0.060	      	10.348	
  41048	  1	 7.65	 4.74	  0	 0.060	      	10.328	
  42134	  1	 7.64	 6.28	  0	 0.059	      	10.324	
  43450	  1	 7.58	     	  0	 0.058	      	10.292	
  43907	  1	 7.46	     	  0	 0.056	      	10.238	
 166135	  1	 7.41	     	  0	 0.054	      	10.212	
  42832	  1	 7.38	     	  0	 0.054	      	10.193	
 166128	  1	 7.35	     	  0	 0.053	      	10.182	
2832122	  1	 7.20	     	  0	 0.050	      	10.107	
2832100	  1	 7.17	     	  0	 0.050	      	10.090	
 166140	  1	 7.10	     	  0	 0.048	      	10.053	
4002869	  1	 7.09	     	  0	 0.048	      	10.053	
  41902	  1	 7.03	     	  0	 0.045	      	 9.968	
2832118	  1	 6.89	     	  0	 0.045	      	 9.952	
  39615	  1	 6.87	 7.28	  0	 0.044	      	 9.942	
5059213	  1	 6.47	     	  0	 0.038	      	 9.742	
  62024	  4	11.08	49.49	125	 0.383	 0.521	12.751	12.872
  62512	  2	11.05	49.89	 63	 0.371	 0.440	12.712	12.201
  62528	  1	10.98	49.66	  0	 0.350	      	12.633	
  42375	  6	11.34	36.64	191	 0.479	 0.205	13.045	12.833
  43029	  1	10.69	     	  0	 0.270	      	12.297	
  43202	  3	10.33	     	 59	 0.202	 0.123	11.916	11.590
  43151	  1	10.30	     	  0	 0.198	      	11.892	
  43690	  1	10.06	36.64	  0	 0.169	      	11.688	
1004715	  1	 9.66	     	  0	 0.135	      	11.394	
1062175	  2	 9.56	     	 13	 0.128	 0.029	11.328	 9.630
  43600	  1	 9.44	     	  0	 0.121	      	11.250	
1053745	  1	 8.54	     	  0	 0.084	      	10.775	
3295850	  1	 8.47	     	  0	 0.082	      	10.739	
3269522	  1	 8.43	     	  0	 0.080	      	10.719	
3272749	  1	 8.39	     	  0	 0.079	      	10.700	
1068051	  1	 8.29	     	  0	 0.076	      	10.648	
3269927	  1	 8.28	     	  0	 0.076	      	10.645	
3105705	  1	 8.24	     	  0	 0.075	      	10.625	
  17804	  3	10.88	42.85	  0	 0.320	 0.496	12.517	 3.164
  17487	  2	10.77	     	 72	 0.291	 0.169	12.394	11.903
  17515	  3	10.60	     	 20	 0.250	 0.117	12.196	10.649
  17810	  1	10.57	39.26	  0	 0.244	      	12.164	
  17969	  1	10.19	43.05	  0	 0.183	      	11.789	
 874029	  1	10.10	     	  0	 0.173	      	11.716	
 916918	  1	10.00	     	  0	 0.162	      	11.635	
 877390	  1	 9.41	     	  0	 0.119	      	11.233	
 868745	  1	 8.98	     	  0	 0.099	      	10.996	
2815805	  1	 8.53	     	  0	 0.084	      	10.771	
  45146	  5	11.24	     	130	 0.441	 0.244	12.936	12.573
  45170	  1	11.05	42.07	  0	 0.373	      	12.718	
  44967	  2	10.65	43.85	 32	 0.261	 0.083	12.253	10.888
  44940	  1	10.19	43.65	  0	 0.183	      	11.792	
1013976	  1	 9.97	     	  0	 0.160	      	11.613	
  44781	  1	 9.91	     	  0	 0.155	      	11.569	
 995313	  1	 9.60	     	  0	 0.131	      	11.354	
2816854	  1	 9.51	     	  0	 0.125	      	11.297	
 104973	  1	 8.50	     	  0	 0.083	      	10.753	
  66549	  7	11.47	27.44	279	 0.536	 0.442	13.190	13.498
  66934	  2	10.94	25.35	 56	 0.338	 0.189	12.589	11.725
  66224	  1	10.05	     	  0	 0.168	      	11.677	
  67209	  1	 9.92	     	  0	 0.155	      	11.576	
  67220	  1	 9.80	     	  0	 0.146	      	11.491	
  67078	  1	 9.58	26.92	  0	 0.129	      	11.338	
 497052	  1	 9.30	     	  0	 0.114	      	11.167	
  11617	  2	11.23	34.67	 10	 0.437	 0.290	12.924	10.410
  11521	  1	11.15	35.65	  0	 0.406	      	12.829	
  11118	  2	10.75	36.48	 93	 0.284	 0.358	12.364	12.452
  11368	  1	10.42	37.15	  0	 0.216	      	12.004	
  69733	  4	11.34	39.22	 85	 0.478	 0.591	13.041	12.595
  69887	  4	11.20	42.46	 24	 0.424	 0.387	12.884	11.314
  69651	  2	10.58	     	 16	 0.247	 0.137	12.179	10.479
  69557	  1	 9.86	     	  0	 0.150	      	11.529	
  18883	  4	11.02	27.61	114	 0.360	 0.258	12.672	12.487
  18602	  1	10.92	     	  0	 0.330	      	12.560	
  19355	  2	10.72	27.29	 25	 0.277	 0.157	12.328	10.945
  19030	  1	10.20	30.06	  0	 0.184	      	11.798	
  18148	  1	 9.98	28.18	  0	 0.161	      	11.620	
  18445	  1	 9.74	25.23	  0	 0.140	      	11.442	
  19234	  1	 9.73	     	  0	 0.140	      	11.441	
  19119	  1	 9.28	     	  0	 0.112	      	11.155	
  18775	  1	 8.60	     	  0	 0.086	      	10.808	
  18718	  1	 8.54	     	  0	 0.084	      	10.773	
  37544	 13	11.31	     	116	 0.469	 0.221	13.017	12.430
  37183	  1	10.46	     	  0	 0.223	      	12.045	
  38009	  3	10.43	44.67	 25	 0.218	 0.093	12.021	10.736
  37093	  1	10.37	     	  0	 0.208	      	11.954	
  37574	  1	10.29	     	  0	 0.196	      	11.881	
  37421	  4	10.09	     	 46	 0.172	 0.099	11.709	11.283
  37795	  2	10.08	     	  6	 0.171	 0.191	11.700	 9.736
  38268	  1	 9.68	     	  0	 0.137	      	11.408	
1894782	  2	 9.68	     	 26	 0.136	 0.145	11.407	10.963
  38125	  1	 9.59	     	  0	 0.130	      	11.344	
4101550	  1	 9.55	     	  0	 0.127	      	11.318	
  37744	  1	 9.38	     	  0	 0.117	      	11.212	
2093798	  1	 9.02	     	  0	 0.101	      	11.013	
1946629	  1	 8.95	     	  0	 0.098	      	10.979	
  37376	  1	 8.89	     	  0	 0.096	      	10.951	
4307305	  1	 8.72	     	  0	 0.090	      	10.865	
4101786	  1	 8.70	     	  0	 0.089	      	10.854	
4100455	  1	 8.68	     	  0	 0.089	      	10.846	
4100682	  1	 8.63	     	  0	 0.087	      	10.822	
1893620	  1	 8.53	     	  0	 0.084	      	10.768	
1968406	  1	 8.42	     	  0	 0.080	      	10.716	
 165861	  4	11.46	     	 77	 0.536	 0.640	13.190	12.537
 167518	  1	10.36	     	  0	 0.207	      	11.949	
  67904	  3	11.27	35.48	213	 0.451	 0.407	12.966	13.225
  63214	  4	11.26	48.86	 30	 0.447	 0.343	12.953	11.458
  67892	  1	11.05	36.48	  0	 0.372	      	12.716	
  63339	  1	10.76	48.53	  0	 0.289	      	12.384	
  67816	  1	10.28	     	  0	 0.194	      	11.869	
  68538	  1	 9.50	     	  0	 0.125	      	11.288	
  68328	  1	 9.48	     	  0	 0.124	      	11.279	
 810775	  1	 9.48	     	  0	 0.123	      	11.276	
 804891	  1	 9.46	     	  0	 0.122	      	11.265	
 813130	  1	 9.41	     	  0	 0.119	      	11.233	
4080503	  1	 8.86	     	  0	 0.095	      	10.938	
  68417	  1	 8.74	     	  0	 0.091	      	10.876	
 783172	  1	 8.40	     	  0	 0.080	      	10.705	
 782312	  1	 8.39	     	  0	 0.079	      	10.700	
  70090	 16	11.51	24.41	292	 0.555	 0.393	13.236	13.486
  71948	  3	11.36	45.77	207	 0.489	 0.221	13.068	12.938
 142166	  1	 9.16	     	  0	 0.107	      	11.090	
  33667	  7	11.26	     	159	 0.446	 0.233	12.952	12.731
  34028	  2	11.00	48.98	 17	 0.354	 0.069	12.651	10.270
  34428	  1	10.08	     	  0	 0.171	      	11.699	
3094365	  1	 9.95	     	  0	 0.158	      	11.597	
  34534	  1	 9.77	     	  0	 0.143	      	11.467	
3094513	  1	 8.96	     	  0	 0.099	      	10.985	
  29591	  4	11.16	62.52	 57	 0.411	 0.120	12.844	11.544
  18878	  2	11.33	     	 27	 0.474	 0.010	13.029	 9.832
  18374	  1	11.01	     	  0	 0.359	      	12.668	
  21373	 12	11.15	21.18	 78	 0.406	 0.295	12.827	12.217
  61713	  5	11.04	     	136	 0.369	 0.310	12.705	12.721
  61536	  1	10.99	41.88	  0	 0.353	      	12.647	
  61621	  1	10.43	     	  0	 0.217	      	12.013	
  61603	  1	10.43	     	  0	 0.217	      	12.013	
  61658	  1	 9.98	     	  0	 0.161	      	11.619	
4668299	  1	 8.42	     	  0	 0.080	      	10.716	
  49044	 24	11.58	23.28	249	 0.594	 0.386	13.324	13.338
  11586	  1	11.46	     	  0	 0.531	      	13.179	
  62964	  4	11.37	     	 25	 0.495	 0.327	13.086	11.262
  62706	  2	10.34	33.73	 65	 0.203	 0.263	11.926	12.009
  62830	  1	10.15	     	  0	 0.178	      	11.757	
  62775	  1	10.07	     	  0	 0.170	      	11.695	
  49451	  1	 9.83	     	  0	 0.147	      	11.508	
 161613	  1	 9.66	     	  0	 0.135	      	11.394	
  63039	  1	 9.54	     	  0	 0.127	      	11.312	
  62534	  1	 9.51	     	  0	 0.125	      	11.297	
  62492	  1	 9.50	     	  0	 0.124	      	11.288	
  62495	  1	 9.35	     	  0	 0.116	      	11.196	
  49030	  2	 9.17	     	  8	 0.107	 0.076	11.097	 9.634
  46952	  1	 9.05	     	  0	 0.102	      	11.029	
  50041	  2	 8.99	     	  8	 0.100	 0.149	11.004	 9.927
 437248	  1	 8.97	     	  0	 0.099	      	10.993	
  49663	  1	 8.84	     	  0	 0.094	      	10.924	
  49795	  2	 8.80	     	  8	 0.093	 0.149	10.904	 9.930
2573480	  1	 8.46	     	  0	 0.081	      	10.736	
  49735	  1	 8.46	     	  0	 0.081	      	10.736	
4016111	  1	 8.07	     	  0	 0.070	      	10.542	
4018209	  1	 7.96	     	  0	 0.067	      	10.483	
2587092	  1	 7.92	     	  0	 0.066	      	10.467	
3362964	  1	 7.85	     	  0	 0.064	      	10.430	
  54625	 12	11.42	29.71	212	 0.513	 0.199	13.134	12.909
  66063	  1	11.01	     	  0	 0.360	      	12.670	
  36160	  3	10.97	61.94	 14	 0.346	 0.481	12.619	10.961
  65010	  1	10.84	38.55	  0	 0.308	      	12.468	
5061109	  1	10.78	     	  0	 0.293	      	12.401	
2688392	  2	10.61	     	 50	 0.252	 0.011	12.207	10.418
  65150	  2	10.46	35.65	 12	 0.223	 0.117	12.045	10.185
5061117	  1	10.44	     	  0	 0.219	      	12.021	
  54437	  3	10.25	     	 64	 0.191	 0.178	11.849	11.823
  65702	  1	10.17	     	  0	 0.181	      	11.774	
 140949	  1	10.15	     	  0	 0.178	      	11.755	
  65381	  1	 9.79	     	  0	 0.145	      	11.483	
  54264	  1	 9.40	     	  0	 0.119	      	11.223	
 805685	  1	 9.33	     	  0	 0.115	      	11.185	
  53911	  1	 9.16	     	  0	 0.107	      	11.090	
  27159	 16	11.23	53.95	157	 0.434	 0.288	12.914	12.810
  50084	  3	11.01	     	 81	 0.359	 0.030	12.667	11.250
  50670	  1	10.98	     	  0	 0.351	      	12.637	
  49412	  3	10.87	     	 44	 0.317	 0.208	12.507	11.565
  51055	  1	10.48	     	  0	 0.226	      	12.061	
  50429	  1	10.13	     	  0	 0.177	      	11.744	
 170341	  1	 9.50	     	  0	 0.124	      	11.286	
3277044	  1	 9.10	     	  0	 0.104	      	11.057	
1032499	  1	 8.83	     	  0	 0.094	      	10.919	
  17422	  3	11.18	55.65	163	 0.418	 0.153	12.866	12.569
  54428	  2	11.12	50.79	 34	 0.397	 0.142	12.797	11.185
  31099	  1	11.32	     	  0	 0.472	      	13.025	
2792321	  1	10.72	     	  0	 0.278	      	12.336	
 100080	  1	10.51	     	  0	 0.232	      	12.100	
  13759	  2	11.36	     	 56	 0.490	 0.265	13.072	11.876
  15917	  1	10.62	     	  0	 0.255	      	12.223	
  13957	  1	 9.75	     	  0	 0.141	      	11.455	
5057190	  1	 8.79	     	  0	 0.093	      	10.901	
   7525	  4	11.45	32.66	 44	 0.531	 0.420	13.179	11.876
   7826	  1	 9.60	     	  0	 0.131	      	11.352	
   6294	  1	 9.41	33.73	  0	 0.120	      	11.236	
  87143	  1	 8.74	     	  0	 0.091	      	10.876	
  90569	  1	 8.47	     	  0	 0.082	      	10.738	
  54411	  2	11.18	     	  6	 0.418	 0.255	12.867	 9.946
2800428	  2	10.95	     	  5	 0.339	 0.025	12.595	 8.776
2800426	  1	10.65	     	  0	 0.261	      	12.250	
  52371	  1	 9.70	     	  0	 0.137	      	11.415	
  71730	  4	11.20	37.15	 58	 0.425	 0.400	12.887	12.083
  72300	  1	11.13	     	  0	 0.400	      	12.808	
  71498	  1	 9.05	     	  0	 0.102	      	11.033	
  69327	  4	11.24	14.24	 36	 0.439	 0.295	12.931	11.548
  68096	  1	10.99	     	  0	 0.353	      	12.646	
  68941	  1	 9.60	     	  0	 0.131	      	11.354	
  68922	  1	 9.37	     	  0	 0.117	      	11.210	
  69844	  1	 8.39	     	  0	 0.079	      	10.698	
2801062	  1	 7.80	     	  0	 0.063	      	10.407	
  27074	  7	10.85	47.22	100	 0.310	 0.591	12.477	12.736
  27088	  1	10.07	45.71	  0	 0.170	      	11.695	
1365837	  1	 9.70	     	  0	 0.138	      	11.422	
  67817	  6	11.13	38.55	130	 0.398	 0.205	12.802	12.498
  37366	  4	10.82	36.31	 32	 0.304	 0.383	12.452	11.558
  68223	  1	10.69	     	  0	 0.270	      	12.297	
 104518	  1	 9.25	     	  0	 0.111	      	11.137	
  37373	  1	 9.15	37.33	  0	 0.107	      	11.086	
 959978	  1	 8.72	     	  0	 0.090	      	10.865	
  26806	  3	11.36	     	  0	 0.487	 0.344	13.064	 4.910
2802329	  1	11.35	     	  0	 0.486	      	13.064	
  73126	  2	11.24	48.75	  5	 0.441	 0.441	12.937	 9.957
  46351	  4	11.20	48.59	  8	 0.425	 0.114	12.888	 9.828
  26512	  4	10.71	14.59	 49	 0.274	 0.347	12.316	11.885
  27765	  3	10.70	15.28	  8	 0.272	 0.091	12.305	 9.671
  24961	  2	10.35	16.48	 48	 0.204	 0.101	11.934	11.324
  25065	  3	10.22	     	 59	 0.187	 0.112	11.815	11.547
  29469	  2	 9.50	     	  2	 0.124	 0.002	11.286	 6.967
  29584	  1	 9.17	     	  0	 0.107	      	11.093	
  61128	  6	11.42	40.18	121	 0.515	 0.205	13.137	12.436
  25915	 10	11.15	23.05	184	 0.407	 0.263	12.831	12.907
  26939	  2	10.54	21.78	 68	 0.238	 0.299	12.130	12.100
  27454	  1	 8.04	     	  0	 0.069	      	10.525	
2600607	  1	 7.93	     	  0	 0.066	      	10.468	
  61906	  7	11.53	36.31	197	 0.566	 0.255	13.260	12.955
  49676	  5	11.20	31.33	206	 0.426	 0.353	12.891	13.137
  50732	  2	10.67	     	 13	 0.266	 0.007	12.279	 9.017
  49465	  1	10.19	     	  0	 0.184	      	11.796	
  50970	  1	10.03	     	  0	 0.166	      	11.661	
  50356	  1	 9.87	     	  0	 0.151	      	11.542	
  50799	  1	 9.86	     	  0	 0.150	      	11.530	
  49901	  1	 9.84	     	  0	 0.148	      	11.513	
  50666	  1	 9.73	     	  0	 0.140	      	11.439	
  50529	  1	 9.59	     	  0	 0.130	      	11.342	
  11638	  7	11.32	35.01	106	 0.471	 0.354	13.021	12.558
  26034	  6	11.01	49.63	 78	 0.360	 0.668	12.670	12.568
  26495	  1	 9.52	51.29	  0	 0.126	      	11.303	
  11818	  1	 9.48	     	  0	 0.123	      	11.274	
 134939	  1	 9.20	     	  0	 0.109	      	11.111	
  37666	 11	11.27	     	149	 0.451	 0.387	12.965	12.898
   9359	  6	11.26	23.49	164	 0.447	 0.215	12.955	12.724
  38081	  4	10.52	48.08	 85	 0.233	 0.184	12.107	12.083
  37803	  1	10.01	     	  0	 0.163	      	11.641	
   9283	  1	 9.19	     	  0	 0.108	      	11.107	
   9559	  1	 9.15	     	  0	 0.106	      	11.083	
1135808	  1	 8.84	     	  0	 0.094	      	10.923	
4304189	  1	 8.70	     	  0	 0.089	      	10.852	
4558526	  1	 8.68	     	  0	 0.089	      	10.846	
  34778	 17	10.95	26.98	202	 0.342	 0.340	12.603	13.100
  34529	  1	 9.06	     	  0	 0.103	      	11.037	
1257521	  1	 8.22	     	  0	 0.074	      	10.617	
  54470	  7	11.11	16.42	 73	 0.391	 0.308	12.777	12.173
4006155	  1	 7.56	     	  0	 0.058	      	10.283	
  26157	  4	10.98	44.46	 91	 0.348	 0.317	12.626	12.380
4075867	  1	 9.51	     	  0	 0.125	      	11.292	
  71047	  1	11.20	36.14	  0	 0.424	      	12.886	
  29959	  4	10.95	68.23	 56	 0.340	 0.350	12.597	12.004
  37386	  5	11.06	     	 80	 0.374	 0.116	12.722	11.827
  44600	  4	10.95	29.84	 20	 0.341	 0.268	12.600	10.974
  36493	  1	10.52	47.42	  0	 0.235	      	12.114	
  42833	  1	10.51	28.44	  0	 0.350	      	12.634	
  35883	  1	10.14	     	  0	 0.178	      	11.751	
  37995	  2	10.04	     	 32	 0.166	 0.002	11.667	 9.292
3086928	  1	 9.78	     	  0	 0.143	      	11.471	
  38669	  2	 9.57	44.06	 10	 0.129	 0.092	11.334	 9.923
  38384	  4	 9.38	     	 38	 0.118	 0.039	11.215	10.712
  38840	  1	 9.35	     	  0	 0.116	      	11.196	
  36752	  1	 9.19	     	  0	 0.108	      	11.104	
4011193	  1	 8.68	     	  0	 0.088	      	10.843	
  43961	  1	 8.66	27.93	  0	 0.088	      	10.836	
4001448	  1	 8.39	     	  0	 0.079	      	10.699	
  26026	  2	10.93	     	 22	 0.335	 0.099	12.579	10.635
  34366	  1	10.84	     	  0	 0.309	      	12.474	
  27458	  1	10.23	17.70	  0	 0.188	      	11.827	
  28298	  2	10.23	20.23	 54	 0.188	 0.253	11.824	11.837
  29202	  1	10.10	     	  0	 0.173	      	11.720	
  25169	  1	 9.41	18.79	  0	 0.119	      	11.230	
  30605	  1	 9.00	     	  0	 0.100	      	11.009	
 259527	  1	 8.75	     	  0	 0.091	      	10.879	
4668302	  1	 8.63	     	  0	 0.087	      	10.818	
   6848	  9	11.64	27.80	134	 0.624	 0.164	13.387	12.427
3075115	  2	11.16	     	  1	 0.408	 0.080	12.834	 7.346
 166292	  1	10.54	     	  0	 0.238	      	12.130	
3075152	  1	10.33	     	  0	 0.202	      	11.918	
 166289	  1	10.23	     	  0	 0.189	      	11.829	
 166291	  1	10.03	     	  0	 0.166	      	11.660	
   6750	  1	 8.45	25.94	  0	 0.081	      	10.732	
  23362	  5	11.04	41.12	 55	 0.369	 0.404	12.704	12.053
  23498	  7	10.74	41.30	  7	 0.282	 0.186	12.352	 9.920
1633037	  1	 8.48	     	  0	 0.082	      	10.746	
  26306	  1	10.94	     	  0	 0.338	      	12.589	
  25089	  1	10.60	     	  0	 0.250	      	12.199	
  24860	  1	10.59	     	  0	 0.247	      	12.182	
  26112	  2	10.57	     	 68	 0.243	 0.318	12.161	12.134
  27006	  1	10.36	     	  0	 0.206	      	11.946	
  27129	  1	 9.93	     	  0	 0.156	      	11.582	
  26437	  1	 9.48	     	  0	 0.123	      	11.276	
4608740	  1	 8.76	     	  0	 0.091	      	10.884	
  61787	  2	11.20	     	 85	 0.426	 0.005	12.890	10.522
  51613	  1	10.22	30.48	  0	 0.188	      	11.822	
  58516	  2	10.22	     	 20	 0.187	 0.048	11.819	10.270
  70533	  3	 9.87	     	 17	 0.151	 0.030	11.535	 9.886
  56604	  1	 9.65	     	  0	 0.134	      	11.387	
  72060	  5	11.26	26.51	 77	 0.449	 0.351	12.959	12.274
  71828	  1	 9.81	     	  0	 0.146	      	11.494	
  71920	  1	 8.94	     	  0	 0.098	      	10.973	
  52084	  2	11.18	52.00	 92	 0.418	 0.433	12.865	12.528
  38303	  1	10.92	     	  0	 0.332	      	12.566	
  39688	  1	10.86	     	  0	 0.315	      	12.496	
  40446	  1	10.61	     	  0	 0.252	      	12.207	
  41015	  1	10.12	     	  0	 0.175	      	11.732	
 784557	  1	 9.57	     	  0	 0.129	      	11.334	
  38114	  1	 9.22	41.11	  0	 0.110	      	11.121	
 788397	  1	 8.99	     	  0	 0.100	      	11.000	
  68455	 10	11.22	42.46	 89	 0.433	 0.295	12.911	12.324
  68198	  2	10.66	     	 61	 0.263	 0.055	12.262	11.262
 132490	  2	 9.76	     	 21	 0.142	 0.105	11.462	10.641
3186561	  1	 9.75	     	  0	 0.141	      	11.452	
  67835	  1	 9.43	42.85	  0	 0.121	      	11.246	
 610980	  1	 9.32	     	  0	 0.115	      	11.179	
  14286	  2	10.81	63.39	 42	 0.302	 0.265	12.441	11.633
  68020	  4	11.21	38.72	109	 0.428	 0.158	12.898	12.233
 454855	  1	 9.50	     	  0	 0.124	      	11.286	
  68517	  1	 9.44	     	  0	 0.121	      	11.250	
  68450	  1	 9.34	39.08	  0	 0.115	      	11.188	
  63861	  2	11.19	51.29	 18	 0.422	 0.507	12.878	11.199
  52411	  3	11.07	55.98	  2	 0.380	 0.302	12.741	 8.937
  30498	  2	10.81	56.49	 92	 0.302	 0.532	12.442	12.615
  31058	  1	10.09	55.72	  0	 0.172	      	11.709	
  47660	  1	11.12	     	  0	 0.395	      	12.794	
  45696	  1	10.69	     	  0	 0.269	      	12.292	
  47636	  1	10.02	34.04	  0	 0.165	      	11.652	
  48100	  1	 9.72	     	  0	 0.139	      	11.433	
  47927	  1	 9.51	     	  0	 0.125	      	11.292	
   7247	  1	11.18	47.21	  0	 0.417	      	12.864	
  27776	  7	10.88	     	 72	 0.319	 0.139	12.512	11.816
  27451	  3	10.73	39.45	 20	 0.281	 0.259	12.348	10.954
  27232	  3	10.21	41.69	  4	 0.186	 0.003	11.814	 7.605
  27184	  1	10.03	     	  0	 0.165	      	11.658	
3531206	  1	10.01	     	  0	 0.163	      	11.643	
  28085	  2	 9.98	     	 22	 0.161	 0.090	11.624	10.605
3998447	  2	 9.70	     	 14	 0.138	 0.220	11.422	10.576
3091260	  1	 9.66	     	  0	 0.135	      	11.394	
3998444	  1	 9.44	     	  0	 0.121	      	11.253	
  27959	  1	 9.38	     	  0	 0.117	      	11.212	
1350579	  2	 9.37	     	  3	 0.117	 0.051	11.210	 8.665
1359643	  1	 9.31	     	  0	 0.114	      	11.176	
1384653	  1	 9.23	     	  0	 0.110	      	11.127	
1365943	  1	 8.91	     	  0	 0.097	      	10.961	
1347399	  1	 8.53	     	  0	 0.084	      	10.769	
4017430	  1	 8.37	     	  0	 0.079	      	10.689	
3998431	  1	 8.28	     	  0	 0.076	      	10.643	
  46957	 30	11.26	 3.63	219	 0.446	 0.400	12.950	13.246
  48082	 13	10.65	 4.80	124	 0.260	 0.275	12.248	12.587
  50779	  1	 9.95	     	  0	 0.158	      	11.600	
  46674	  1	 9.41	 3.73	  0	 0.119	      	11.236	
  54392	  1	 9.20	 3.16	  0	 0.109	      	11.114	
  48334	  1	 8.97	 3.55	  0	 0.104	      	11.061	
  48937	  1	 8.23	     	  0	 0.075	      	10.622	
  52591	  1	 7.90	     	  0	 0.066	      	10.453	
  50073	  1	 7.88	 5.32	  0	 0.065	      	10.444	
  49615	  1	 7.84	 4.49	  0	 0.064	      	10.428	
  43048	  1	 7.78	 5.47	  0	 0.063	      	10.394	
  49050	  1	 7.73	 3.19	  0	 0.062	      	10.369	
  52125	  1	 7.56	     	  0	 0.058	      	10.286	
  39032	  1	 7.53	 3.28	  0	 0.057	      	10.270	
  42936	  1	 7.29	 5.45	  0	 0.052	      	10.149	
 166152	  1	 7.28	 5.94	  0	 0.052	      	10.146	
  51659	  1	 7.11	 3.61	  0	 0.048	      	10.057	
  38252	  1	 7.11	     	  0	 0.048	      	10.057	
 592761	  1	 7.09	 5.08	  0	 0.049	      	10.068	
4614882	  1	 6.71	     	  0	 0.042	      	 9.859	
  11404	  2	11.27	     	 30	 0.450	 0.383	12.963	11.484
  51763	  1	10.97	     	  0	 0.347	      	12.625	
  52391	  2	10.96	     	 36	 0.342	 0.250	12.605	11.476
  51776	  2	10.38	37.67	 27	 0.210	 0.274	11.972	11.267
2801623	  1	11.14	     	  0	 0.402	      	12.815	
2807091	  1	10.64	     	  0	 0.258	      	12.238	
2807092	  1	10.27	     	  0	 0.194	      	11.864	
  10060	  3	11.07	     	 11	 0.379	 0.290	12.738	10.477
   9988	  1	10.55	     	  0	 0.240	      	12.143	
  10789	  1	10.36	     	  0	 0.207	      	11.948	
  10305	  1	10.17	     	  0	 0.181	      	11.778	
  10381	  1	 9.43	     	  0	 0.120	      	11.243	
  10650	  1	 8.82	     	  0	 0.093	      	10.914	
5064888	  1	 8.62	     	  0	 0.087	      	10.814	
4136124	  1	 8.52	     	  0	 0.083	      	10.764	
1136235	  1	 8.50	     	  0	 0.083	      	10.756	
5064883	  1	 8.28	     	  0	 0.076	      	10.643	
  24506	  4	11.22	     	 94	 0.432	 0.205	12.908	12.217
  28570	  1	10.81	45.08	  0	 0.300	      	12.436	
  28365	  1	10.80	     	  0	 0.299	      	12.430	
  28373	  1	10.62	     	  0	 0.254	      	12.215	
  28510	  1	10.50	     	  0	 0.231	      	12.090	
  24160	  1	10.26	     	  0	 0.192	      	11.856	
