#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T10:46:07 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T10:46:07	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=VII/155/rc3&-out=name,altname,PGC,T,BT,e_BT,B-VT,e_B-VT,B-VoT,U-BT,Ai,Ag&-out.add=_RAJ2000,_DEJ2000&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7155
#Name: VII/155
#Title: Third Reference Cat. of Bright Galaxies (RC3) (de Vaucouleurs+ 1991)
#INFO	ivoid=ivo://cds.vizier/vii/155	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/vii/155	    IVOID of underlying data collection
#INFO	creator=de Vaucouleurs G.	    First author or institution
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/155	    Dataset landing page
#INFO	publication_date=2002-08-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	B2000:	eq_FK4 B2000
#Table	VII_155_rc3:
#Name: VII/155/rc3
#Title: The revised RC3 catalog
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	name	(a12)	Name	[ucd=meta.id]
#Column	altname	(a15)	Alternate name	[ucd=meta.id]
#Column	PGC	(a11)	PGC number	[ucd=meta.id;meta.main]
#Column	T	(F4.1)	? T (Hubble stage)	[ucd=src.morph.type]
#Column	BT	(F5.2)	? BT (total B magnitude)	[ucd=phot.mag;em.opt.B]
#Column	e_BT	(F5.2)	? Mean error on BT	[ucd=stat.error]
#Column	B-VT	(F5.2)	? (B-V)T (total (B-V))	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	e_B-VT	(F5.2)	? Mean error on (B-V)T	[ucd=stat.error]
#Column	B-VoT	(F5.2)	? (B-V)oT	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	U-BT	(F5.2)	? (U-B)T (total (U-B))	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	Ai	(F5.2)	? Ai (internal B extinction)	[ucd=phys.absorption]
#Column	Ag	(F5.2)	? Ag (galactic extinction in B)	[ucd=phys.absorption]
_RAJ2000	_DEJ2000	name	altname	PGC	T	BT	e_BT	B-VT	e_B-VT	B-VoT	U-BT	Ai	Ag
077.257315	-20.255534	            	 ESO  553- 12  	PGC16822   	    	     	     	     	     	     	     	 0.22	 0.07
077.288986	 -9.260819	            	 MCG -2-14-  1 	PGC16826   	 9.5	     	     	     	     	     	     	 0.23	 0.27
077.400237	 -0.266658	            	 MCG  0-14-  3 	PGC16837   	    	     	     	     	     	     	     	 0.13	 0.35
077.419766	-52.193575	            	 ESO  203- 22  	PGC16839   	 5.0	     	     	     	     	     	     	 1.50	 0.00
077.452311	-25.603309	            	 ESO  486- 32  	PGC16842   	 4.0	     	     	     	     	     	     	 0.18	 0.00
077.450236	 +7.466670	            	 UGC  3255     	PGC16843   	 3.0	     	     	     	     	     	     	 0.87	 0.53
077.487730	-22.299977	            	 ESO  553- 15  	PGC16847   	    	     	     	     	     	     	     	 0.13	 0.03
077.515632	-36.958858	NGC  1827   	 ESO  362-  6  	PGC16849   	 6.0	     	     	     	     	     	     	 0.98	 0.04
077.518567	-14.946648	            	 MCG -2-14-  2 	PGC16850   	 8.0	     	     	     	     	     	     	 0.51	 0.29
077.525237	 -0.716658	A   0507+00 	 MCG  0-14-  8 	PGC16852   	-5.0	     	     	     	     	     	     	 0.00	 0.50
077.550237	 +0.900008	            	 UGC  3256     	PGC16853   	 3.0	     	     	     	     	     	     	 0.03	 0.34
077.631799	+63.166080	            	 UGC  3250     	PGC16858   	 3.0	     	     	     	     	     	     	 0.18	 1.36
077.655559	-61.521906	            	 ESO  119- 43  	PGC16859   	-2.0	     	     	     	     	     	     	 0.00	 0.00
077.678987	 +0.408064	            	 UGC  3258     	PGC16861   	 2.0	     	     	     	     	     	     	 0.07	 0.41
077.682663	-57.349963	            	 ESO  158- 20  	PGC16862   	 3.0	     	     	     	     	     	     	 0.69	 0.00
077.694805	-31.597750	A   0508-31 	 ESO  422- 41  	PGC16864   	 8.5	13.13	 0.15	 0.43	 0.04	 0.42	-0.20	 0.09	 0.00
077.700653	 -2.681656	A   0508-02 	 MCG  0-14- 10 	PGC16868   	90.0	     	     	     	     	     	     	 0.08	 0.40
077.775232	-18.428035	            	 ESO  553- 16  	PGC16874   	 8.5	     	     	     	     	     	     	 0.53	 0.06
077.783152	 -9.389985	            	 MCG -2-14-  3 	PGC16875   	 5.0	     	     	     	     	     	     	 1.02	 0.33
077.788135	-34.393304	            	 ESO  362-  8  	PGC16877   	    	     	     	     	     	     	     	 0.00	 0.02
077.846480	-22.246922	            	 ESO  553- 18  	PGC16885   	    	     	     	     	     	     	     	 0.17	 0.03
077.886066	+17.056663	            	 UGC  3261     	PGC16887   	 8.0	     	     	     	     	     	     	 0.25	 1.57
077.875237	 -0.566658	            	 UGC  3264     	PGC16889   	 0.0	     	     	     	     	     	     	 0.22	 0.50
077.910647	-20.427201	            	 ESO  553- 20  	PGC16892   	 2.3	     	     	     	     	     	     	 0.43	 0.04
077.923570	 -3.091656	            	 MCG -1-14-  3 	PGC16893   	 3.0	     	     	     	     	     	     	 0.87	 0.42
077.919817	-14.789149	A   0509-14 	 MCG -2-14-  4 	PGC16894   	 5.8	13.01	 0.14	 0.56	 0.04	 0.45	 0.05	 0.18	 0.33
077.941764	+67.488301	            	 UGC  3252     	PGC16897   	 5.0	     	     	     	     	     	     	 0.13	 0.57
077.942317	-15.134148	NGC  1821   	 MCG -3-14-  7 	PGC16898   	10.0	     	     	     	     	     	     	 0.12	 0.22
077.943153	 +5.200283	NGC  1819   	 UGC  3265     	PGC16899   	-2.0	     	     	     	     	     	     	 0.00	 0.66
077.997720	-32.972750	A   0510-33 	 ESO  362-  9  	PGC16904   	 9.3	     	     	     	     	     	     	 0.07	 0.00
078.011901	+13.875277	            	 UGC  3266     	PGC16905   	    	     	     	     	     	     	     	 0.28	 1.68
078.014400	-15.687759	NGC  1832   	 MCG -3-14- 10 	PGC16906   	 4.0	11.96	 0.13	 0.63	 0.01	 0.51	-0.01	 0.27	 0.19
078.000104	+66.749968	            	 UGC  3254     	PGC16907   	    	     	     	     	     	     	     	 0.49	 0.48
078.025236	 +5.450005	            	 MCG  1-14-  3 	PGC16909   	    	     	     	     	     	     	     	 0.06	 0.62
078.068912	-57.398574	NGC  1853   	 ESO  158- 22  	PGC16911   	 6.7	     	     	     	     	     	     	 0.63	 0.00
078.049969	+75.899965	            	 UGC  3249     	PGC16912   	 8.0	     	     	     	     	     	     	 0.18	 0.59
078.096484	-14.360260	            	 MCG -2-14-  5 	PGC16917   	10.0	     	     	     	     	     	     	 0.39	 0.34
078.100185	+51.299975	            	 UGC  3260     	PGC16918   	-2.0	     	     	     	     	     	     	 0.00	 1.62
078.142710	-39.859969	            	 ESO  305- 14  	PGC16920   	 5.0	     	     	     	     	     	     	 0.40	 0.11
078.200236	 +2.716673	            	 CGCG 395- 16  	PGC16922   	    	     	     	     	     	     	     	 0.03	 0.44
078.211040	-41.633857	            	 ESO  305- 15  	PGC16924   	 5.0	     	     	     	     	     	     	 0.82	 0.01
078.225235	 -9.183319	            	 MCG -2-14-  6 	PGC16926   	    	     	     	     	     	     	     	 1.11	 0.35
078.325646	-22.225811	            	 ESO  553- 26  	PGC16934   	    	     	     	     	     	     	     	 0.68	 0.04
078.370558	-61.553574	            	 ESO  119- 44  	PGC16937   	 5.0	     	     	     	     	     	     	 0.10	 0.04
078.430651	-12.760539	            	 MCG -2-14-  7 	PGC16943   	 7.0	     	     	     	     	     	     	 0.22	 0.41
078.526068	-10.627207	NGC  1843   	 MCG -2-14-  8 	PGC16949   	 6.2	     	     	     	     	     	     	 0.14	 0.48
078.531902	 +6.520004	            	 UGC  3269     	PGC16951   	 4.0	14.91	 0.15	     	     	     	     	 0.22	 0.51
078.525236	 -6.133321	            	               	PGC16954   	 5.0	     	     	     	     	     	     	 0.95	 0.60
078.525038	+72.316633	            	 UGC  3259     	PGC16955   	 7.0	     	     	     	     	     	     	 0.17	 0.50
078.550135	+62.566637	            	 UGCA  105     	PGC16957   	10.0	     	     	     	     	     	     	 0.15	 1.48
078.590145	-60.791074	            	 ESO  119- 45  	PGC16960   	 4.0	     	     	     	     	     	     	 0.09	 0.02
078.623470	-62.169685	            	 ESO  119- 46  	PGC16964   	 3.0	     	     	     	     	     	     	 0.69	 0.01
078.623978	-23.898866	            	 ESO  486- 37  	PGC16966   	-3.0	     	     	     	     	     	     	 0.00	 0.02
078.630553	-62.228018	            	 ESO  119- 47  	PGC16968   	 3.0	     	     	     	     	     	     	 0.37	 0.01
078.650558	-61.481630	            	 ESO  119- 48  	PGC16971   	-1.0	     	     	     	     	     	     	 0.00	 0.04
078.681809	-61.189963	            	 ESO  119- 49  	PGC16973   	-2.0	     	     	     	     	     	     	 0.00	 0.03
078.689338	-54.948020	            	 ESO  159-  1  	PGC16974   	-2.0	     	     	     	     	     	     	 0.00	 0.36
078.754374	-41.391358	            	 ESO  305- 17  	PGC16976   	10.0	     	     	     	     	     	     	 0.31	 0.01
078.781009	-53.738298	            	 ESO  159-  2  	PGC16979   	 4.0	     	     	     	     	     	     	 0.22	 0.36
078.817305	-30.528029	            	 ESO  423-  2  	PGC16983   	 7.0	     	     	     	     	     	     	 0.76	 0.00
078.831069	 +6.475004	            	 UGC  3270     	PGC16984   	    	     	     	     	     	     	     	 0.59	 0.53
078.875235	 +7.183337	            	 MCG  1-14-  9 	PGC16989   	    	15.43	 0.15	 0.72	 0.04	     	 0.10	 0.53	 0.53
078.913979	-22.708589	            	 ESO  486- 40  	PGC16990   	    	     	     	     	     	     	     	 0.54	 0.03
078.950235	 +7.166670	            	 MCG  1-14- 10 	PGC16995   	    	     	     	     	     	     	     	 0.11	 0.53
078.951478	-23.475255	            	 ESO  486- 41  	PGC16996   	 3.0	     	     	     	     	     	     	 0.49	 0.06
078.950050	+71.466634	            	 UGC  3267     	PGC16997   	 6.0	     	     	     	     	     	     	 0.22	 0.46
078.975235	 -6.933320	            	               	PGC17003   	 8.0	     	     	     	     	     	     	 0.08	 0.60
079.025088	+68.249969	            	 UGC  3268     	PGC17011   	    	     	     	     	     	     	     	 0.26	 0.50
079.038091	-54.104687	            	 ESO  159-  3  	PGC17012   	-2.0	14.01	 0.15	 0.79	 0.02	 0.67	 0.23	 0.00	 0.36
079.047736	 -0.149436	            	 UGC  3271     	PGC17013   	    	14.10	 0.20	 0.47	 0.03	 0.28	-0.75	 0.18	 0.43
079.050235	 +6.100005	            	 UGC  3272     	PGC17014   	    	     	     	     	     	     	     	 0.82	 0.55
079.075233	-13.466650	            	 MCG -2-14- 10 	PGC17015   	    	     	     	     	     	     	     	 0.91	 0.32
079.119783	-45.208301	            	 ESO  252- 15  	PGC17021   	    	15.04	 0.15	 0.61	 0.02	 0.52	     	 0.15	 0.02
079.149402	 +6.434727	A   0513+06 	 UGC  3274     	PGC17025   	    	     	     	     	     	     	     	 0.24	 0.55
079.162311	-23.788033	            	 ESO  486- 44  	PGC17026   	    	     	     	     	     	     	     	 0.28	 0.02
079.163547	-37.099971	            	 ESO  362- 11  	PGC17027   	 4.0	     	     	     	     	     	     	 1.14	 0.10
079.193985	 +6.622226	            	 UGC  3275     	PGC17031   	    	     	     	     	     	     	     	 1.12	 0.53
079.283867	-64.961352	NGC  1892   	 ESO   85- 61  	PGC17042   	 6.0	12.83	 0.15	 0.59	 0.02	 0.47	-0.14	 0.81	 0.13
079.283924	-54.067465	            	 ESO  159-  4  	PGC17043   	-1.1	     	     	     	     	     	     	 0.00	 0.36
079.291485	 +6.929171	            	 UGC  3279     	PGC17044   	 3.0	     	     	     	     	     	     	 1.02	 0.67
079.362311	-23.745533	            	 ESO  486- 49  	PGC17049   	    	     	     	     	     	     	     	 0.67	 0.01
079.406485	 +6.800004	            	 UGC  3282     	PGC17053   	 6.0	14.51	 0.15	     	     	     	     	 0.17	 0.67
079.427732	-15.523038	IC    407   	 MCG -3-14- 13 	PGC17056   	 5.0	     	     	     	     	     	     	 1.01	 0.25
079.425176	+53.549976	            	 UGC  3273     	PGC17057   	 9.0	     	     	     	     	     	     	 0.37	 1.22
079.425236	 -1.183324	            	 UGC  3283     	PGC17058   	 6.0	     	     	     	     	     	     	 1.30	 0.74
079.425236	 +0.216675	            	               	PGC17059   	-2.0	     	     	     	     	     	     	 0.00	 0.52
079.425236	 +0.216675	            	               	PGC17060   	-2.0	     	     	     	     	     	     	 0.00	 0.52
079.450222	+30.463044	            	 UGC  3280     	PGC17062   	    	     	     	     	     	     	     	 0.00	 5.29
079.500537	-64.469130	            	 ESO   85- 65  	PGC17065   	 5.0	     	     	     	     	     	     	 1.08	 0.06
079.502718	-33.913028	            	 ESO  362- 13  	PGC17066   	-3.0	15.00	 0.20	 1.03	 0.03	 0.92	 0.33	 0.00	 0.00
079.707266	-86.385797	            	 ESO    4- 19  	PGC17077   	 6.3	     	     	     	     	     	     	 0.18	 0.72
079.728147	+19.175274	            	 UGC  3285     	PGC17079   	    	     	     	     	     	     	     	 0.00	 2.24
079.754797	-37.087749	IC   2122   	 ESO  362- 14  	PGC17081   	-2.7	     	     	     	     	     	     	 0.00	 0.10
079.757729	-21.544146	A   0516-21 	 ESO  553- 33  	PGC17082   	10.0	15.60	 0.20	 0.86	 0.33	 0.82	-0.88	 0.12	 0.11
079.775112	+65.466638	            	 UGC  3277     	PGC17084   	 6.0	     	     	     	     	     	     	 0.67	 0.73
079.828055	-61.662187	            	 ESO  119- 52  	PGC17092   	 4.0	     	     	     	     	     	     	 0.35	 0.08
079.829819	 +1.335008	            	 UGC  3287     	PGC17094   	 6.0	     	     	     	     	     	     	 0.14	 0.63
079.839398	+16.874998	            	 UGC  3286     	PGC17095   	 4.0	     	     	     	     	     	     	 0.69	 1.82
079.878985	 +4.124450	            	 UGC  3288     	PGC17100   	 8.0	     	     	     	     	     	     	 0.23	 0.52
079.893243	-77.730797	NGC  1956   	 ESO   16-  2  	PGC17102   	 0.6	     	     	     	     	     	     	 0.36	 0.58
079.898552	-32.658307	            	 ESO  362- 18  	PGC17103   	-0.3	     	     	     	     	     	     	 0.14	 0.00
079.901145	+84.053299	            	 UGC  3253     	PGC17104   	 3.0	     	     	     	     	     	     	 0.28	 0.31
079.909810	-24.893311	            	 ESO  486- 52  	PGC17106   	 1.0	     	     	     	     	     	     	 0.08	 0.00
079.913888	-61.739131	            	 ESO  119- 53  	PGC17108   	 0.7	     	     	     	     	     	     	 0.12	 0.08
079.937726	-25.064977	IC   2121   	 ESO  486- 53  	PGC17110   	-2.3	     	     	     	     	     	     	 0.00	 0.00
079.951886	-32.141918	NGC  1879   	 ESO  423-  6  	PGC17113   	 8.7	13.16	 0.13	 0.40	 0.03	 0.39	-0.14	 0.16	 0.00
079.959364	-45.780524	A   0518-45 	 ESO  252- 18A 	PGC17116   	-2.0	16.20	 0.40	 0.85	 0.08	 0.73	-0.39	 0.00	 0.10
080.001841	-53.937744	            	 ESO  159-  6  	PGC17122   	 1.0	     	     	     	     	     	     	 0.13	 0.37
080.028151	 +6.582227	            	 UGC  3289     	PGC17125   	 3.0	     	     	     	     	     	     	 0.69	 0.65
080.025235	 +5.816672	            	 CGCG 421- 30  	PGC17126   	    	15.27	 0.15	 0.78	 0.03	     	 0.16	     	 0.73
080.025235	 +5.900005	            	 CGCG 421- 31  	PGC17127   	    	     	     	     	     	     	     	     	 0.73
080.073559	-25.324144	IC    411   	 ESO  486- 56  	PGC17130   	    	     	     	     	     	     	     	 0.00	 0.00
080.081807	-61.259965	            	 ESO  119- 54  	PGC17131   	-0.4	     	     	     	     	     	     	 0.16	 0.07
080.083148	+17.722775	            	 UGC  3290     	PGC17132   	 6.0	     	     	     	     	     	     	 0.55	 1.93
080.089723	-61.296632	            	 ESO  119- 55  	PGC17134   	 1.0	     	     	     	     	     	     	 0.25	 0.07
080.109401	 +6.571393	            	 UGC  3291     	PGC17136   	 6.0	15.79	 0.15	 0.63	 0.05	 0.34	-0.06	 0.58	 0.77
080.150031	+72.533302	            	 UGC  3281     	PGC17140   	-2.0	     	     	     	     	     	     	 0.00	 0.45
080.150234	 +8.800003	            	 UGC  3293     	PGC17143   	 6.0	     	     	     	     	     	     	 0.45	 1.63
080.200105	+66.233304	            	 CGCG 307- 10  	PGC17146   	    	     	     	     	     	     	     	     	 0.54
080.200235	 +3.233340	            	 MCG  1-14- 27 	PGC17147   	    	     	     	     	     	     	     	 0.00	 0.53
080.225235	 +3.233340	            	 MCG  1-14- 28 	PGC17152   	    	     	     	     	     	     	     	 0.26	 0.53
080.265652	 +4.006395	            	 UGC  3294     	PGC17156   	 3.0	     	     	     	     	     	     	 0.38	 0.56
080.267713	-36.956917	            	 ESO  362- 19  	PGC17157   	 8.5	     	     	     	     	     	     	 0.53	 0.10
080.274951	+76.349968	            	 UGC  3276     	PGC17159   	 3.0	     	     	     	     	     	     	 1.06	 0.52
080.315141	-61.059410	            	 ESO  119- 58  	PGC17161   	 0.0	     	     	     	     	     	     	 0.32	 0.06
080.300028	+72.716636	            	 UGC  3284     	PGC17162   	 5.0	     	     	     	     	     	     	 0.28	 0.45
080.342318	 +4.886672	            	 UGC  3296     	PGC17164   	 2.0	     	     	     	     	     	     	 0.16	 0.58
080.352315	+15.241943	            	 UGC  3295     	PGC17165   	 6.0	     	     	     	     	     	     	 0.49	 2.20
080.353564	-16.875815	            	               	PGC17166   	 9.4	     	     	     	     	     	     	 0.35	 0.25
080.399412	+84.466633	A   0508+84 	 UGC  3257     	PGC17170   	 1.0	     	     	     	     	     	     	 0.33	 0.25
080.441901	 +6.688893	NGC  1875   	 MCG  1-14- 32 	PGC17171   	    	14.57	 0.15	     	     	     	     	 0.00	 0.77
080.453143	-23.812478	NGC  1886   	 ESO  487-  2  	PGC17174   	 3.5	     	     	     	     	     	     	 1.25	 0.04
080.458568	 +6.676671	            	               	PGC17176   	-3.0	     	     	     	     	     	     	     	 0.84
080.463511	+52.831366	            	 UGC  3292     	PGC17178   	    	     	     	     	     	     	     	 1.09	 1.18
080.485235	 +3.485840	IC    412   	 UGC  3298     	PGC17180   	    	     	     	     	     	     	     	 0.12	 0.51
080.494818	 +3.482229	IC    413   	 UGC  3299     	PGC17181   	    	     	     	     	     	     	     	 0.10	 0.51
080.642322	-79.851909	NGC  2012   	 ESO   16-  5  	PGC17194   	-3.0	13.98	 0.14	 1.05	 0.02	 0.90	     	 0.00	 0.48
080.644816	-11.499429	NGC  1888   	 MCG -2-14- 13 	PGC17195   	 5.0	12.83	 0.13	 0.92	 0.02	 0.65	 0.30	 0.85	 0.48
080.647733	-11.496929	NGC  1889   	 MCG -2-14- 14 	PGC17196   	-4.0	     	     	     	     	     	     	 0.00	 0.48
080.675235	 +3.683340	            	 CGCG 421- 43  	PGC17203   	    	     	     	     	     	     	     	     	 0.51
080.725235	 -0.133325	            	 UGC  3301     	PGC17208   	 0.0	     	     	     	     	     	     	 0.23	 0.81
080.812316	-11.424429	            	 MCG -2-14- 15 	PGC17217   	-2.0	     	     	     	     	     	     	 0.00	 0.48
080.850201	+43.549983	            	 UGC  3300     	PGC17221   	 6.0	     	     	     	     	     	     	 0.13	 2.59
080.894651	-69.756076	LMC         	 ESO   56-115  	PGC17223   	 9.0	 0.91	 0.05	 0.51	 0.03	 0.44	 0.00	 0.07	 0.27
080.972686	-49.905524	            	 ESO  204-  4  	PGC17227   	    	     	     	     	     	     	     	 0.16	 0.00
080.985647	-17.260815	IC    416   	 MCG -3-14- 14 	PGC17229   	 5.0	     	     	     	     	     	     	 0.43	 0.16
081.000234	 -5.316655	            	               	PGC17232   	 7.0	     	     	     	     	     	     	 0.03	 0.87
081.086027	-46.746081	            	 ESO  253-  1  	PGC17237   	 6.3	     	     	     	     	     	     	 0.16	 0.10
081.132638	-61.364966	            	 ESO  120-  1  	PGC17239   	 5.6	     	     	     	     	     	     	 0.26	 0.09
081.151446	-46.044692	            	 ESO  253-  2  	PGC17241   	 9.0	     	     	     	     	     	     	 0.17	 0.10
081.209356	-48.454969	            	 ESO  204-  6  	PGC17246   	 1.0	     	     	     	     	     	     	 0.35	 0.07
081.228149	-12.689429	            	 MCG -2-14- 16 	PGC17248   	 2.0	     	     	     	     	     	     	 0.92	 0.44
081.225234	 +4.483339	            	 UGC  3303     	PGC17250   	10.0	     	     	     	     	     	     	 0.09	 0.62
081.274772	-48.586914	            	 ESO  204-  7  	PGC17254   	 3.0	     	     	     	     	     	     	 1.16	 0.07
081.300235	 +0.400008	            	 UGC  3306     	PGC17259   	-3.0	     	     	     	     	     	     	 0.00	 0.85
081.359764	-51.644135	            	 ESO  204-  8  	PGC17264   	 3.0	     	     	     	     	     	     	 0.53	 0.00
081.371061	+21.854718	            	 UGC  3304     	PGC17266   	    	     	     	     	     	     	     	 0.00	 2.40
081.448124	-39.907472	            	 ESO  305- 25  	PGC17274   	 3.7	     	     	     	     	     	     	 0.30	 0.00
081.486027	-46.729692	NGC  1930   	 ESO  253-  4  	PGC17276   	-1.5	13.37	 0.13	 1.00	 0.01	 0.93	 0.44	 0.00	 0.11
081.500233	 +8.950003	            	 UGC  3308     	PGC17281   	 6.0	     	     	     	     	     	     	 0.00	 1.60
081.612728	-21.286369	            	 ESO  553- 43  	PGC17287   	-1.0	     	     	     	     	     	     	 0.00	 0.14
081.644802	-31.843309	            	 ESO  423- 16  	PGC17290   	-0.1	     	     	     	     	     	     	 0.04	 0.00
081.686479	-19.211648	            	 ESO  553- 44  	PGC17294   	 5.0	     	     	     	     	     	     	 1.13	 0.16
081.698039	-63.761356	NGC  1947   	 ESO   85- 87  	PGC17296   	-3.0	11.65	 0.07	 1.01	 0.02	 0.96	 0.50	 0.00	 0.16
081.774363	+45.676649	            	 MCG  8-10-  3 	PGC17303   	    	     	     	     	     	     	     	 0.00	 1.83
081.789709	-63.241634	            	 ESO   85- 88  	PGC17305   	10.0	     	     	     	     	     	     	 0.22	 0.16
081.975122	+63.866641	            	 UGC  3307     	PGC17317   	-5.0	     	     	     	     	     	     	 0.00	 0.85
082.009400	 -5.310822	NGC  1924   	 MCG -1-14- 11 	PGC17319   	 4.0	13.25	 0.13	 0.73	 0.01	 0.50	     	 0.18	 0.74
082.049939	+76.649970	A   0521+76 	 UGC  3302     	PGC17322   	 4.0	13.59	 0.17	 0.73	 0.04	 0.59	     	 0.00	 0.49
082.050230	-16.116650	A   0526-16 	 MCG -3-14- 17 	PGC17323   	 6.0	13.50	 0.40	 0.49	 0.05	 0.42	     	 0.00	 0.24
082.151037	-41.491083	            	 ESO  306-  2  	PGC17329   	 3.0	     	     	     	     	     	     	 1.02	 0.01
082.175576	-56.934691	            	 ESO  159- 12  	PGC17331   	-1.5	     	     	     	     	     	     	 0.00	 0.16
082.282728	-19.934703	            	 ESO  554-  2  	PGC17340   	 6.3	     	     	     	     	     	     	 0.17	 0.10
082.285208	-39.421640	            	 ESO  306-  3  	PGC17341   	 4.0	     	     	     	     	     	     	 0.46	 0.00
082.307286	-42.209972	            	 ESO  306-  4  	PGC17343   	-4.0	     	     	     	     	     	     	 0.00	 0.00
082.300092	+67.366640	            	 UGC  3309     	PGC17344   	    	     	     	     	     	     	     	 0.43	 0.48
082.435172	-53.754414	            	 ESO  159- 13  	PGC17353   	 1.0	     	     	     	     	     	     	 0.44	 0.37
082.500164	+55.916645	            	 UGC  3314     	PGC17359   	    	     	     	     	     	     	     	 1.38	 1.80
082.575993	-56.870247	            	 ESO  159- 16  	PGC17365   	 5.0	     	     	     	     	     	     	 0.35	 0.16
082.621475	-24.876368	            	 ESO  487- 17  	PGC17373   	10.0	     	     	     	     	     	     	 0.09	 0.07
082.643113	-45.118305	            	 ESO  253-  8  	PGC17374   	    	     	     	     	     	     	     	 0.00	 0.09
082.667299	-33.388309	            	 ESO  363-  3  	PGC17375   	 3.3	     	     	     	     	     	     	 0.12	 0.00
082.725164	+55.849979	            	 UGC  3316     	PGC17378   	10.0	     	     	     	     	     	     	 0.13	 1.74
082.749755	-53.880803	            	 ESO  159- 17  	PGC17381   	-2.0	     	     	     	     	     	     	 0.00	 0.37
082.917732	-10.393319	            	 MCG -2-15-  1 	PGC17395   	 2.0	     	     	     	     	     	     	 0.62	 0.61
