#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T06:11:19 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T06:11:19	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/AJ/145/101/catalog&-out=Name,_RA,_DE,Kmag,W50,TT,HRV,Dist,f_Dist,i,vAmp,KLum,MHI,Vlg,Ti1,MD,Ti5&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51450101
#Name: J/AJ/145/101
#Title: Updated nearby galaxy catalog (Karachentsev+, 2013)
#INFO	ivoid=ivo://cds.vizier/j/aj/145/101	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/145/101	    IVOID of underlying data collection
#INFO	creator=Karachentsev I.D.	    First author or institution
#INFO	cites=bibcode:2013AJ....145..101K	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2013	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51450101	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-06-12	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_145_101_catalog:
#Name: J/AJ/145/101/catalog
#Title: Catalog of galaxies in the  the Local Volume
#Column	Name	(a18)	Galaxy name in well-known catalogs	[ucd=meta.id;meta.main]
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Kmag	(F5.2)	[-1.75/17.54]? 2MASS Ks band magnitude (6)	[ucd=phot.mag;em.IR.K]
#Column	W50	(I3)	? HI line width at 50% level from maximum (9)	[ucd=spect.line.width;em.line.HI]
#Column	TT	(I2)	[-3/11]? Morphology T-type code (10)	[ucd=src.morph]
#Column	HRV	(I4)	[-556/2219]? Heliocentric radial velocity (12)	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	Dist	(F5.2)	[0.01/26.2] Distance to galaxy	[ucd=pos.distance;pos.heliocentric]
#Column	f_Dist	(A4)	Method used to obtain Dist (G1)	[ucd=meta.code]
#Column	i	(I2)	[0/90]? Inclination of galaxy from the face-on (i=0) position	[ucd=src]
#Column	vAmp	(I3)	? Amplitude of rotational velocity (14)	[ucd=phys.veloc.rotat]
#Column	KLum	(F5.2)	[3.19/11.3]? log(luminosity) in Ks band (18)	[ucd=phys.luminosity;em.IR.K]
#Column	MHI	(F5.2)	[1.12/10.19]? log(Hydrogen mass) (20)	[ucd=arith.zp]
#Column	Vlg	(I4)	[-303/2094]? Local group radial velocity (21)	[ucd=phys.veloc;pos.lg]
#Column	Ti1	(F4.1)	[-3/6.5]? Tidal index {Theta}_1_ (22)	[ucd=src.class.struct]
#Column	MD	(a15)	Main disturber name (23)	[ucd=meta.id.assoc]
#Column	Ti5	(F4.1)	[-2.5/6.5]? Tidal index {Theta}_5_ (24)	[ucd=src.class.struct]
Name	_RAJ2000	_DEJ2000	Kmag	W50	TT	HRV	Dist	f_Dist	i	vAmp	KLum	MHI	Vlg	Ti1	MD	Ti5
PGC051659         	217.015417	-46.301667	12.34	 46	10	 391	 3.58	TRGB	90	 19	 7.50	 7.78	 177	 0.3	NGC5128        	 0.5
Centaurus A-dE5   	217.520833	-33.479167	15.78	   	10	    	 9.00	txt 	64	   	 6.92	 6.16	    	-1.8	NGC4594        	-1.4
ESO222-010        	218.762500	-49.421667	12.96	 46	10	 620	 5.80	TF  	81	 19	 7.69	 7.78	 403	-1.2	NGC5128        	-0.6
DDO194            	218.852500	+57.256667	11.87	 86	 8	 218	 8.02	BS  	71	 40	 8.37	 8.11	 381	-0.1	MESSIER101     	 0.0
MRK0475           	219.772500	+36.806111	14.01	 32	 9	 583	 9.20	TF  	47	 14	 7.64	 6.48	 677	-1.2	NGC5055        	-0.8
HIPASS J1441-62   	220.427917	-62.767222	12.93	 52	10	 672	 6.02	h   	57	 26	 7.90	 7.54	 440	-1.2	CIRCINUS       	-0.8
ESO272-025        	220.856250	-44.705278	12.27	 42	10	 631	 5.88	h   	72	 17	 7.97	 7.09	 429	-1.1	NGC5236        	-0.6
ESO273-014        	224.626250	-47.698611	 9.79	185	 7	1050	 9.90	TF  	44	118	 9.44	 9.61	 851	-2.0	NGC5643        	-1.6
ESO223-009        	225.285417	-48.292500	 9.44	 61	10	 588	 6.49	TRGB	26	 61	 9.20	 8.81	 389	-1.5	NGC5236        	-1.0
UGC09660          	225.288750	+44.698056	11.74	 66	 9	 608	 7.40	TF  	74	 30	 8.36	 7.90	 745	-0.8	MESSIER101     	-0.5
UMin              	227.297083	+67.214444	 7.67	   	-3	-255	 0.06	TRGB	90	   	 5.80	 4.52	 -52	 3.2	Milky Way      	 3.2
ESO274-001        	228.556250	-46.812500	 8.36	170	 7	 524	 3.09	TRGB	90	 74	 9.01	 8.41	 337	-0.4	NGC5128        	-0.1
HIPASS J1526-51   	231.595417	-51.175278	14.64	 39	10	 605	 5.68	h   	  	   	     	 7.67	 415	-1.3	NGC5128        	-0.7
UGC09992          	235.449167	+67.254167	12.90	 49	10	 423	 7.30	TF  	61	 23	 7.88	 8.02	 638	-1.2	MESSIER101     	-0.9
KKR25             	243.448333	+54.371111	12.86	   	-1	 -79	 1.86	TRGB	63	   	 6.71	 4.91	 128	-1.0	MESSIER031     	-0.6
ESO137-018        	245.247083	-60.487500	 8.37	138	 6	 603	 6.40	TRGB	73	 63	 9.62	 8.66	 418	-1.6	CIRCINUS       	-1.1
Hercules          	247.758333	+12.791667	10.66	   	-3	  45	 0.15	HB  	90	   	 5.39	 2.72	 141	 2.1	Milky Way      	 2.2
KDG235            	255.105417	+70.290000	14.31	 29	10	 443	10.60	TF  	40	 12	 7.64	 7.87	 687	-1.0	UGC10736       	-0.9
Draco             	260.005833	+57.909444	 6.69	   	-3	-296	 0.08	TRGB	59	   	 6.45	 2.19	 -51	 2.9	Milky Way      	 2.9
Milky Way         	266.416667	-29.007778	     	440	 4	   0	 0.01	geom	  	   	     	 9.47	 -65	 2.8	Sag dSph       	 2.9
IC4662            	266.776250	-64.640278	 8.53	 86	 9	 302	 2.44	TRGB	65	 41	 8.69	 8.20	 139	-1.3	NGC5128        	-0.7
NGC6503           	267.365000	+70.144722	 7.30	196	 6	  51	 5.27	TRGB	73	 91	 9.86	 8.71	 309	-1.1	NGC6946        	-0.8
IC4710            	277.158333	-66.982222	 9.56	 46	 8	 739	 7.94	h   	39	 29	 9.30	 8.66	 580	 0.1	NGC6744        	 0.2
NGC6684           	282.241250	-65.173333	 7.05	 93	 0	 866	 8.70	TF  	55	 49	10.38	 7.41	 720	 0.6	NGC6744        	 0.6
Sag dSph          	283.762917	-30.478333	-0.20	   	-3	 140	 0.02	TRGB	90	   	 8.02	 1.99	 159	 5.3	Milky Way      	 5.3
ESO104-022        	283.921667	-64.810833	12.95	 38	10	 797	 6.70	TF  	55	 17	 7.80	 8.28	 654	-0.8	NGC6744        	-0.7
[KK2000] 70       	286.745417	-63.965833	15.17	   	10	    	 8.30	mem 	39	   	 7.09	     	    	 3.8	NGC6744        	 3.8
UGC11411          	287.176250	+70.283889	12.80	   	 9	  69	 4.73	h   	52	   	 7.56	     	 345	-0.8	NGC6503        	-0.5
[KK2000] 71       	287.183333	-63.731389	12.58	   	10	    	 8.30	mem 	90	   	 8.13	     	    	 4.7	NGC6744        	 4.7
NGC6744           	287.441250	-63.857778	 5.94	323	 4	 841	 8.30	TF  	51	191	10.79	10.19	 706	 2.0	[KK2000] 71    	 2.0
ESO104-044        	287.846250	-64.219167	12.46	 70	10	 750	 8.30	mem 	58	 36	 8.17	 8.33	 614	 3.5	NGC6744        	 3.5
[KK2000] 72       	288.095417	-63.856111	15.39	   	10	    	 8.30	mem 	47	   	 7.00	     	    	 4.0	NGC6744        	 4.0
NGC6789           	289.174167	+63.972778	11.20	   	 9	-140	 3.63	TRGB	45	   	 7.96	 6.49	 145	-1.3	MESSIER081     	-0.8
Sag dIr           	292.495833	-17.678056	12.13	 28	10	 -79	 1.04	TRGB	50	  9	 6.51	 6.94	  21	-0.5	Milky Way      	-0.2
IC4870            	294.406667	-65.811944	12.11	 78	 9	 877	 7.30	TF  	66	 37	 8.21	 8.49	 740	-0.3	NGC6744        	-0.2
NGC6822           	296.240417	-14.803056	 6.00	 80	10	 -57	 0.50	Cep 	33	 64	 8.34	 8.15	  64	 0.5	Milky Way      	 0.6
LV J1952+1428     	298.049167	+14.473333	13.54	 28	 9	 279	 7.13	h   	24	 17	 7.64	 7.05	 521	-2.4	NGC6946        	-1.9
KK246             	300.989167	-31.681667	13.30	 52	10	 435	 7.83	TRGB	87	 22	 7.82	 8.07	 478	-2.2	NGC6744        	-1.8
IC4951            	302.382500	-61.850556	10.98	122	 8	 814	 9.80	TF  	83	 53	 8.92	 8.75	 701	-1.0	NGC6744        	-0.8
UGC11583          	307.563750	+60.440278	12.30	 96	10	 126	 5.89	BS  	90	 42	 7.98	 8.27	 429	 3.3	NGC6946        	 3.5
KK251             	307.633333	+60.353611	12.98	 52	10	 130	 5.89	BS  	72	 23	 7.70	 8.05	 433	 3.5	NGC6946        	 3.6
KK252             	307.885833	+60.813333	12.57	 28	10	 138	 5.89	BS  	 9	 45	 7.89	 7.04	 441	 3.1	NGC6946        	 3.1
NGC6946           	308.712917	+60.154167	 5.37	169	 6	  51	 5.89	BS  	32	138	10.76	 9.88	 355	 0.6	UGC11583       	 1.0
KKR55             	311.336667	+60.411111	11.96	 37	10	  32	 5.89	BS  	55	 17	 8.17	 7.63	 337	 2.4	NGC6946        	 2.4
DDO210            	311.715833	-12.848056	11.29	 19	10	-140	 0.94	TRGB	72	  3	 6.75	 6.42	  11	-0.3	Milky Way      	 0.0
KKR56             	312.100417	+58.618333	12.38	 10	10	 -43	 5.89	BS  	58	  3	 8.01	 7.64	 264	 1.7	NGC6946        	 1.7
Cepheus1          	312.790417	+56.890000	 9.05	 90	 8	  33	 6.00	mem 	61	 45	 9.39	 9.05	 342	 0.9	NGC6946        	 1.0
IC5052            	313.025833	-69.203889	 8.88	174	 7	 584	 6.03	TRGB	90	 76	 9.35	 8.89	 440	-1.5	NGC6744        	-1.1
KKR59             	315.850833	+57.287222	 9.57	 63	 8	  -3	 5.89	BS  	53	 34	 9.16	     	 307	 1.7	KKR60          	 1.8
KKR60             	316.470833	+57.205278	11.47	   	10	 -14	 5.90	mem 	52	   	 8.42	     	 296	 2.5	KKR59          	 2.5
Segue 3           	320.379167	+19.117222	11.43	   	-3	    	 0.02	CMD 	58	   	 3.19	     	    	 5.0	Milky Way      	 5.0
NGC7090           	324.119167	-54.557222	 8.16	205	 6	 850	 6.70	TF  	89	 91	 9.73	 8.96	 784	-1.6	NGC6744        	-1.3
IC5152            	330.674583	-51.295278	 7.97	 85	 9	 122	 1.97	TRGB	60	 43	 8.72	 8.02	  73	-1.3	NGC0253        	-0.7
IC5201            	335.239167	-46.034167	 8.00	195	 6	 915	 8.80	TF  	64	 95	10.01	 9.23	 893	 0.0	AM2220-460     	 0.0
ESO238-005        	335.625417	-48.405000	12.28	 83	10	 706	 7.80	TF  	57	 43	 8.19	 8.33	 671	-1.0	IC5201         	-0.9
AM2220-460        	335.929167	-45.882222	13.97	 51	10	 843	 8.80	mem 	27	 46	 7.62	 7.45	 822	 2.4	IC5201         	 2.4
And XXVIII        	338.171667	+31.216111	12.27	   	-1	    	 0.65	TRGB	56	   	 6.04	     	    	 1.1	MESSIER031     	 1.2
KK258             	340.182917	-30.799722	12.15	   	-3	    	 2.00	txt 	90	   	 7.06	 5.65	    	-1.1	NGC0253        	-0.5
Tucana            	340.454167	-64.420000	11.47	   	-1	 194	 0.88	TRGB	90	   	 6.62	 4.18	  73	-0.2	Milky Way      	 0.0
PiscesII          	344.629167	 +5.952500	12.84	   	-3	    	 0.18	HB  	59	   	 4.70	     	    	 1.8	Milky Way      	 1.9
NGC7462           	345.696667	-40.835000	 9.65	183	 6	1057	10.10	TF  	90	 80	 9.48	 8.81	1056	-1.9	IC5201         	-1.6
ApplesI           	348.763750	-42.539444	17.25	   	-3	 674	 8.32	TRGB	54	   	 6.25	     	 661	-1.5	NGC7713        	-1.0
NGC7640           	350.527500	+40.845556	 8.60	238	 5	 369	 7.90	TF  	90	107	 9.71	 9.51	 668	 0.9	UGC12588       	 0.9
UGC12588          	351.176667	+41.348056	10.89	 90	 8	 425	 7.90	mem 	35	 68	 8.78	 8.16	 723	 1.8	NGC7640        	 1.8
UGCA438           	351.614583	-32.390556	11.04	 35	10	  62	 2.18	TRGB	41	 19	 7.57	 7.23	  99	-0.4	NGC0055        	-0.2
Cas dSph          	351.632500	+50.675556	 8.79	   	-3	-307	 0.79	TRGB	36	   	 7.62	 5.60	  -5	 1.7	MESSIER031     	 1.8
ESO347-017        	351.733750	-37.346944	11.78	 69	 7	 691	 7.60	TF  	72	 31	 8.37	 8.15	 701	 0.1	IC5332         	 0.3
Pegasus           	352.142083	+14.746667	 9.87	 23	10	-184	 0.76	TRGB	68	  3	 7.13	 6.53	  60	 0.9	MESSIER031     	 1.0
DDO217            	352.494583	+40.990278	 9.60	117	 8	 424	 9.70	TF  	35	 88	 9.47	 9.01	 720	-2.0	NGC7640        	-1.5
IC5332            	353.614583	-36.101667	 8.70	102	 7	 701	 7.80	mem 	30	 89	 9.62	 9.18	 716	 0.2	NGC7713        	 0.3
LV J2335-3713     	353.767083	-37.220556	14.23	 29	10	 615	 7.80	mem 	65	  9	 7.41	 7.21	 623	 1.4	NGC7713        	 1.6
NGC7713           	354.062500	-37.938889	 9.19	182	 6	 692	 7.80	TF  	68	 86	 9.43	 8.74	 696	 0.4	IC5332         	 0.5
UGC12713          	354.560417	+30.709167	11.50	 95	 7	 295	12.20	TF  	63	 46	 8.90	 8.42	 574	-1.7	NGC7331        	-1.4
UGCA442           	355.941667	-31.959167	11.42	 94	 8	 267	 4.27	TRGB	90	 41	 8.01	 8.20	 300	-0.1	NGC7793        	 0.2
KKH98             	356.391667	+38.717778	13.82	 21	10	-132	 2.45	TRGB	67	  3	 6.58	 6.45	 156	-0.9	Maffei2        	-0.4
ESO348-009        	357.347500	-37.773611	12.41	 85	10	 647	11.50	TF  	90	 37	 8.47	 8.64	 647	-2.4	NGC7424        	-1.9
Peg dSph          	357.943333	+24.586111	 9.81	   	-3	-345	 0.82	RR  	73	   	 7.22	 4.21	 -84	 1.4	MESSIER031     	 1.5
ESO149-003        	358.011667	-52.577500	12.65	 48	10	 574	 5.90	TF  	90	 20	 7.80	 7.75	 498	-1.4	NGC0253        	-1.2
And XXI           	358.698750	+42.470833	11.33	   	-3	-361	 0.86	TRGB	45	   	 6.66	     	 -73	 2.2	MESSIER031     	 2.2
NGC7793           	359.455833	-32.590000	 6.85	172	 6	 227	 3.91	TRGB	48	101	 9.76	 8.77	 250	 0.2	NGC0253        	 0.2
And XXIX          	359.731667	+30.755556	12.72	   	-2	    	 0.73	TRGB	60	   	 5.96	     	    	 2.0	MESSIER031     	 2.0

