#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T12:17:03 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T12:17:03	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/A%2BA/686/A42/clusters&-out.max=unlimited&-out=Name,Type,CST,N,Nt,GLON,GLAT,r50pc,rcpc,rtpc,s_pmRA,e_pmRA,s_pmDE,e_pmDE,Plx,s_Plx,e_Plx,dist16,dist50,dist84,X,Y,Z,RV,s_RV,e_RV,n_RV,logAge50,AV50,r50Jpc,rJpc,probJ,NJ,MassJ,e_MassJ,MassTot,e_MassTot,CMDCl50	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36860042
#Name: J/A+A/686/A42
#Title: Improving the open cluster census. III. (Hunt+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/686/a42	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/686/a42	    IVOID of underlying data collection
#INFO	creator=Hunt E.L.	    First author or institution
#INFO	cites=bibcode:2024A&A...686A..42H	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/686/A42	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36860042	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-11-21	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2016.000:	ICRS
#Table	J_A_A_686_A42_clusters:
#Name: J/A+A/686/A42/clusters
#Title: Main catalogue (table 1)
#Column	Name	(a20)	Main accepted cluster name	[ucd=meta.id;meta.main]
#Column	Type	(A1)	[omgdr] Estimated type of object (1)	[ucd=src.class]
#Column	CST	(F11.8)	[3/99] Astrometric SNR (cluster significance test) (2)	[ucd=stat.snr]
#Column	N	(I6)	[10/153797] Number of member stars	[ucd=meta.number]
#Column	Nt	(I5)	[10/53464] Number of stars within tidal radius	[ucd=meta.number]
#Column	GLON	(F12.8)	Galactic longitude	[ucd=pos.galactic.lon]
#Column	GLAT	(E10.3)	Galactic latitude	[ucd=pos.galactic.lat]
#Column	r50pc	(F13.8)	Radius containing 50% of members in parsecs	[ucd=phys.size.radius]
#Column	rcpc	(F13.8)	Core radius in parsecs	[ucd=phys.size.radius]
#Column	rtpc	(F13.8)	Tidal radius in parsecs	[ucd=phys.size.radius]
#Column	s_pmRA	(F11.8)	Standard deviation of pmra	[ucd=stat.stdev]
#Column	e_pmRA	(F11.8)	Standard error of pmra	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	s_pmDE	(F11.8)	Standard deviation of pmdec	[ucd=stat.stdev]
#Column	e_pmDE	(F11.8)	Standard error of pmdec	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	Plx	(F12.8)	Mean parallax	[ucd=pos.parallax;stat.mean]
#Column	s_Plx	(F11.8)	Standard deviation of parallax	[ucd=stat.stdev;pos.parallax]
#Column	e_Plx	(F11.8)	Standard error of parallax	[ucd=stat.error;pos.parallax]
#Column	dist16	(F15.8)	16th percentile of maximum likelihood distance	[ucd=pos.distance]
#Column	dist50	(F15.8)	50th percentile of maximum likelihood distance	[ucd=pos.distance]
#Column	dist84	(F16.8)	84th percentile of maximum likelihood distance	[ucd=pos.distance]
#Column	X	(F16.8)	X coordinate in heliocentric galactic coordinates	[ucd=pos.cartesian.x;pos.galactic;pos.heliocentric]
#Column	Y	(F16.8)	Y coordinate in heliocentric galactic coordinates	[ucd=pos.cartesian.y;pos.galactic;pos.heliocentric]
#Column	Z	(F16.8)	Z coordinate in heliocentric galactic coordinates	[ucd=pos.cartesian.z;pos.galactic;pos.heliocentric]
#Column	RV	(F13.8)	? Mean Gaia DR3 radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	s_RV	(F13.8)	? Standard deviation of radial velocity	[ucd=stat.stdev;spect.dopplerVeloc]
#Column	e_RV	(F13.8)	? Standard error of radial velocity	[ucd=stat.error]
#Column	n_RV	(I4)	Number of member stars with a radial velocity	[ucd=meta.note]
#Column	logAge50	(F11.8)	? 50th percentile of logarithm of cluster age	[ucd=time.age]
#Column	AV50	(F11.8)	? 50th percentile of V-band cluster extinction	[ucd=phys.absorption]
#Column	r50Jpc	(F12.8)	? Radius containing 50% of members within the Jacobi radius in parsecs	[ucd=phys.size.radius]
#Column	rJpc	(F13.8)	? Jacobi radius in parsecs	[ucd=phys.size.radius]
#Column	probJ	(E10.3)	? Probability of the cluster having a valid Jacobi radius	[ucd=stat.fit.goodness]
#Column	NJ	(I4)	[9/4171]? Number of stars within best-fit Jacobi radius	[ucd=meta.number]
#Column	MassJ	(F15.8)	? Cluster mass within the Jacobi radius	[ucd=phys.mass]
#Column	e_MassJ	(F15.8)	? Error on cluster mass within the Jacobi radius	[ucd=stat.error]
#Column	MassTot	(F15.8)	? Total observed cluster mass	[ucd=phys.mass]
#Column	e_MassTot	(F15.8)	? Error on total observed cluster mass	[ucd=stat.error]
#Column	CMDCl50	(F11.8)	[0/1] 50th percentile of CMD class	[ucd=meta.code]
Name	Type	CST	N	Nt	GLON	GLAT	r50pc	rcpc	rtpc	s_pmRA	e_pmRA	s_pmDE	e_pmDE	Plx	s_Plx	e_Plx	dist16	dist50	dist84	X	Y	Z	RV	s_RV	e_RV	n_RV	logAge50	AV50	r50Jpc	rJpc	probJ	NJ	MassJ	e_MassJ	MassTot	e_MassTot	CMDCl50
HSC_374             	o	 3.22766697	    28	   25	 43.60542052	-1.844e+00	   6.68608754	  12.53172031	  17.67861677	 0.07608413	 0.01521683	 0.12837024	 0.02567405	  0.15266660	 0.02957540	 0.00591508	  4552.30509140	  5059.46626055	   5693.79840628	  -4460.70226290	   3487.64388026	   -151.34213549	  69.80285914	   3.52738391	   1.33322580	   1	 9.09621334	 5.46030450	  6.68550836	  15.34373779	 1.000e+00	  24	  2763.64730428	   415.21506141	  2888.11722580	   510.24753958	 0.26353170
HSC_375             	o	 5.06711080	    25	   24	 43.61861090	-1.605e+00	   3.11879548	   7.01419089	   7.01419089	 0.06382142	 0.01302749	 0.09909010	 0.02022668	  0.22014310	 0.03372814	 0.00688473	  3625.49008893	  3782.72389818	   3954.21413416	  -5384.83096946	   2608.50361675	    -92.16225771	  77.00052405	  24.17158438	   9.86800800	   1	 8.21642494	 4.66590786	  3.11879549	  11.20683064	 1.000e+00	  24	   964.29799150	   166.04121707	   975.46118455	   187.08201381	 0.82489818
HSC_376             	m	 4.74289062	    16	   12	 43.68228749	-2.834e+01	   3.70277854	   5.58084877	   5.58084877	 0.58967051	 0.17022321	 0.61837067	 0.17850824	  3.78299064	 0.06345929	 0.01831912	   261.08557542	   261.65659313	    262.23011406	  -7955.74236110	    159.05951199	   -103.82542817	 -21.61676290	   1.40354707	   0.57299569	   6	 7.78460979	 0.03507851	  3.25004701	   4.49592621	 0.000e+00	  10	     7.42355850	     1.60553601	    12.38823392	     2.09096911	 0.99283165
HSC_379             	o	 5.23429554	    11	   10	 43.87485826	-1.441e+00	   1.01103870	   0.97254223	   3.80980679	 0.06318098	 0.01997958	 0.04514170	 0.01427506	  0.37260260	 0.01406287	 0.00444707	  2370.84061450	  2424.78816939	   2481.24800137	  -6374.76467145	   1680.05292064	    -44.63414626	 245.75322830	  22.96775994	  16.24065880	   2	 7.29797888	 3.80221426	  1.18249271	   9.08792622	 1.000e+00	  11	   428.96390516	    20.32555948	   428.96390516	    20.32555948	 0.96499407
HSC_380             	o	 4.91573048	    23	   16	 44.08241609	 1.743e+00	   0.98361852	   1.29368454	   3.02601795	 0.04874737	 0.01218684	 0.10459463	 0.02614866	  0.40788998	 0.02753539	 0.00688385	  2144.49298110	  2197.78685901	   2253.79710899	  -6543.77834054	   1528.27485782	     83.59727545	             	             	             	   0	 7.58805466	 4.03610182	  1.80544962	   8.97592114	 1.000e+00	  23	   398.21231825	    56.61073817	   398.21231825	    56.61073817	 0.90604305
HSC_381             	m	21.97661636	   288	  288	 44.15967797	 1.792e+01	  16.69766562	  37.91796568	  37.91796568	 0.59361312	 0.03497899	 0.77817911	 0.04585464	  3.16089902	 0.18580343	 0.01094857	   312.95531317	   313.14461451	    313.33414500	  -7907.98049750	    207.56677175	    116.62607704	 -17.04457201	   9.38112749	   1.12935504	  69	 7.48653603	 0.21098603	  1.42472515	   2.33752014	 5.854e-01	  11	     5.07589706	     1.56002729	   201.14471089	    25.42734466	 0.95817444
HSC_382             	m	 4.63595552	    23	   17	 44.24509767	-1.481e+01	   6.33006110	  10.95561553	  10.95561553	 0.24395600	 0.05916802	 0.15209962	 0.03688958	  1.70226083	 0.03168978	 0.00768590	   572.09122991	   574.21028538	    576.34509740	  -7724.66595853	    387.34006727	   -126.95638057	  -9.27842256	  10.44956830	   4.67318901	   5	 8.19106531	 0.27227186	  4.53725525	   8.03251870	 0.000e+00	  10	    16.90134421	     4.40573296	    38.41911302	     6.69127359	 0.06785241
HSC_384             	m	 4.62026898	    40	   33	 44.29526554	-2.560e-01	   5.75134168	   9.76149561	   9.76149561	 0.25874488	 0.04504170	 0.25688031	 0.04471712	  2.22822829	 0.09401824	 0.01636647	   434.12152460	   435.00821109	    435.89852707	  -7810.62486322	    303.78733887	     18.06025655	  -7.21186186	  15.49615311	   4.47335408	  12	 7.65616918	 0.83266175	  2.30629221	   4.33878758	 9.000e-08	  12	    12.92394646	     3.77731831	    52.64448934	     7.15697384	 0.92270765
HSC_385             	o	 3.53349972	    19	   18	 44.63647921	-1.489e-01	   3.12624663	   6.53793991	   6.53793991	 0.09474396	 0.02233136	 0.09386708	 0.02212468	  0.45400486	 0.02104743	 0.00496093	  1996.99196032	  2026.26656234	   2056.41222677	  -6680.14666281	   1423.66140258	     11.84734269	 -40.31489040	  69.62720929	  49.23387184	   2	 7.41634226	 4.39830256	  3.12624665	   7.33235113	 9.999e-01	  18	   210.60237851	    64.77325478	   209.40667299	    66.27767127	 0.65242007
HSC_386             	o	11.01175814	    57	   57	 44.68098682	 1.551e-01	   3.21616354	   3.34714300	  11.43994062	 0.07722191	 0.01022829	 0.08776390	 0.01162461	  0.30727748	 0.05492108	 0.00727448	  3015.03713739	  3090.30862850	   3169.43471079	  -5924.65421953	   2172.96766282	     23.54294852	  28.04419708	   9.44715500	   4.72357750	   1	 7.81085706	 5.30564046	  3.20586515	  11.33815888	 1.000e+00	  56	   898.52546121	   331.76383389	   912.70269938	   340.06678736	 0.29367377
HSC_387             	o	 3.07498903	    41	   32	 45.10248472	 3.524e+00	   2.63290663	   3.43165696	   8.14157640	 0.07442482	 0.01315657	 0.08983077	 0.01587999	  0.40905121	 0.03841840	 0.00679148	  2312.92043716	  2341.01585914	   2369.80223359	  -6472.34847473	   1655.16934754	    160.46889932	  21.28052980	  41.29224884	  16.85749000	   1	 7.66785240	 2.69486594	  2.06499243	   7.80850455	 1.000e+00	  29	   308.87875000	    37.73223569	   384.12707487	    52.55257682	 0.52343360
HSC_388             	m	 3.19325273	    17	   17	 45.14926891	 1.690e+01	   4.04682704	   8.59655886	   8.59655886	 0.28065710	 0.06806935	 0.25553498	 0.06197634	  2.80494322	 0.04888177	 0.01185557	   353.19551252	   353.88925739	    354.58573291	  -7882.90019825	    240.05765913	    123.04454601	 -20.12587336	   6.67703540	   2.52368216	   7	 8.18154097	 0.17023900	  1.19896537	   4.51536425	 0.000e+00	  10	    15.01456638	     3.04690092	    24.63123388	     4.07279203	 0.95056969
HSC_389             	m	 3.20591176	    19	   15	 45.29081762	-4.495e+00	  12.03302574	  15.56991973	  15.56991973	 0.08558682	 0.02209842	 0.09347055	 0.02413399	  0.27676168	 0.00940344	 0.00242796	  2989.06412923	  3270.28546567	   3609.91893761	  -5829.03747040	   2316.99782315	   -241.36996886	             	             	             	   0	 8.77824306	 2.54739487	 12.03302574	  15.74882124	 0.000e+00	  15	   149.85721879	    70.61747280	   399.50395497	    53.36495418	 0.29439864
HSC_390             	m	 4.08981388	    33	   21	 45.67053590	-3.239e+01	   9.12499854	  17.50146728	  17.50146728	 0.44135954	 0.09631255	 0.35015545	 0.07641018	  2.55785931	 0.04643037	 0.01013194	   383.55183468	   384.55896686	    385.57140204	  -7895.59245274	    232.28302527	   -185.79592741	 -19.26411944	  26.34458250	  13.17229125	   4	 7.95149398	 0.27941863	  6.66158213	   8.73108040	 0.000e+00	  10	    49.18445533	     3.93022704	    31.62220022	     7.95923552	 0.81730828
HSC_391             	o	 6.91585915	    32	   31	 45.67563869	-7.821e+00	   2.95091332	   6.65542942	   6.65542942	 0.20069815	 0.03604645	 0.15757048	 0.02830049	  0.74365273	 0.03772715	 0.00677600	  1264.80257242	  1273.28392366	   1281.87978911	  -7241.02697378	    902.42736207	   -154.72851699	 -30.55182794	   5.91111730	   3.41278516	   3	 8.37650394	 1.54629105	  2.53188856	   5.84582354	 1.000e+00	  26	    93.80478264	    20.69799125	   101.11436163	    21.53135310	 0.04595275
HSC_392             	o	 3.37130843	    17	   17	 45.87070678	-6.811e+00	   3.39207015	   8.04317629	   8.04317629	 0.09393656	 0.02278296	 0.14795378	 0.03588406	  0.47576716	 0.01768523	 0.00428930	  1869.60143556	  2005.92434038	   2163.69092439	  -6735.75622281	   1429.63249283	   -220.62374853	             	             	             	   0	 9.89880419	 1.66597825	  3.01378826	   8.03423122	 1.000e+00	  16	   279.91176523	    43.98790928	   154.77507613	    43.92410530	 0.00565818
HSC_393             	o	 6.04315816	    42	   34	 45.95857811	-1.006e+00	   1.35577128	   1.10580939	   5.83219030	 0.08685663	 0.01489579	 0.15306168	 0.02624986	  0.41576203	 0.05770224	 0.00989585	  2187.09140676	  2233.56194632	   2282.05013513	  -6569.59285233	   1605.31915160	    -22.37557116	 -33.57441973	   8.56130200	   8.56130200	   1	 8.00319147	 5.80439210	  2.77461949	  13.42592447	 1.000e+00	  41	  1321.15240246	   154.03736919	  1332.29501981	   173.38084318	 0.83319649
HSC_394             	o	 4.16115959	    10	   10	 46.40181050	-3.752e+00	   2.13175626	   3.92908962	   3.92908962	 0.07477205	 0.02364500	 0.14669078	 0.04638770	  0.82702730	 0.01059471	 0.00335034	  1059.34881050	  1189.93819812	   1357.25095617	  -7303.35612256	    859.89782275	    -59.16535706	             	             	             	   0	 9.74216890	 4.61183810	  2.13175627	  14.04935724	 1.000e+00	  10	  1276.73643430	   273.09084070	  1276.73643430	   273.09084070	 0.32187076
HSC_396             	m	 9.47352514	   134	  133	 46.55113261	-3.201e+01	  19.86048222	  35.37908359	  59.03869714	 6.41102293	 0.55590619	 3.16506697	 0.27444611	  9.72304402	 1.58011257	 0.13701314	    99.09809086	    99.13556150	     99.17306049	  -8064.29994795	     61.02599176	    -31.90165766	  -2.50768295	  13.51426148	   1.61526320	  70	 8.12895298	 0.11718966	  3.60556627	   5.41978106	 0.000e+00	  10	     2.90760369	     1.30900916	    58.11140090	    12.11661865	 0.18625246
HSC_397             	o	 8.52310361	    48	   48	 46.66552205	-1.422e+00	   3.20841384	   1.87746825	  18.92301827	 0.07810175	 0.01127302	 0.10283291	 0.01484265	  0.25637561	 0.05240989	 0.00756472	  3293.13950043	  3363.78926658	   3437.53687934	  -5814.48250582	   2445.92961977	    -68.60052971	  84.88840194	  56.35397030	  39.84827455	   2	 7.64776373	 5.18830109	  2.93896295	  11.79343664	 1.000e+00	  45	  1024.90321005	   244.31730610	  1256.32690280	   220.18056267	 0.56848326
HSC_398             	o	 4.43171413	    41	   41	 47.28820808	-4.708e-01	   2.86592469	   2.29159070	  12.55505389	 0.07392416	 0.01154501	 0.12345824	 0.01928094	  0.36590709	 0.06233758	 0.00973549	  2360.94855569	  2411.44501912	   2464.14874996	  -6486.37355845	   1771.80821856	     -3.19970841	  26.19922560	  14.18269398	   8.18838219	   3	 7.52837110	 4.58809733	  2.76883864	   9.77772378	 1.000e+00	  38	   519.05896267	   105.52680845	   520.79270087	   114.41306750	 0.08025223
HSC_399             	o	 5.32841341	    17	   16	 47.49635445	 2.018e+00	   0.98054656	   0.48143066	   6.95599868	 0.05782038	 0.01445510	 0.07596544	 0.01899136	  0.29999093	 0.01506350	 0.00376588	  2839.25971023	  2921.72813236	   3009.13058101	  -6148.91058403	   2152.66070939	    118.62846015	  18.00985674	   4.85095200	   1.21273800	   1	 8.41684961	 2.98354292	  0.98054656	   7.22579855	 1.000e+00	  16	   223.39522936	    64.36880091	   275.66045571	    50.44354401	 0.75087500
HSC_401             	o	 3.80359539	    12	   10	 47.65210947	 1.840e+00	   4.42052504	   6.34381020	   6.34381020	 0.04201127	 0.01328513	 0.08076435	 0.02553993	  0.22685065	 0.01497392	 0.00473517	  3230.50215321	  3657.20613817	   4213.78843810	  -5659.34265763	   2701.52946280	    131.90937102	             	             	             	   0	 9.21642876	 4.64867377	  5.31785876	  12.74892351	 1.000e+00	  12	  1301.86864658	   289.18310619	  1301.86864658	   289.18310619	 0.65066722
HSC_402             	o	 3.62022538	    15	   13	 47.74569681	-6.140e-01	   1.70495690	   1.46578444	   7.01849280	 0.06763360	 0.01875819	 0.06887103	 0.01910139	  0.60516342	 0.02198951	 0.00609879	  1554.15533301	  1574.86479705	   1596.13363121	  -7063.10538102	   1165.59604861	      1.21504254	  29.10868711	  24.96635468	  14.41433160	   3	 8.06807804	 3.95642149	  1.70495690	   7.25274039	 9.978e-01	  13	   186.59464779	    29.48957729	   227.51157936	    29.02855739	 0.99940252
HSC_403             	o	 8.13139251	    41	   31	 47.95764080	-2.626e-03	   4.71286714	   9.12683204	   9.12683204	 0.13263117	 0.02382126	 0.15822649	 0.02841832	  1.21426514	 0.04071729	 0.00731304	   805.64178211	   808.37826098	    811.13339290	  -7580.62005287	    600.34155412	     19.37822571	 -15.01457474	  20.41098467	   6.80366156	   9	 7.92039466	 2.71788085	  4.42187736	   6.13092574	 1.000e+00	  23	   100.18323511	    17.18748866	   178.27001333	    22.38938294	 0.99742931
HSC_404             	m	 3.93787832	    17	   15	 48.12495363	-6.524e+00	   4.37868845	   7.96550758	   7.96550758	 0.11696345	 0.03019983	 0.21882867	 0.05650132	  1.01506668	 0.02822272	 0.00728707	   956.97236921	   963.11703090	    969.34111153	  -7483.52952672	    712.49463254	    -90.26429548	  -1.54598809	  15.72375329	   7.86187664	   4	 7.99410009	 0.66847771	  1.21952550	   6.44854399	 0.000e+00	  11	    30.32573309	     7.65112949	    39.95920067	    11.39688463	 0.99865800
HSC_405             	o	 4.67354831	    33	   23	 48.30450599	 6.227e-01	   2.02629103	   4.49427204	   4.49427204	 0.07058103	 0.01471716	 0.07127602	 0.01486208	  0.32730369	 0.04612931	 0.00961863	  2807.80086866	  2868.39970626	   2931.67196874	  -6214.03238515	   2141.67849580	     47.09274835	  40.73479375	   1.08063014	   0.62390210	   1	 8.30123281	 3.83189690	  3.05901594	   9.45274920	 1.000e+00	  32	   486.32363740	   119.29955024	   626.87774193	    82.69711267	 0.98643517
HSC_406             	o	 5.40284614	    57	   31	 48.38268715	-2.708e-01	   4.21408546	   8.03513420	   8.03513420	 0.09067130	 0.01628505	 0.14036067	 0.02520952	  0.31753149	 0.02858741	 0.00513445	  2753.01522779	  2809.08025440	   2867.47627489	  -6256.37568024	   2100.03602833	      2.74924294	  24.09479369	   0.57766019	   0.20423372	   1	 7.13917756	 4.94527435	  5.05541389	  11.90240631	 1.000e+00	  44	   966.98027772	    35.63448145	  1204.50617706	    74.27939510	 0.28469977
HSC_407             	o	10.44069109	   144	  127	 48.41066771	 9.353e-01	   5.07049181	   8.12034644	  14.20666931	 0.09739610	 0.00864251	 0.09699875	 0.00860725	  0.20254226	 0.04236042	 0.00375888	  4007.42912566	  4068.95511767	   4132.39978208	  -5421.24981213	   3042.85174848	     80.30858195	  36.88764696	  12.57213830	   5.62243117	   5	 7.94377661	 3.42148829	  5.06130860	  14.07291647	 1.000e+00	 126	  1784.66446839	   256.75942593	  2037.25637900	   258.07576876	 0.54292008
HSC_408             	o	 8.96354312	    51	   49	 48.82176797	 7.542e-01	   4.83324468	  10.42795777	  10.42795777	 0.07373381	 0.01053340	 0.08319887	 0.01188555	  0.18217248	 0.02920468	 0.00417210	  4348.47491130	  4457.10838446	   4571.30868442	  -5187.50789846	   3354.41654056	     71.95899030	  44.76735340	  30.74037240	  12.54970448	   6	 7.58065605	 4.42675805	  5.13314687	  12.37492261	 1.000e+00	  51	  1224.86795631	   322.20761322	  1224.86795631	   322.20761322	 0.03091070
HSC_409             	m	 3.08661492	    15	   11	 48.87538453	 1.628e+01	   5.24943032	   7.52838323	   7.52838323	 0.17899394	 0.05396870	 0.16185207	 0.04880024	  0.32320081	 0.01669679	 0.00503427	  2577.00899178	  2821.95065438	   3118.34573542	  -6338.39536873	   2040.46391417	    807.41428790	             	             	             	   0	 9.93441439	 1.12135911	  4.62164208	   7.26353138	 1.784e-02	  10	   135.10004976	    36.36923622	   168.20981855	    59.92842396	 0.05781640
HSC_410             	m	 3.92129480	    13	   13	 49.30081589	-8.403e+00	   5.28971847	  11.26152133	  11.26152133	 0.08231006	 0.02282870	 0.11177029	 0.03099950	  0.30089910	 0.01215790	 0.00337199	  2873.43516037	  2980.29007462	   3095.39920286	  -6200.54526150	   2235.23038022	   -419.64081891	  -1.38811703	   0.33900791	   0.23971479	   2	 9.82771730	 0.61642507	  4.14442165	   7.16642266	 2.118e-01	  10	   172.33211874	    46.85221048	   239.37682820	    39.19034085	 0.09657322
HSC_411             	o	10.77269176	    72	   67	 49.48452730	 1.307e+00	   5.06682067	  11.77081776	  11.77081776	 0.07767795	 0.00948987	 0.12503619	 0.01527560	  0.13288311	 0.04437641	 0.00542144	  5357.69041924	  5586.28137125	   5835.24776097	  -4493.45331633	   4245.75261183	    138.98022743	  13.74240499	   3.52770360	   1.24723157	   8	 8.55123472	 4.60713387	  5.11676934	  14.14461424	 9.999e-01	  70	  1837.47756596	   478.35844125	  2049.52962454	   486.72072698	 0.08240503
HSC_412             	o	 3.50144333	    37	   19	 49.89219873	 1.974e-01	   1.13832666	   1.39676072	   3.64150363	 0.08322921	 0.01909409	 0.06665173	 0.01529096	  0.23079798	 0.03400441	 0.00780115	  3571.73678444	  3658.02046768	   3748.57612003	  -5765.36181825	   2797.75847851	     27.37649923	             	             	             	   0	 7.03995824	 6.23356414	  3.64072552	  14.00420234	 1.000e+00	  37	  1657.08482198	   323.54032965	  1657.08482198	   323.54032965	 0.34376448
HSC_413             	o	 5.91079990	    36	   23	 50.24222120	 1.151e-01	   2.38582988	   5.18634630	   6.04198010	 0.08681027	 0.01810119	 0.11769325	 0.02454074	  0.30484108	 0.03653725	 0.00761854	  2857.03532297	  2929.44375018	   3005.61783830	  -6248.45976329	   2252.01826566	     21.89388520	 105.98153945	  78.54448413	  55.53933735	   2	 7.66527319	 5.43366909	  5.00823469	  11.77302260	 1.000e+00	  36	   919.25571120	    86.64239774	   919.25571120	    86.64239774	 0.56743157
HSC_415             	m	 6.92599552	    35	   34	 50.46834457	 1.657e+01	   6.71945593	  15.89321937	  15.89321937	 0.21568172	 0.03698911	 0.31724276	 0.05440669	  3.26215112	 0.05330594	 0.00914189	   301.43979658	   301.82134394	    302.20385841	  -7937.61968679	    223.12056303	    106.39824138	 -21.63191969	  10.32494071	   2.98055365	  12	 7.51699710	 0.13305138	  1.39161221	   4.08886071	 0.000e+00	  10	     9.78769390	     2.19290782	    28.34617296	     6.44317536	 0.99179345
HSC_416             	o	 4.04034254	    13	   13	 50.66081028	 3.498e+00	   8.38185849	  12.59550038	  12.59550038	 0.05149976	 0.01428346	 0.10934081	 0.03032569	  0.20946353	 0.01168419	 0.00324061	  3580.17990104	  3956.33219561	   4420.80492064	  -5618.07453434	   3054.15109686	    255.78119010	             	             	             	   0	 9.57638550	 3.13416910	  6.17251286	  10.92882306	 9.501e-01	  10	  1022.61107912	   156.82463822	   462.37488104	   175.04302803	 0.97851741
HSC_419             	o	 5.51901495	    66	   63	 51.28928200	-6.138e+00	   7.61459498	  14.11622061	  14.11622061	 0.20453538	 0.02576904	 0.33796616	 0.04257973	  0.64090400	 0.04050925	 0.00510369	  1456.04822859	  1463.26772632	   1470.55917340	  -7212.51078429	   1135.26121279	   -137.98359445	 -24.31098806	  16.47906331	   5.49302110	   9	 8.89094830	 0.32941602	  3.35473164	   5.70115547	 9.200e-01	  24	    87.55897515	    16.36141237	   207.14977558	    31.29635207	 0.97717971
HSC_420             	d	 4.00347936	    22	   20	 51.33712760	-4.131e+00	 606.03547852	1098.75743573	1098.75743573	 0.16260036	 0.03635855	 0.22740358	 0.05084899	 -0.75067041	 0.02853647	 0.00638095	 62226.35260382	172837.01359936	 948638.33803987	  99543.11403755	 134606.63320291	 -12703.84231640	             	             	             	   0	           	           	            	             	          	    	               	               	               	               	 0.09877831
HSC_421             	m	 3.22611625	    13	   11	 51.37428572	-9.004e+00	   5.46089831	   9.35530500	   9.35530500	 0.15388563	 0.04639826	 0.10971896	 0.03308151	  0.43218485	 0.01634373	 0.00492782	  2097.47360758	  2146.15670977	   2197.15341544	  -6799.64686231	   1656.00457264	   -318.44931187	 -45.98290638	   4.95078120	   1.23769530	   1	 9.71991253	 0.30057023	  5.18542179	   9.04270939	 0.000e+00	  10	    60.55388288	    14.97973161	    96.79300746	     8.46464581	 0.15844746
HSC_422             	m	 3.15560506	    14	   11	 51.40600428	 1.978e+01	   7.53780526	  12.80684795	  12.80684795	 0.13161225	 0.03968259	 0.15141155	 0.04565230	  0.28761689	 0.02070723	 0.00624346	  3437.12807657	  3550.91475028	   3672.49322481	  -6034.52639796	   2611.61008046	   1217.06648642	             	             	             	   0	 9.82481337	 0.25889757	  7.53780526	  12.85596082	 0.000e+00	  11	   117.34777872	    36.69139072	   115.52286228	    22.71173105	 0.52331480
HSC_423             	m	 4.89614156	    36	   22	 51.62398595	 1.313e+01	  71.48846275	 118.18681514	 118.18681514	 0.37140973	 0.07918482	 0.49432941	 0.10539139	  0.23519231	 0.12669701	 0.02701189	  3362.38962957	  3462.15402258	   3568.01959694	  -6026.80532227	   2643.17870916	    802.07309921	-330.41407189	   2.77248660	   1.23989370	   1	 9.51337719	 0.15556650	 32.60854303	  67.67730120	 0.000e+00	  10	    44.55503916	    15.01426824	   129.58309787	    22.62655634	 0.97655988
HSC_425             	m	 4.67174829	    18	   15	 51.81485992	 1.064e+01	   9.16626896	  14.28444362	  14.28444362	 0.18470217	 0.04768989	 0.14181255	 0.03661584	  0.29486110	 0.02084301	 0.00538164	  2934.86212688	  3072.17164655	   3222.96002209	  -6253.92748291	   2373.28720260	    583.07311694	             	             	             	   0	 9.66170788	 0.30570209	  5.75804073	  10.54773405	 0.000e+00	  10	    76.82828074	    21.51392348	   142.70306362	    25.23011473	 0.00861497
HSC_426             	o	 6.05202880	    41	   38	 51.85244879	-1.277e+00	   6.46938216	  13.76425467	  16.47776805	 0.12778625	 0.02072967	 0.13745869	 0.02229874	  0.94796333	 0.03346907	 0.00542940	  1011.06807955	  1015.57846613	   1020.12927480	  -7494.87701951	    798.47498648	     -3.43817017	   8.70242217	  26.03185717	  10.62746119	   6	 7.56452942	 1.80949438	  1.86440140	   5.68069629	 1.000e+00	  16	    80.01826599	     0.79508917	   201.84333784	    15.19147480	 0.99592459
