#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T03:04:47 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T03:04:47	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/AJ/153/114/table5&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51530114
#Name: J/AJ/153/114
#Title: GCs in 27 nearby ETGs from the SLUGGS survey (Forbes+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/aj/153/114	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/153/114	    IVOID of underlying data collection
#INFO	creator=Forbes D.A.	    First author or institution
#INFO	cites=bibcode:2017AJ....153..114F	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2017	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/153/114	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51530114	    Dataset identifier that can be used for citation
#INFO	publication_date=2019-09-03	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_153_114_table5:
#Name: J/AJ/153/114/table5
#Title: Globular Cluster Radial Velocities (from Erratum, 2017, AJ, 154, 80)
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Star	(a14)	Object identifier	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	HRV	(I4)	[-379/2777]? Heliocentric radial velocity (1)	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	e_HRV	(I3)	[2/194]? Uncertainty in HRV (1)	[ucd=stat.error]
#Column	Rgal	(F6.2)	[0.02/173]? Galactocentric radius (not in table 2)	[ucd=phys.angSize;pos.galactocentric]
#Column	SimbadName	(f)	Simbad column added by the CDS	[ucd=meta.id]
recno	Star	RAJ2000	DEJ2000	HRV	e_HRV	Rgal	SimbadName
    1051	NGC3377_S80   	161.905479	+13.923706	 667	  9	  3.93	[FAB2017] NGC3377 S80
    1052	NGC3377_S81   	161.956821	+14.057751	 816	 17	  4.66	[FAB2017] NGC3377 S81
    1053	NGC3377_S82   	161.909704	+13.885048	 748	 13	  6.13	[FAB2017] NGC3377 S82
    1054	NGC3377_S83   	161.938388	+14.024284	 650	 14	  2.41	[FAB2017] NGC3377 S83
    1055	NGC3377_S84   	161.923237	+13.970018	 716	 14	  0.97	[FAB2017] NGC3377 S84
    1056	NGC3377_S85   	161.956721	+14.012794	 614	  6	  2.39	[FAB2017] NGC3377 S85
    1057	NGC3377_S86   	161.936117	+14.046176	 566	 20	  3.66	[FAB2017] NGC3377 S86
    1058	NGC3377_S87   	161.945279	+13.869160	 599	  7	  7.09	[FAB2017] NGC3377 S87
    1059	NGC3377_S88   	161.931750	+13.921826	 868	 20	  3.86	[FAB2017] NGC3377 S88
    1060	NGC3377_S89   	161.897192	+14.065139	 756	 39	  5.05	[FAB2017] NGC3377 S89
    1061	NGC3377_S90   	161.945338	+14.006430	 803	 18	  1.65	[FAB2017] NGC3377 S90
    1062	NGC3377_S91   	161.912804	+13.973972	 763	  8	  1.07	[FAB2017] NGC3377 S91
    1063	NGC3377_S92   	161.933971	+13.991306	 572	 13	  0.55	[FAB2017] NGC3377 S92
    1064	NGC3377_S93   	161.917000	+13.975722	 740	  6	  0.82	[FAB2017] NGC3377 S93
    1065	NGC3377_S94   	161.935137	+13.992417	 455	 12	  0.64	[FAB2017] NGC3377 S94
    1066	NGC3377_S95   	161.934583	+13.986500	 640	 10	  0.48	[FAB2017] NGC3377 S95
    1067	NGC3377_S96   	161.937362	+13.996861	 641	 24	  0.92	[FAB2017] NGC3377 S96
    1068	NGC3377_S97   	161.911721	+13.988889	 757	 26	  0.87	[FAB2017] NGC3377 S97
    1069	NGC3377_S98   	161.931779	+13.972750	 823	  7	  0.85	[FAB2017] NGC3377 S98
    1070	NGC3377_S99   	161.921221	+13.987333	1018	  8	  0.31	[FAB2017] NGC3377 S99
    1071	NGC3377_S100  	161.920612	+13.974000	 657	 25	  0.79	[FAB2017] NGC3377 S100
    1072	NGC3377_S101  	161.928808	+13.978691	 375	 30	  0.46	[FAB2017] NGC3377 S101
    1073	NGC3377_S102  	161.913000	+13.985750	 710	  6	  0.78	[FAB2017] NGC3377 S102
    1074	NGC3377_S103  	161.930500	+14.005000	 709	  8	  1.17	[FAB2017] NGC3377 S103
    1075	NGC3377_S104  	161.930863	+13.998889	 803	 10	  0.82	[FAB2017] NGC3377 S104
    1076	NGC3377_S105  	161.939279	+13.970111	 584	 17	  1.21	[FAB2017] NGC3377 S105
    1077	NGC3377_S106  	161.907583	+13.980528	 689	  5	  1.14	[FAB2017] NGC3377 S106
    1078	NGC3377_S107  	161.922804	+13.990833	 892	  6	  0.36	[FAB2017] NGC3377 S107
    1079	NGC3377_S108  	161.916196	+13.980528	 599	  5	  0.68	[FAB2017] NGC3377 S108
    1080	NGC3377_S109  	161.920800	+13.968256	 686	  6	  1.11	[FAB2017] NGC3377 S109
    1081	NGC3377_S110  	161.931583	+13.968750	 735	  5	  1.07	[FAB2017] NGC3377 S110
    1082	NGC3377_S111  	161.909446	+13.976083	 772	  6	  1.15	[FAB2017] NGC3377 S111
    1083	NGC3377_S112  	161.933250	+14.004750	 545	 11	  1.20	[FAB2017] NGC3377 S112
    1084	NGC3377_S113  	161.939029	+13.969972	 659	 14	  1.21	[FAB2017] NGC3377 S113
    1085	NGC3377_S114  	161.935721	+13.998889	 650	 12	  0.95	[FAB2017] NGC3377 S114
    1086	NGC3377_S115  	161.932083	+14.005444	 780	  5	  1.22	[FAB2017] NGC3377 S115
    1087	NGC3377_S116  	161.926500	+13.993250	 610	  5	  0.44	[FAB2017] NGC3377 S116
    1088	NGC3377_S117  	161.921250	+13.981278	 762	  5	  0.41	[FAB2017] NGC3377 S117
    1089	NGC3377_S118  	161.919750	+13.985583	 753	  5	  0.39	[FAB2017] NGC3377 S118
    1090	NGC3377_S119  	161.919304	+13.998111	 640	  6	  0.84	[FAB2017] NGC3377 S119
    1091	NGC3377_S120  	161.910083	+13.983861	 749	  7	  0.96	[FAB2017] NGC3377 S120
    1092	NGC3377_S121  	161.924917	+13.996167	 663	  7	  0.62	[FAB2017] NGC3377 S121
    1093	NGC3377_S122  	161.913083	+13.977306	 692	 13	  0.93	[FAB2017] NGC3377 S122
    1094	NGC3377_S123  	161.840233	+13.978151	 736	 30	  5.04	[FAB2017] NGC3377 S123
    1095	NGC3377_S124  	161.854667	+13.978368	 626	 13	  4.20	[FAB2017] NGC3377 S124
    1096	NGC3377_S125  	162.006787	+13.907242	 590	 18	  6.65	[FAB2017] NGC3377 S125
    1097	NGC3377_S126  	161.971029	+13.992781	 626	  8	  2.63	[FAB2017] NGC3377 S126
    1098	NGC3607_S1    	169.217229	+18.003300	 958	 14	  2.97	[FAB2017] NGC3607 S1
    1099	NGC3607_S2    	169.231425	+18.022400	 924	  9	  1.77	[FAB2017] NGC3607 S2
    1100	NGC3607_S3    	169.298829	+18.025774	1255	 13	  4.35	[FAB2017] NGC3607 S3
    1101	NGC3607_S4    	169.268788	+18.026516	 910	 12	  2.79	[FAB2017] NGC3607 S4
    1102	NGC3607_S5    	169.247763	+18.029331	 904	  5	  1.77	[FAB2017] NGC3607 S5
    1103	NGC3607_S6    	169.239792	+18.027800	 825	 15	  1.60	[FAB2017] NGC3607 S6
    1104	NGC3607_S7    	169.201883	+18.032566	 961	 17	  1.87	[FAB2017] NGC3607 S7
    1105	NGC3607_S8    	169.251525	+18.034105	 732	 13	  1.72	[FAB2017] NGC3607 S8
    1106	NGC3607_S9    	169.208850	+18.035141	 950	  4	  1.46	[FAB2017] NGC3607 S9
    1107	NGC3607_S10   	169.230150	+18.037170	 924	 15	  0.89	[FAB2017] NGC3607 S10
    1108	NGC3607_S11   	169.199067	+18.037264	1136	 15	  1.85	[FAB2017] NGC3607 S11
    1109	NGC3607_S12   	169.159492	+18.033494	1052	 12	  4.04	[FAB2017] NGC3607 S12
    1110	NGC3607_S13   	169.236067	+18.038172	 792	 13	  0.95	[FAB2017] NGC3607 S13
    1111	NGC3607_S14   	169.099217	+18.039568	1048	 15	  7.36	[FAB2017] NGC3607 S14
    1112	NGC3607_S15   	169.207533	+18.043100	 764	 17	  1.26	[FAB2017] NGC3607 S15
    1113	NGC3607_S16   	169.213671	+18.044300	1060	 14	  0.92	[FAB2017] NGC3607 S16
    1114	NGC3607_S17   	169.237692	+18.047800	 920	 12	  0.62	[FAB2017] NGC3607 S17
    1115	NGC3607_S18   	169.238979	+18.049000	1092	 13	  0.67	[FAB2017] NGC3607 S18
    1116	NGC3607_S19   	169.184475	+18.049648	 966	 13	  2.47	[FAB2017] NGC3607 S19
    1117	NGC3607_S20   	169.194458	+18.052082	 974	 14	  1.89	[FAB2017] NGC3607 S20
    1118	NGC3607_S21   	169.240721	+18.054500	 598	  9	  0.76	[FAB2017] NGC3607 S21
    1119	NGC3607_S22   	169.220738	+18.047815	1303	 19	  0.46	[FAB2017] NGC3607 S22
    1120	NGC3607_S23   	169.242683	+18.055283	 840	  9	  0.88	[FAB2017] NGC3607 S23
    1121	NGC3607_S24   	169.265371	+18.060005	1027	 11	  2.21	[FAB2017] NGC3607 S24
    1122	NGC3607_S25   	169.232196	+18.058500	 987	 13	  0.48	[FAB2017] NGC3607 S25
    1123	NGC3607_S26   	169.271792	+18.065065	1025	 12	  2.64	[FAB2017] NGC3607 S26
    1124	NGC3607_S27   	169.186392	+18.065200	 848	 16	  2.49	[FAB2017] NGC3607 S27
    1125	NGC3607_S28   	169.219979	+18.068300	 835	  6	  1.09	[FAB2017] NGC3607 S28
    1126	NGC3607_S29   	169.237104	+18.074398	 958	 16	  1.46	[FAB2017] NGC3607 S29
    1127	NGC3607_S30   	169.213671	+18.076300	1012	 12	  1.68	[FAB2017] NGC3607 S30
    1128	NGC3607_S31   	169.308429	+18.075178	 949	 14	  4.82	[FAB2017] NGC3607 S31
    1129	NGC3607_S32   	169.303350	+18.082405	1318	 11	  4.69	[FAB2017] NGC3607 S32
    1130	NGC3607_S33   	169.229092	+18.086800	 815	  9	  2.10	[FAB2017] NGC3607 S33
    1131	NGC3607_S34   	169.212542	+18.087000	 985	  7	  2.28	[FAB2017] NGC3607 S34
    1132	NGC3607_S35   	169.245171	+18.095700	1089	 14	  2.82	[FAB2017] NGC3607 S35
    1133	NGC3607_S36   	169.160442	+18.106018	 694	  9	  5.03	[FAB2017] NGC3607 S36
    1134	NGC3607_S37   	169.106842	+18.140724	1138	 18	  8.72	[FAB2017] NGC3607 S37
    1135	NGC3607_S38   	169.184189	+18.164358	 807	  9	  7.20	[FAB2017] NGC3607 S38
    1136	NGC3607_S39   	169.376407	+18.206726	1106	 14	 12.59	[FAB2017] NGC3607 S39
    1137	NGC3608_S1    	169.231942	+18.129700	1039	 13	  1.38	[FAB2017] NGC3608 S1
    1138	NGC3608_S2    	169.246717	+18.131090	1293	 13	  1.06	[FAB2017] NGC3608 S2
    1139	NGC3608_S3    	169.261129	+18.135875	1091	  6	  1.17	[FAB2017] NGC3608 S3
    1140	NGC3608_S4    	169.203088	+18.135864	1160	 10	  2.54	[FAB2017] NGC3608 S4
    1141	NGC3608_S5    	169.227192	+18.138500	1272	  8	  1.22	[FAB2017] NGC3608 S5
    1142	NGC3608_S6    	169.298158	+18.138886	1242	 15	  3.05	[FAB2017] NGC3608 S6
    1143	NGC3608_S7    	169.245833	+18.146111	1176	 29	  0.15	[FAB2017] NGC3608 S7
    1144	NGC3608_S8    	169.269692	+18.139126	1458	  9	  1.49	[FAB2017] NGC3608 S8
    1145	NGC3608_S9    	169.263733	+18.142671	1141	 15	  1.09	[FAB2017] NGC3608 S9
    1146	NGC3608_S10   	169.224058	+18.145254	1493	 14	  1.25	[FAB2017] NGC3608 S10
    1147	NGC3608_S11   	169.241266	+18.144310	1203	 12	  0.36	[FAB2017] NGC3608 S11
    1148	NGC3608_S12   	169.275825	+18.151506	1467	 19	  1.73	[FAB2017] NGC3608 S12
    1149	NGC3608_S13   	169.298200	+18.149405	1061	 12	  3.00	[FAB2017] NGC3608 S13
    1150	NGC3608_S14   	169.222383	+18.155500	 957	 15	  1.39	[FAB2017] NGC3608 S14
    1151	NGC3608_S15   	169.243342	+18.156600	1335	 12	  0.49	[FAB2017] NGC3608 S15
    1152	NGC3608_S16   	169.229208	+18.167700	1229	 17	  1.48	[FAB2017] NGC3608 S16
    1153	NGC3608_S17   	169.324208	+18.163569	1268	  9	  4.57	[FAB2017] NGC3608 S17
    1154	NGC3608_S18   	169.260221	+18.165211	1283	 12	  1.29	[FAB2017] NGC3608 S18
    1155	NGC3608_S19   	169.273496	+18.165411	1038	 13	  1.88	[FAB2017] NGC3608 S19
    1156	NGC3608_S20   	169.292936	+18.166916	1176	  7	  2.91	[FAB2017] NGC3608 S20
    1157	NGC3608_S21   	169.229207	+18.167725	1233	 14	  1.48	[FAB2017] NGC3608 S21
    1158	NGC3608_S22   	169.252583	+18.168700	1247	 19	  1.26	[FAB2017] NGC3608 S22
    1159	NGC3608_S23   	169.320831	+18.169830	1383	  7	  4.47	[FAB2017] NGC3608 S23
    1160	NGC3608_S24   	169.337812	+18.171459	1294	 11	  5.43	[FAB2017] NGC3608 S24
    1161	NGC3608_S25   	169.220495	+18.173113	1118	 17	  2.05	[FAB2017] NGC3608 S25
    1162	NGC3608_S26   	169.259806	+18.179447	1385	  8	  2.01	[FAB2017] NGC3608 S26
    1163	NGC3608_S27   	169.217304	+18.109472	1281	 23	  2.85	[FAB2017] NGC3608 S27
    1164	NGC3608_S28   	169.237946	+18.138157	1031	 26	  0.77	[FAB2017] NGC3608 S28
    1165	NGC3608_S29   	169.271321	+18.159868	 808	 22	  1.61	[FAB2017] NGC3608 S29
    1166	NGC4111_S1    	181.761458	+43.063572	 770	 49	  0.13	[FAB2017] NGC4111 S1
    1167	NGC4111_S2    	181.769792	+43.057528	 910	 39	  0.56	[FAB2017] NGC4111 S2
    1168	NGC4111_S3    	181.767642	+43.062578	 862	 23	  0.26	[FAB2017] NGC4111 S3
    1169	NGC4111_S4    	181.756271	+43.095958	 910	  8	  1.86	[FAB2017] NGC4111 S4
    1170	NGC4111_S5    	181.772050	+43.051336	 838	 12	  0.93	[FAB2017] NGC4111 S5
    1171	NGC4111_S6    	181.744579	+43.084222	 654	 16	  1.39	[FAB2017] NGC4111 S6
    1172	NGC4111_S7    	181.757329	+43.074542	 766	 28	  0.60	[FAB2017] NGC4111 S7
    1173	NGC4111_S8    	181.739129	+43.100303	 990	 10	  2.34	[FAB2017] NGC4111 S8
    1174	NGC4111_S9    	181.761500	+43.067389	 583	 16	  0.14	[FAB2017] NGC4111 S9
    1175	NGC4111_S10   	181.764146	+43.064267	1018	  8	  0.08	[FAB2017] NGC4111 S10
    1176	NGC4111_S11   	181.763004	+43.065650	 784	  9	  0.02	[FAB2017] NGC4111 S11
    1177	NGC4111_S12   	181.758917	+43.062767	 793	 15	  0.24	[FAB2017] NGC4111 S12
    1178	NGC4111_S13   	181.763567	+43.070222	 684	 15	  0.29	[FAB2017] NGC4111 S13
    1179	NGC4111_S14   	181.771358	+43.057692	 947	 20	  0.59	[FAB2017] NGC4111 S14
    1180	NGC4111_S15   	181.772621	+43.055317	1001	 32	  0.74	[FAB2017] NGC4111 S15
    1181	NGC4278_S1    	185.079334	+29.258192	 307	 10	  2.99	[FAB2017] NGC4278 S1
    1182	NGC4278_S2    	185.018457	+29.295004	 668	 13	  1.00	[FAB2017] NGC4278 S2
    1183	NGC4278_S3    	185.038466	+29.276498	1225	  8	  0.58	[FAB2017] NGC4278 S3
    1184	NGC4278_S4    	185.001351	+29.315286	 394	 11	  2.51	[FAB2017] NGC4278 S4
    1185	NGC4278_S5    	185.032302	+29.289058	 235	  8	  0.54	[FAB2017] NGC4278 S5
    1186	NGC4278_S6    	184.977735	+29.315364	 328	 18	  3.37	[FAB2017] NGC4278 S6
    1187	NGC4278_S7    	185.018868	+29.270138	 569	 10	  0.81	[FAB2017] NGC4278 S7
    1188	NGC4278_S8    	185.022653	+29.247073	 714	 28	  2.04	[FAB2017] NGC4278 S8
    1189	NGC4278_S9    	185.067522	+29.239021	 638	  7	  3.23	[FAB2017] NGC4278 S9
    1190	NGC4278_S10   	185.012504	+29.307589	 867	  5	  1.81	[FAB2017] NGC4278 S10
    1191	NGC4278_S11   	185.011329	+29.259032	 639	 20	  1.58	[FAB2017] NGC4278 S11
    1192	NGC4278_S12   	185.037704	+29.259074	 208	 16	  1.39	[FAB2017] NGC4278 S12
    1193	NGC4278_S13   	184.977315	+29.272538	 769	  8	  2.72	[FAB2017] NGC4278 S13
    1194	NGC4278_S14   	184.984442	+29.299626	 234	 11	  2.57	[FAB2017] NGC4278 S14
    1195	NGC4278_S15   	185.019138	+29.271007	1019	  8	  0.76	[FAB2017] NGC4278 S15
    1196	NGC4278_S16   	185.032172	+29.327929	 439	 20	  2.84	[FAB2017] NGC4278 S16
    1197	NGC4278_S17   	185.048193	+29.298482	 697	 10	  1.48	[FAB2017] NGC4278 S17
    1198	NGC4278_S18   	185.000362	+29.278648	 643	 21	  1.47	[FAB2017] NGC4278 S18
    1199	NGC4278_S19   	185.008230	+29.264607	 432	  8	  1.43	[FAB2017] NGC4278 S19
    1200	NGC4278_S20   	185.018605	+29.303177	 470	 13	  1.44	[FAB2017] NGC4278 S20
    1201	NGC4278_S21   	185.073641	+29.278032	 726	  9	  2.37	[FAB2017] NGC4278 S21
    1202	NGC4278_S22   	185.033001	+29.288592	 479	  9	  0.53	[FAB2017] NGC4278 S22
    1203	NGC4278_S23   	184.993125	+29.336985	 563	  9	  3.85	[FAB2017] NGC4278 S23
    1204	NGC4278_S24   	184.996722	+29.284689	 489	  8	  1.68	[FAB2017] NGC4278 S24
    1205	NGC4278_S25   	185.001775	+29.327591	 297	  8	  3.14	[FAB2017] NGC4278 S25
    1206	NGC4278_S26   	185.005563	+29.331285	 305	 18	  3.26	[FAB2017] NGC4278 S26
    1207	NGC4278_S27   	185.040718	+29.336292	 669	  9	  3.39	[FAB2017] NGC4278 S27
    1208	NGC4278_S28   	184.992112	+29.301602	 578	  9	  2.28	[FAB2017] NGC4278 S28
    1209	NGC4278_S29   	185.018514	+29.283357	 608	 10	  0.54	[FAB2017] NGC4278 S29
    1210	NGC4278_S30   	184.988793	+29.259452	 692	 12	  2.44	[FAB2017] NGC4278 S30
    1211	NGC4278_S31   	185.054112	+29.282124	 474	 13	  1.35	[FAB2017] NGC4278 S31
    1212	NGC4278_S32   	185.040426	+29.272598	 384	  8	  0.80	[FAB2017] NGC4278 S32
    1213	NGC4278_S33   	185.020581	+29.322868	 624	  8	  2.56	[FAB2017] NGC4278 S33
    1214	NGC4278_S34   	185.088111	+29.275690	 429	 15	  3.14	[FAB2017] NGC4278 S34
    1215	NGC4278_S35   	185.094738	+29.280882	 523	  5	  3.47	[FAB2017] NGC4278 S35
    1216	NGC4278_S36   	185.019618	+29.289634	 711	  8	  0.70	[FAB2017] NGC4278 S36
    1217	NGC4278_S37   	185.018294	+29.246907	 881	  8	  2.10	[FAB2017] NGC4278 S37
    1218	NGC4278_S38   	185.080347	+29.253007	 798	 10	  3.19	[FAB2017] NGC4278 S38
    1219	NGC4278_S39   	184.993805	+29.335276	 671	 15	  3.74	[FAB2017] NGC4278 S39
    1220	NGC4278_S40   	185.008743	+29.246372	 648	 18	  2.31	[FAB2017] NGC4278 S40
    1221	NGC4278_S41   	185.021782	+29.266642	 695	  7	  0.92	[FAB2017] NGC4278 S41
    1222	NGC4278_S42   	185.067390	+29.301313	 868	 23	  2.38	[FAB2017] NGC4278 S42
    1223	NGC4278_S43   	184.990586	+29.282833	 673	  8	  1.98	[FAB2017] NGC4278 S43
    1224	NGC4278_S44   	185.012378	+29.304133	 555	  4	  1.64	[FAB2017] NGC4278 S44
    1225	NGC4278_S45   	185.040910	+29.296864	 733	 11	  1.17	[FAB2017] NGC4278 S45
    1226	NGC4278_S46   	185.007915	+29.274077	1015	 27	  1.15	[FAB2017] NGC4278 S46
    1227	NGC4278_S47   	185.071929	+29.247232	 692	  5	  3.04	[FAB2017] NGC4278 S47
    1228	NGC4278_S48   	185.014694	+29.296225	 912	 21	  1.17	[FAB2017] NGC4278 S48
    1229	NGC4278_S49   	185.001631	+29.296271	 775	  7	  1.68	[FAB2017] NGC4278 S49
    1230	NGC4278_S50   	184.990018	+29.314380	 625	 12	  2.85	[FAB2017] NGC4278 S50
    1231	NGC4278_S51   	185.020294	+29.268438	 467	  6	  0.85	[FAB2017] NGC4278 S51
    1232	NGC4278_S52   	185.033520	+29.279987	 845	 13	  0.27	[FAB2017] NGC4278 S52
    1233	NGC4278_S53   	185.049034	+29.254155	 495	  6	  1.93	[FAB2017] NGC4278 S53
    1234	NGC4278_S54   	185.075409	+29.265384	 782	 29	  2.63	[FAB2017] NGC4278 S54
    1235	NGC4278_S55   	185.010362	+29.273563	 606	 11	  1.04	[FAB2017] NGC4278 S55
    1236	NGC4278_S56   	184.973233	+29.267754	 695	  7	  2.99	[FAB2017] NGC4278 S56
    1237	NGC4278_S57   	185.013748	+29.279891	 364	  9	  0.77	[FAB2017] NGC4278 S57
    1238	NGC4278_S58   	185.051599	+29.248614	 832	 14	  2.28	[FAB2017] NGC4278 S58
    1239	NGC4278_S59   	185.018286	+29.273681	 490	  5	  0.68	[FAB2017] NGC4278 S59
    1240	NGC4278_S60   	184.993242	+29.273712	 677	  7	  1.89	[FAB2017] NGC4278 S60
    1241	NGC4278_S61   	185.040327	+29.337895	 550	  7	  3.48	[FAB2017] NGC4278 S61
    1242	NGC4278_S62   	185.044805	+29.299920	 837	 17	  1.43	[FAB2017] NGC4278 S62
    1243	NGC4278_S63   	185.015570	+29.312794	 825	 17	  2.04	[FAB2017] NGC4278 S63
    1244	NGC4278_S64   	185.050365	+29.300160	 773	  8	  1.63	[FAB2017] NGC4278 S64
    1245	NGC4278_S65   	185.027438	+29.329398	 556	  5	  2.92	[FAB2017] NGC4278 S65
    1246	NGC4278_S66   	185.034742	+29.278695	 994	  6	  0.35	[FAB2017] NGC4278 S66
    1247	NGC4278_S67   	185.042322	+29.264185	 867	 32	  1.23	[FAB2017] NGC4278 S67
    1248	NGC4278_S68   	185.050455	+29.286401	 591	 13	  1.20	[FAB2017] NGC4278 S68
    1249	NGC4278_S69   	185.056752	+29.246045	 800	 24	  2.56	[FAB2017] NGC4278 S69
    1250	NGC4278_S70   	185.060224	+29.244707	 526	 16	  2.73	[FAB2017] NGC4278 S70
    1251	NGC4278_S71   	185.029651	+29.304554	 617	 13	  1.43	[FAB2017] NGC4278 S71
    1252	NGC4278_S72   	185.013691	+29.263207	 597	  5	  1.31	[FAB2017] NGC4278 S72
    1253	NGC4278_S73   	185.069186	+29.297593	 830	 16	  2.36	[FAB2017] NGC4278 S73
    1254	NGC4278_S74   	184.985567	+29.318991	 852	 18	  3.21	[FAB2017] NGC4278 S74
    1255	NGC4278_S75   	185.007713	+29.299611	 568	 12	  1.57	[FAB2017] NGC4278 S75
    1256	NGC4278_S76   	185.006453	+29.281597	 788	 17	  1.15	[FAB2017] NGC4278 S76
    1257	NGC4278_S77   	185.023201	+29.291916	 373	 42	  0.72	[FAB2017] NGC4278 S77
    1258	NGC4278_S78   	185.036859	+29.291440	 886	  4	  0.78	[FAB2017] NGC4278 S78
    1259	NGC4278_S79   	185.057601	+29.264881	 733	 19	  1.80	[FAB2017] NGC4278 S79
    1260	NGC4278_S80   	185.044178	+29.276837	 465	 11	  0.86	[FAB2017] NGC4278 S80
    1261	NGC4278_S81   	185.040730	+29.280266	 714	 11	  0.64	[FAB2017] NGC4278 S81
    1262	NGC4278_S82   	184.996301	+29.253113	 857	 15	  2.36	[FAB2017] NGC4278 S82
    1263	NGC4278_S83   	185.029835	+29.316042	 245	 10	  2.12	[FAB2017] NGC4278 S83
    1264	NGC4278_S84   	185.067958	+29.237980	 606	 14	  3.30	[FAB2017] NGC4278 S84
    1265	NGC4278_S85   	185.043879	+29.246326	 310	  7	  2.22	[FAB2017] NGC4278 S85
    1266	NGC4278_S86   	185.001151	+29.303459	 462	  9	  1.97	[FAB2017] NGC4278 S86
    1267	NGC4278_S87   	184.991523	+29.265933	 749	 14	  2.13	[FAB2017] NGC4278 S87
    1268	NGC4278_S88   	185.051793	+29.242347	 643	 38	  2.61	[FAB2017] NGC4278 S88
    1269	NGC4278_S89   	185.066034	+29.251601	 755	  9	  2.63	[FAB2017] NGC4278 S89
    1270	NGC4278_S90   	185.040629	+29.257788	 562	 20	  1.52	[FAB2017] NGC4278 S90
    1271	NGC4278_S91   	185.046853	+29.250870	 481	  6	  2.04	[FAB2017] NGC4278 S91
    1272	NGC4278_S92   	184.970073	+29.262315	 721	  7	  3.25	[FAB2017] NGC4278 S92
    1273	NGC4278_S93   	185.050167	+29.265993	 642	 15	  1.44	[FAB2017] NGC4278 S93
    1274	NGC4278_S94   	185.032169	+29.265245	 658	 12	  0.95	[FAB2017] NGC4278 S94
    1275	NGC4278_S95   	185.023886	+29.294949	 406	 10	  0.88	[FAB2017] NGC4278 S95
    1276	NGC4278_S96   	185.023757	+29.280609	 614	  6	  0.24	[FAB2017] NGC4278 S96
    1277	NGC4278_S97   	185.051721	+29.253616	 712	  9	  2.03	[FAB2017] NGC4278 S97
    1278	NGC4278_S98   	184.993589	+29.265519	1067	 19	  2.04	[FAB2017] NGC4278 S98
    1279	NGC4278_S99   	185.015513	+29.251385	 574	  8	  1.89	[FAB2017] NGC4278 S99
    1280	NGC4278_S100  	185.020086	+29.284578	 973	 13	  0.49	[FAB2017] NGC4278 S100
    1281	NGC4278_S101  	184.987155	+29.293204	 633	 10	  2.29	[FAB2017] NGC4278 S101
    1282	NGC4278_S102  	185.047616	+29.267636	 630	 15	  1.28	[FAB2017] NGC4278 S102
    1283	NGC4278_S103  	185.027678	+29.267672	 724	 15	  0.79	[FAB2017] NGC4278 S103
    1284	NGC4278_S104  	185.019566	+29.268752	 564	 11	  0.86	[FAB2017] NGC4278 S104
    1285	NGC4278_S105  	185.004533	+29.289942	 839	 18	  1.37	[FAB2017] NGC4278 S105
    1286	NGC4278_S106  	185.021833	+29.327793	 843	 20	  2.84	[FAB2017] NGC4278 S106
    1287	NGC4278_S107  	185.042156	+29.273789	 537	 15	  0.83	[FAB2017] NGC4278 S107
    1288	NGC4278_S108  	185.008736	+29.324657	 649	 16	  2.83	[FAB2017] NGC4278 S108
    1289	NGC4278_S109  	185.005501	+29.300882	 607	  8	  1.70	[FAB2017] NGC4278 S109
    1290	NGC4278_S110  	185.033642	+29.316535	 662	 17	  2.16	[FAB2017] NGC4278 S110
    1291	NGC4278_S111  	185.065921	+29.299564	 415	 13	  2.26	[FAB2017] NGC4278 S111
    1292	NGC4278_S112  	184.974301	+29.297954	 656	 14	  3.02	[FAB2017] NGC4278 S112
    1293	NGC4278_S113  	184.985743	+29.296487	 515	 15	  2.43	[FAB2017] NGC4278 S113
    1294	NGC4278_S114  	185.063574	+29.303787	 397	 21	  2.30	[FAB2017] NGC4278 S114
