#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T11:47:57 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T11:47:57	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/ApJ/834/57/table1&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18340057
#Name: J/ApJ/834/57
#Title: Milky Way molecular clouds from ^12^CO (Miville-Deschenes+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/apj/834/57	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/834/57	    IVOID of underlying data collection
#INFO	creator=Miville-Deschenes M.-A.	    First author or institution
#INFO	cites=bibcode:2017ApJ...834...57M	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2017	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/834/57	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18340057	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-08-29	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	G:	galactic
#Table	J_ApJ_834_57_table1:
#Name: J/ApJ/834/57/table1
#Title: The molecular clouds catalog
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Cloud	(I4)	[1/8107] Cloud number	[ucd=meta.id;meta.main]
#Column	Ncomp	(I3)	[5/600] Number of Gaussian components	[ucd=meta.number]
#Column	Npix	(I3)	[5/444] Number of pixels on the sky	[ucd=meta.number]
#Column	Area	(D12.5)	[0.07/7] Angular area	[ucd=phys.angArea]
#Column	GLON	(F10.6)	[-179/180] Baricentric Galactic longitude	[ucd=pos.galactic.lon]
#Column	Sigb	(D12.5)	[0.1/1.5] Standard deviation in GLON ({sigma}_l_)	[ucd=phys.angSize;src]
#Column	GLAT	(F10.6)	[-5.2/5] Baricentric Galactic latitude	[ucd=pos.galactic.lat]
#Column	Sigl	(D12.5)	[0.1/1.2] Standard deviation in GLAT ({sigma}_b_)	[ucd=phys.angSize]
#Column	theta	(D12.5)	? Angle with respect to b=0	[ucd=pos.posAng]
#Column	WCO	(D12.5)	[2/13929] Integrated CO emission	[ucd=phot.flux]
#Column	NH2	(D12.5)	Average column density	[ucd=meta.number]
#Column	Sigma	(D12.5)	[1.8/739] Surface density	[ucd=phot.flux.density.sb]
#Column	Vcent	(D12.5)	[-188/185] Centroid velocity	[ucd=spect.dopplerVeloc]
#Column	SigV	(D12.5)	[0.09/17] Velocity standard deviation ({sigma}_V_)	[ucd=phys.veloc.dispersion]
#Column	Rmax	(D12.5)	[0.1/3] Largest eigenvalue of the inertia matrix	[ucd=phys.angSize]
#Column	Rmin	(D12.5)	[0.1/1.5] Smallest eigenvalue of the inertia matrix	[ucd=phys.angSize;src]
#Column	Rang	(D12.5)	[0.1/1.7] Angular radius (1)	[ucd=phys.angSize]
#Column	Rgal	(D12.5)	[0.003/97] Galacto-centric radius	[ucd=phys.size.radius]
#Column	INF	(I1)	Near or far distance flag (0=near; 1=far) (2)	[ucd=meta.code]
#Column	Dnear	(D12.5)	[0.001/88.5] Near kinematic distance	[ucd=pos.distance;pos.heliocentric]
#Column	Dfar	(D12.5)	[0.01/88.5] Far kinematic distance	[ucd=pos.distance;pos.heliocentric]
#Column	znear	(D12.5)	[-2.8/1.6] Near distance to Galactic mid-plane	[ucd=pos.distance;pos.galactocentric]
#Column	zfar	(D12.5)	[-2.8/1.6] Far distance to Galactic mid-plane	[ucd=pos.distance;pos.galactocentric]
#Column	Snear	(D12.5)	[/744960] Near derived physical area	[ucd=phys.area]
#Column	Sfar	(D12.5)	[0.003/744960] Far derived physical area	[ucd=phys.area]
#Column	Rnear	(D12.5)	[0.008/470] Near derived physical size	[ucd=phys.angSize]
#Column	Rfar	(D12.5)	[0.03/470] Far derived physical size	[ucd=phys.angSize]
#Column	Mnear	(D12.5)	[0.0003/] Near derived mass	[ucd=phys.mass]
#Column	Mfar	(D12.5)	[0.01/] Far derived mass	[ucd=phys.mass]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA.icrs	(F10.6)	Right ascension (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F10.6)	Declination (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
recno	Cloud	Ncomp	Npix	Area	GLON	Sigb	GLAT	Sigl	theta	WCO	NH2	Sigma	Vcent	SigV	Rmax	Rmin	Rang	Rgal	INF	Dnear	Dfar	znear	zfar	Snear	Sfar	Rnear	Rfar	Mnear	Mfar	Simbad	_RA.icrs	_DE.icrs
     894	 894	 45	 39	 6.09375e-01	010.726660	 2.31538e-01	-00.079984	 1.97325e-01	 1.49766e+01	 3.10338e+02	 1.59148e+21	 3.47013e+01	 6.60137e+01	 7.93913e+00	 4.99528e-01	 3.47359e-01	 3.92078e-01	 3.17745e+00	1	 5.59589e+00	 1.11071e+01	-7.81172e-03	-1.55052e-02	 5.81272e+03	 2.29002e+04	 3.82936e+01	 7.60075e+01	 2.01709e+05	 7.94668e+05	Simbad	272.389873	-19.693328
     895	 895	  8	  8	 1.25000e-01	003.467412	 1.46744e-01	+00.087461	 1.25000e-01	 1.88354e+01	 2.91155e+02	 7.27887e+21	 1.58712e+02	 6.52551e+01	 1.22805e+01	 3.23467e-01	 1.98645e-01	 2.33702e-01	 1.35987e+00	1	 7.22549e+00	 9.74341e+00	 1.10296e-02	 1.48732e-02	 1.98793e+03	 3.61483e+03	 2.94720e+01	 3.97422e+01	 3.15508e+05	 5.73717e+05	Simbad	268.329774	-25.917377
     896	 896	 15	 15	 2.34375e-01	041.543430	 1.36825e-01	-00.456007	 1.38954e-01	 2.16567e+01	 2.36302e+02	 3.15069e+21	 6.86992e+01	 6.90173e+01	 4.58973e+00	 3.25295e-01	 2.15177e-01	 2.46958e-01	 5.76761e+00	0	 5.14197e+00	 7.58214e+00	-4.09236e-02	-6.03443e-02	 1.88767e+03	 4.10441e+03	 2.21632e+01	 3.26809e+01	 1.29681e+05	 2.81970e+05	Simbad	287.218078	+07.448108
     897	 897	 40	 36	 5.62500e-01	029.778350	 1.89754e-01	-00.671303	 2.54430e-01	 3.08542e+01	 6.28041e+02	 3.48912e+21	 7.60784e+01	 7.14941e+01	 5.95774e+00	 5.52217e-01	 3.13082e-01	 3.78276e-01	 5.11143e+00	0	 4.49594e+00	 1.02603e+01	-5.26753e-02	-1.20211e-01	 3.46354e+03	 1.80383e+04	 2.96834e+01	 6.77410e+01	 2.63501e+05	 1.37233e+06	Simbad	282.018497	-03.112656
     898	 898	 54	 45	 7.03125e-01	028.499680	 2.57305e-01	-00.604580	 3.13014e-01	-4.13366e+01	 5.32313e+02	 2.36584e+21	 5.15858e+01	 7.40186e+01	 5.77215e+00	 7.54872e-01	 2.94794e-01	 4.03308e-01	 4.95309e+00	0	 4.62707e+00	 1.03137e+01	-4.88235e-02	-1.08827e-01	 4.58565e+03	 2.27833e+04	 3.25708e+01	 7.26000e+01	 2.36554e+05	 1.17530e+06	Simbad	281.374447	-04.219974
     899	 899	 34	 29	 4.53125e-01	021.114770	 1.65719e-01	-00.332784	 2.35240e-01	 1.81195e+01	 3.72574e+02	 2.56947e+21	 5.60260e+01	 7.34037e+01	 4.30319e+00	 4.81597e-01	 3.15067e-01	 3.62936e-01	 4.36280e+00	0	 4.82165e+00	 1.10372e+01	-2.80049e-02	-6.41059e-02	 3.20897e+03	 1.68150e+04	 3.05428e+01	 6.99156e+01	 1.79786e+05	 9.42075e+05	Simbad	277.709827	-10.655601
     900	 900	 21	 17	 2.65625e-01	027.698520	 1.46238e-01	-00.228444	 1.80935e-01	-9.79915e-01	 4.05005e+02	 4.76476e+21	 1.03893e+02	 7.73033e+01	 6.85646e+00	 3.61934e-01	 2.92395e-01	 3.13947e-01	 4.80386e+00	0	 4.79342e+00	 1.02586e+01	-1.91118e-02	-4.09020e-02	 1.85915e+03	 8.51533e+03	 2.62654e+01	 5.62117e+01	 1.93153e+05	 8.84684e+05	Simbad	280.671706	-04.760794
     901	 901	 31	 21	 3.28125e-01	035.123360	 1.57911e-01	+00.086504	 1.35713e-01	-4.12575e+00	 4.62196e+02	 4.40187e+21	 9.59805e+01	 7.66623e+01	 6.36338e+00	 3.18744e-01	 2.67989e-01	 2.83939e-01	 5.27261e+00	0	 4.98133e+00	 8.92324e+00	 7.52068e-03	 1.34721e-02	 2.48020e+03	 7.95868e+03	 2.46861e+01	 4.42210e+01	 2.38051e+05	 7.63878e+05	Simbad	283.782107	+01.989724
     902	 902	  8	  8	 1.25000e-01	005.327219	 1.25000e-01	-00.621402	 1.25000e-01	 6.11635e+00	 1.44683e+02	 3.61708e+21	 7.88685e+01	 8.10212e+01	 1.26382e+01	 2.48763e-01	 1.25000e-01	 1.57230e-01	 1.62809e+00	1	 7.03966e+00	 9.88790e+00	-7.63472e-02	-1.07237e-01	 1.88699e+03	 3.72284e+03	 1.93182e+01	 2.71343e+01	 1.48824e+05	 2.93615e+05	Simbad	270.040792	-24.665103
     903	 903	 70	 62	 9.68750e-01	038.777400	 2.87394e-01	-00.155206	 2.21592e-01	-5.14678e-02	 8.95940e+02	 2.89013e+21	 6.30178e+01	 7.95913e+01	 5.24488e+00	 5.74789e-01	 4.43183e-01	 4.83309e-01	 5.37012e+00	0	 5.92059e+00	 7.33240e+00	-1.60380e-02	-1.98624e-02	 1.03442e+04	 1.58657e+04	 4.99434e+01	 6.18528e+01	 6.51870e+05	 9.99823e+05	Simbad	285.670808	+05.129447
     904	 904	 38	 29	 4.53125e-01	035.554850	 1.96872e-01	+00.034117	 2.02487e-01	-2.51718e+01	 4.90443e+02	 3.38237e+21	 7.37508e+01	 7.60590e+01	 5.87262e+00	 4.82201e-01	 2.94144e-01	 3.46829e-01	 5.31087e+00	0	 4.97205e+00	 8.85846e+00	 2.96063e-03	 5.27482e-03	 3.41228e+03	 1.08315e+04	 3.00977e+01	 5.36237e+01	 2.51658e+05	 7.98836e+05	Simbad	284.025775	+02.349778
     905	 905	 62	 39	 6.09375e-01	038.009720	 2.29722e-01	-00.210563	 1.95012e-01	-2.11826e+01	 9.18368e+02	 4.70958e+21	 1.02690e+02	 8.35519e+01	 5.51446e+00	 5.18225e-01	 3.07653e-01	 3.66055e-01	 5.23508e+00	0	 6.60458e+00	 6.78991e+00	-2.42719e-02	-2.49530e-02	 8.09714e+03	 8.55794e+03	 4.21964e+01	 4.33805e+01	 8.31495e+05	 8.78815e+05	Simbad	285.367492	+04.421613
     906	 906	  5	  5	 7.81250e-02	002.788495	 1.55142e-01	-00.287703	 1.25000e-01	-2.16119e+01	 9.92212e+01	 3.96885e+21	 8.65387e+01	 8.50076e+01	 1.35298e+01	 3.35505e-01	 1.25000e-01	 1.73716e-01	 8.82820e-01	1	 7.71005e+00	 9.27004e+00	-3.87149e-02	-4.65481e-02	 1.41469e+03	 2.04507e+03	 2.33763e+01	 2.81060e+01	 1.22425e+05	 1.76978e+05	Simbad	268.305734	-26.692754
     907	 907	  7	  7	 1.09375e-01	005.399526	 1.25000e-01	-00.760789	 1.25000e-01	 2.25695e+01	 1.23685e+02	 3.53387e+21	 7.70542e+01	 9.07081e+01	 1.25489e+01	 1.95794e-01	 1.25000e-01	 1.45169e-01	 1.49769e+00	1	 7.19669e+00	 9.72936e+00	-9.55568e-02	-1.29185e-01	 1.72560e+03	 3.15387e+03	 1.82341e+01	 2.46511e+01	 1.32965e+05	 2.43019e+05	Simbad	270.213441	-24.671507
     908	 908	109	 89	 1.39062e+00	020.988540	 4.06470e-01	-00.169930	 2.47018e-01	-8.15739e+00	 9.97213e+02	 2.24093e+21	 4.88623e+01	 9.27927e+01	 6.12494e+00	 8.25464e-01	 4.72812e-01	 5.69322e-01	 3.83993e+00	0	 5.59601e+00	 1.02761e+01	-1.65968e-02	-3.04773e-02	 1.32655e+04	 4.47328e+04	 5.56069e+01	 1.02113e+02	 6.48183e+05	 2.18575e+06	Simbad	277.503457	-10.692040
     909	 909	 39	 25	 3.90625e-01	027.501990	 1.25089e-01	+00.029071	 1.55330e-01	-2.34431e+00	 6.24371e+02	 4.99497e+21	 1.08913e+02	 9.64173e+01	 6.67479e+00	 3.10970e-01	 2.49793e-01	 2.68716e-01	 4.30951e+00	0	 5.76033e+00	 9.31858e+00	 2.92276e-03	 4.72819e-03	 3.94831e+03	 1.03328e+04	 2.70160e+01	 4.37042e+01	 4.30021e+05	 1.12537e+06	Simbad	280.351695	-04.817759
     910	 910	 29	 25	 3.90625e-01	024.364140	 1.25764e-01	+00.420162	 1.75720e-01	 2.10847e+01	 3.22301e+02	 2.57841e+21	 5.62209e+01	 1.00009e+02	 4.76480e+00	 3.63523e-01	 2.33726e-01	 2.70800e-01	 3.98389e+00	0	 5.85224e+00	 9.63419e+00	 4.29153e-02	 7.06488e-02	 4.07531e+03	 1.10445e+04	 2.76600e+01	 4.55349e+01	 2.29118e+05	 6.20932e+05	Simbad	278.553291	-07.425816
     911	 911	 17	 12	 1.87500e-01	031.450550	 1.39113e-01	+00.046554	 1.25000e-01	 9.32856e+00	 3.36372e+02	 5.60621e+21	 1.22240e+02	 1.01821e+02	 6.15800e+00	 2.85903e-01	 2.00200e-01	 2.25449e-01	 4.45704e+00	0	 6.80838e+00	 7.69417e+00	 5.53192e-03	 6.25164e-03	 2.64755e+03	 3.38128e+03	 2.67900e+01	 3.02754e+01	 3.23638e+05	 4.13329e+05	Simbad	282.142442	-01.297136
     912	 912	  8	  7	 1.09375e-01	024.433490	 1.25000e-01	+00.021756	 1.25000e-01	-1.86963e+01	 2.30560e+02	 6.58742e+21	 1.43635e+02	 1.03178e+02	 6.32886e+00	 2.13540e-01	 1.47049e-01	 1.66520e-01	 3.92189e+00	0	 6.00106e+00	 9.47645e+00	 2.27870e-03	 3.59836e-03	 1.19986e+03	 2.99203e+03	 1.74411e+01	 2.75417e+01	 1.72342e+05	 4.29762e+05	Simbad	278.942202	-07.547686
     913	 913	  6	  6	 9.37500e-02	001.498821	 1.25000e-01	-00.778920	 1.37406e-01	 3.11284e+01	 1.82858e+02	 6.09527e+21	 1.32904e+02	 1.07481e+02	 1.30434e+01	 3.22454e-01	 1.75181e-01	 2.14691e-01	 3.88552e-01	1	 8.17919e+00	 8.81656e+00	-1.11190e-01	-1.19855e-01	 1.91050e+03	 2.21986e+03	 3.06481e+01	 3.30364e+01	 2.53914e+05	 2.95029e+05	Simbad	268.043252	-28.052927
     914	 914	 67	 65	 1.01562e+00	022.025710	 2.79234e-01	+00.088479	 3.07132e-01	 2.35626e+01	 7.04148e+02	 2.16661e+21	 4.72418e+01	 1.07829e+02	 6.72597e+00	 6.96060e-01	 4.52445e-01	 5.22307e-01	 3.61610e+00	1	 6.17237e+00	 9.58692e+00	 9.53171e-03	 1.48046e-02	 1.17867e+04	 2.84346e+04	 5.62687e+01	 8.73966e+01	 5.56826e+05	 1.34330e+06	Simbad	277.758804	-09.653132
     915	 915	 37	 36	 5.62500e-01	005.543226	 2.95722e-01	-00.917934	 4.09708e-01	 4.86191e+01	 3.47752e+02	 1.93196e+21	 4.21253e+01	 1.12719e+02	 1.30296e+01	 9.69020e-01	 2.86787e-01	 4.30346e-01	 1.27037e+00	1	 7.49184e+00	 9.43083e+00	-1.20021e-01	-1.51085e-01	 9.61735e+03	 1.52398e+04	 5.62719e+01	 7.08359e+01	 4.05134e+05	 6.41981e+05	Simbad	270.441927	-24.624454
     916	 916	  5	  5	 7.81250e-02	001.687788	 1.99957e-01	-00.031568	 1.25000e-01	 7.07012e+00	 2.26381e+02	 9.05522e+21	 1.97444e+02	 1.13948e+02	 1.20885e+01	 4.03390e-01	 1.38015e-01	 1.97329e-01	 4.12317e-01	1	 8.16870e+00	 8.82392e+00	-4.50065e-03	-4.86165e-03	 1.58801e+03	 1.85298e+03	 2.81335e+01	 3.03901e+01	 3.13543e+05	 3.65860e+05	Simbad	267.426765	-27.508179
     917	 917	  5	  5	 7.81250e-02	002.224017	 1.71884e-01	-00.206779	 1.25000e-01	 2.93920e+00	 1.94946e+02	 7.79784e+21	 1.70028e+02	 1.22705e+02	 7.49281e+00	 3.44281e-01	 1.25000e-01	 1.75218e-01	 5.02357e-01	1	 8.11476e+00	 8.87254e+00	-2.92859e-02	-3.20207e-02	 1.56710e+03	 1.87345e+03	 2.48160e+01	 2.71334e+01	 2.66451e+05	 3.18539e+05	Simbad	267.905280	-27.137362
     918	 918	  6	  6	 9.37500e-02	001.011315	 1.91721e-01	+00.324053	 1.25000e-01	 2.61573e+01	 1.41865e+02	 4.72884e+21	 1.03110e+02	 1.28520e+02	 1.35137e+01	 4.30991e-01	 1.25000e-01	 1.88841e-01	 2.19257e-01	1	 8.33891e+00	 8.65871e+00	 4.71629e-02	 4.89716e-02	 1.98585e+03	 2.14109e+03	 2.74843e+01	 2.85383e+01	 2.04761e+05	 2.20767e+05	Simbad	266.688226	-27.903839
     919	 919	  8	  8	 1.25000e-01	001.085284	 1.82826e-01	+00.279526	 1.76725e-01	 2.89944e+00	 1.46869e+02	 3.67173e+21	 8.00601e+01	 1.49010e+02	 1.23704e+01	 3.70652e-01	 3.48202e-01	 3.55530e-01	 2.02761e-01	1	 8.37532e+00	 8.62184e+00	 4.08601e-02	 4.20628e-02	 2.67097e+03	 2.83052e+03	 5.19710e+01	 5.35007e+01	 2.13838e+05	 2.26611e+05	Simbad	266.774700	-27.863693
     920	 920	  5	  5	 7.81250e-02	359.264451	 1.25441e-01	-00.180825	 1.25000e-01	-2.63978e+01	 1.82727e+02	 7.30909e+21	 1.59371e+02	-1.69090e+02	 1.51693e+01	 2.84703e-01	 1.25000e-01	 1.64464e-01	 1.19960e-01	1	 8.44951e+00	 8.54918e+00	-2.66665e-02	-2.69811e-02	 1.69906e+03	 1.73938e+03	 2.42538e+01	 2.45399e+01	 2.70781e+05	 2.77207e+05	Simbad	266.141599	-29.657951
     921	 921	 10	  9	 1.40625e-01	342.597090	 1.35018e-01	+00.074029	 1.25000e-01	 1.09740e+01	 2.35451e+02	 5.23225e+21	 1.14087e+02	-1.33975e+02	 9.39563e+00	 2.79855e-01	 1.89443e-01	 2.15757e-01	 2.71709e+00	1	 7.15201e+00	 9.06983e+00	 9.24074e-03	 1.17187e-02	 2.19116e+03	 3.52385e+03	 2.69322e+01	 3.41541e+01	 2.49982e+05	 4.02024e+05	Simbad	253.973236	-43.197252
     922	 922	125	 93	 1.45312e+00	338.925640	 2.22139e-01	-00.414435	 3.19442e-01	 2.61192e+01	 9.59699e+02	 2.06387e+21	 4.50016e+01	-1.21259e+02	 5.79502e+00	 6.67732e-01	 3.99612e-01	 4.74198e-01	 3.28113e+00	0	 6.73829e+00	 9.12507e+00	-4.87394e-02	-6.60034e-02	 2.00983e+04	 3.68580e+04	 5.57695e+01	 7.55237e+01	 9.04454e+05	 1.65867e+06	Simbad	251.193258	-46.331941
     923	 923	 90	 74	 1.15625e+00	338.217460	 2.55214e-01	-00.313151	 3.18992e-01	-2.36017e+01	 7.00303e+02	 1.89271e+21	 4.12696e+01	-1.17330e+02	 5.84185e+00	 6.84940e-01	 4.45441e-01	 5.14136e-01	 3.41523e+00	0	 6.58373e+00	 9.20269e+00	-3.59833e-02	-5.02971e-02	 1.52670e+04	 2.98289e+04	 5.90799e+01	 8.25813e+01	 6.30061e+05	 1.23103e+06	Simbad	250.405857	-46.799596
     924	 924	139	112	 1.75000e+00	349.853900	 3.02327e-01	+00.207060	 2.95741e-01	 1.81459e+00	 9.92151e+02	 1.77170e+21	 3.86309e+01	-1.08441e+02	 6.30578e+00	 6.09703e-01	 5.86277e-01	 5.93984e-01	 2.15226e+00	0	 6.82110e+00	 9.91316e+00	 2.46505e-02	 3.58248e-02	 2.48029e+04	 5.23864e+04	 7.07167e+01	 1.02773e+02	 9.58160e+05	 2.02374e+06	Simbad	259.554194	-37.315554
     925	 925	 48	 40	 6.25000e-01	333.109870	 2.73065e-01	-00.450720	 1.97287e-01	 3.51487e+00	 6.52015e+02	 3.26008e+21	 7.10842e+01	-1.03997e+02	 6.00941e+00	 5.48246e-01	 3.91628e-01	 4.38101e-01	 4.09902e+00	0	 6.15893e+00	 9.00342e+00	-4.84491e-02	-7.08252e-02	 7.22183e+03	 1.54330e+04	 4.70940e+01	 6.88443e+01	 5.13358e+05	 1.09704e+06	Simbad	245.255124	-50.617704
     926	 926	 29	 27	 4.21875e-01	332.218010	 1.61803e-01	-00.511389	 2.70025e-01	 1.11480e+01	 3.04456e+02	 2.25523e+21	 4.91741e+01	-1.02760e+02	 5.71015e+00	 5.42131e-01	 3.20110e-01	 3.81564e-01	 4.19085e+00	0	 6.15427e+00	 8.88669e+00	-5.49288e-02	-7.93165e-02	 4.86736e+03	 1.01489e+04	 4.09853e+01	 5.91823e+01	 2.39348e+05	 4.99065e+05	Simbad	244.312459	-51.285837
     927	 927	  7	  7	 1.09375e-01	358.741453	 2.12645e-01	-00.259754	 1.55434e-01	 1.37571e+01	 1.13090e+02	 3.23113e+21	 7.04531e+01	-1.02787e+02	 1.21859e+01	 4.47066e-01	 2.78645e-01	 3.26205e-01	 3.41550e-01	1	 8.21202e+00	 8.78405e+00	-3.72297e-02	-3.98230e-02	 2.24685e+03	 2.57077e+03	 4.67545e+01	 5.00113e+01	 1.58298e+05	 1.81119e+05	Simbad	265.903149	-30.144802
     928	 928	 32	 26	 4.06250e-01	330.521140	 1.54647e-01	-00.503759	 2.05514e-01	-4.19474e+01	 1.89907e+02	 1.46083e+21	 3.18526e+01	-9.73650e+01	 5.57313e+00	 4.75143e-01	 1.97091e-01	 2.64273e-01	 4.42708e+00	1	 5.94975e+00	 8.84996e+00	-5.23110e-02	-7.78101e-02	 4.38073e+03	 9.69241e+03	 2.74430e+01	 4.08202e+01	 1.39538e+05	 3.08728e+05	Simbad	242.305217	-52.444826
     929	 929	  7	  6	 9.37500e-02	327.465730	 1.25000e-01	+00.092841	 1.25000e-01	-2.04482e+01	 1.49302e+02	 4.97672e+21	 1.08515e+02	-9.42279e+01	 6.11182e+00	 2.60238e-01	 1.30735e-01	 1.64457e-01	 4.69131e+00	1	 6.11193e+00	 8.22028e+00	 9.90361e-03	 1.33199e-02	 1.06680e+03	 1.92975e+03	 1.75432e+01	 2.35949e+01	 1.15764e+05	 2.09406e+05	Simbad	237.788652	-53.988287
     930	 930	 35	 31	 4.84375e-01	334.238120	 1.63509e-01	-00.363646	 2.50318e-01	-4.53105e+01	 3.41965e+02	 2.20623e+21	 4.81057e+01	-8.88391e+01	 3.69584e+00	 5.55511e-01	 2.21325e-01	 3.00781e-01	 4.35600e+00	0	 5.34738e+00	 9.96327e+00	-3.39386e-02	-6.32347e-02	 4.21910e+03	 1.46468e+04	 2.80720e+01	 5.23039e+01	 2.02963e+05	 7.04592e+05	Simbad	246.398497	-49.754821
     931	 931	 36	 33	 5.15625e-01	333.161750	 1.81775e-01	-00.639557	 4.06193e-01	-2.62627e+01	 1.59349e+02	 9.65752e+20	 2.10577e+01	-8.84370e+01	 4.90024e+00	 8.17258e-01	 3.52463e-01	 4.66511e-01	 4.44895e+00	1	 5.33384e+00	 9.83595e+00	-5.95370e-02	-1.09790e-01	 4.46858e+03	 1.51958e+04	 4.34299e+01	 8.00875e+01	 9.40982e+04	 3.19988e+05	Simbad	245.523509	-50.714721
     932	 932	 78	 72	 1.12500e+00	326.539050	 2.69183e-01	+00.440391	 3.68288e-01	 2.62608e+00	 7.11763e+02	 1.97712e+21	 4.31101e+01	-8.56748e+01	 5.20817e+00	 7.37049e-01	 5.37717e-01	 5.97312e-01	 4.94946e+00	0	 5.49998e+00	 8.68289e+00	 4.22739e-02	 6.67385e-02	 1.03665e+04	 2.58367e+04	 5.73397e+01	 9.05230e+01	 4.46899e+05	 1.11382e+06	Simbad	236.179438	-54.289706
     933	 933	 23	 20	 3.12500e-01	352.720149	 1.75720e-01	-00.055824	 1.55522e-01	-4.72419e+00	 4.05417e+02	 4.05417e+21	 8.83991e+01	-8.47946e+01	 4.15889e+00	 3.56312e-01	 3.05450e-01	 3.21541e-01	 2.01744e+00	0	 6.72563e+00	 1.01373e+01	-6.55281e-03	-9.87685e-03	 4.30598e+03	 9.78261e+03	 3.77443e+01	 5.68909e+01	 3.80645e+05	 8.64774e+05	Simbad	261.834653	-35.101961
     934	 934	 48	 39	 6.09375e-01	329.988300	 2.36044e-01	+00.375927	 1.83430e-01	-1.36894e+01	 7.66772e+02	 3.93216e+21	 8.57388e+01	-8.44108e+01	 6.42860e+00	 4.98692e-01	 3.29788e-01	 3.78531e-01	 4.77234e+00	0	 5.19253e+00	 9.52848e+00	 3.40688e-02	 6.25174e-02	 5.00494e+03	 1.68534e+04	 3.43055e+01	 6.29519e+01	 4.29117e+05	 1.44499e+06	Simbad	240.696016	-52.146128
     935	 935	118	 94	 1.46875e+00	343.355750	 2.72316e-01	-00.467235	 2.92549e-01	-7.72514e+00	 1.08696e+03	 2.31269e+21	 5.04269e+01	-8.10127e+01	 5.50379e+00	 6.04779e-01	 5.22689e-01	 5.48733e-01	 3.65126e+00	0	 5.42298e+00	 1.08653e+01	-4.42227e-02	-8.86031e-02	 1.31577e+04	 5.28186e+04	 5.19385e+01	 1.04062e+02	 6.63502e+05	 2.66348e+06	Simbad	255.198872	-42.938732
     936	 936	  8	  8	 1.25000e-01	342.710410	 1.25000e-01	-00.489978	 1.25000e-01	-2.48502e+01	 8.19218e+01	 2.04804e+21	 4.46566e+01	-8.18283e+01	 4.68837e+00	 2.65068e-01	 1.28915e-01	 1.63929e-01	 3.70888e+00	1	 5.40060e+00	 1.08318e+01	-4.61839e-02	-9.26299e-02	 1.11058e+03	 4.46756e+03	 1.54517e+01	 3.09910e+01	 4.95948e+04	 1.99506e+05	Simbad	254.676586	-43.460266
     937	 937	 24	 21	 3.28125e-01	329.178490	 1.52630e-01	+00.240985	 2.00291e-01	-2.07435e+01	 5.13519e+02	 4.89066e+21	 1.06638e+02	-8.27001e+01	 6.96523e+00	 4.19025e-01	 2.79406e-01	 3.19819e-01	 4.86810e+00	0	 5.12437e+00	 9.47481e+00	 2.15529e-02	 3.98507e-02	 2.62468e+03	 8.97298e+03	 2.86040e+01	 5.28879e+01	 2.79892e+05	 9.56863e+05	Simbad	239.837039	-52.778661
     938	 938	109	 83	 1.29688e+00	346.254610	 3.57689e-01	-00.136083	 1.82321e-01	 1.89001e+00	 1.04667e+03	 2.52210e+21	 5.49931e+01	-8.14849e+01	 7.28244e+00	 7.15904e-01	 3.63611e-01	 4.55732e-01	 3.24643e+00	1	 5.71489e+00	 1.07983e+01	-1.35734e-02	-2.56470e-02	 1.29024e+04	 4.60644e+04	 4.54573e+01	 8.58917e+01	 7.09541e+05	 2.53322e+06	Simbad	257.199219	-40.432252
