#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T03:04:39 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T03:04:39	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/AJ/160/271/table1&-out.max=unlimited&-out=AGC,Flag,RAJ2000,DEJ2000,RVel,Dist,e_Dist,b/a,e_b/a,imag	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51600271
#Name: J/AJ/160/271
#Title: A catalog of ~30000 galaxies with ALFALFA-SDSS (Durbala+, 2020)
#INFO	ivoid=ivo://cds.vizier/j/aj/160/271	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/160/271	    IVOID of underlying data collection
#INFO	creator=Durbala A.	    First author or institution
#INFO	cites=bibcode:2020AJ....160..271D	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2020	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/160/271	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51600271	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-12-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_160_271_table1:
#Name: J/AJ/160/271/table1
#Title: Basic optical properties of cross-listed objects in the ALFALFA-SDSS catalog
#Column	AGC	(I6)	[1/749512] AGC catalog identifier	[ucd=meta.id;meta.main]
#Column	Flag	(I1)	[0/3] Photometry flag (1)	[ucd=meta.code.error]
#Column	RAJ2000	(F10.6)	[0.003/360] Right Ascension (J2000) (2)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	[-0.21/36.4] Declination (J2000) (2)	[ucd=pos.eq.dec;meta.main]
#Column	RVel	(I5)	[-430/17823] HI profile midpoint heliocentric radial velocity	[ucd=spect.dopplerVeloc;spect.line;pos.heliocentric]
#Column	Dist	(F5.1)	[0.3/260] Distance from Haynes+, 2018, J/ApJ/861/49	[ucd=pos.distance]
#Column	e_Dist	(F4.1)	[0/30.9] Uncertainty in Dist	[ucd=stat.error]
#Column	b/a	(F5.2)	[0.05/1]? Axial ratio b/a from SDSS r band	[ucd=phys.angSize;arith.ratio]
#Column	e_b/a	(F6.2)	[0.01/865]? Uncertainty in b/a (4)	[ucd=stat.error]
#Column	imag	(F5.2)	[9.58/30.89]? SDSS i band cmodel magnitude	[ucd=phot.mag;em.opt.I]
AGC	Flag	RAJ2000	DEJ2000	RVel	Dist	e_Dist	b/a	e_b/a	imag
  7181	1	182.791260	+13.58750	  265	 16.7	 1.3	 0.50	  0.01	14.67
  7182	1	182.791670	+20.17555	 2466	 38.2	 2.3	 0.76	  0.01	11.94
  7184	1	182.832920	+01.49167	 2114	 32.4	 6.8	 0.40	  0.01	13.99
  7185	1	182.864170	+02.92500	 1296	 23.1	 2.4	 0.77	  0.01	14.66
  7186	2	182.842500	+18.01639	 2324	 36.2	 2.2	 0.90	  0.20	20.11
  7192	1	182.947910	+12.14305	 4017	 51.8	10.0	 0.46	  0.01	13.51
  7193	1	182.968750	+24.12417	 2571	 43.9	 9.1	 0.69	  0.01	11.97
  7194	1	182.979580	+16.23139	 7143	106.7	 2.2	 0.98	  0.01	14.01
  7196	1	182.997090	+15.40083	 7080	105.8	 2.2	 0.26	  0.01	13.07
  7198	1	183.039990	+17.75611	 6941	103.8	 2.3	 0.73	  0.01	12.21
  7199	1	183.037080	+36.16806	  163	  2.9	 0.3	 0.73	  0.01	14.64
  7200	1	183.062910	+12.48806	   -8	 16.7	 1.3	 0.73	  0.01	14.70
  7201	1	183.048750	+13.24611	 1875	 30.1	 2.1	 0.67	  0.01	12.90
  7202	1	183.078750	+29.17889	 3807	 58.0	 4.2	 0.57	  0.01	11.55
  7204	1	183.088750	+29.20750	 1122	 12.5	 2.6	 0.20	  0.01	12.89
  7209	1	183.134580	+12.12306	 2209	 30.1	 2.2	 0.58	  0.01	12.73
  7210	1	183.130420	+15.27000	 7089	106.0	 2.2	 0.32	  0.01	13.68
  7212	1	183.164170	+34.68945	 6379	 94.9	 2.1	 0.17	  0.01	15.28
  7215	1	183.193330	+10.86583	  374	 16.7	 1.2	 0.23	  0.01	12.04
  7216	1	183.201680	+13.97583	 -184	 16.7	 1.2	 0.45	  0.01	13.44
  7217	1	183.250820	+25.28167	 7304	108.6	 2.2	 0.23	  0.01	14.41
  7219	1	183.261670	+07.03833	 2081	 24.2	 1.7	 0.43	  0.01	11.81
  7220	1	183.282910	+12.91806	 8102	120.5	 2.2	 0.41	  0.01	13.86
  7221	1	183.307500	+28.83556	 3801	 57.9	 4.4	 0.38	  0.01	14.14
  7223	1	183.359570	+14.77167	 2073	 16.7	 1.3	 0.91	  0.01	15.01
  7225	1	183.342480	+28.51056	 3903	 57.9	 4.3	 0.73	  0.01	12.15
  7227	1	183.388320	+14.48194	 2440	 16.7	 1.2	 0.76	  0.01	15.19
  7230	1	183.406660	+16.11944	 7126	106.5	 2.2	 0.75	  0.01	14.55
  7231	3	183.451230	+14.89917	 -138	 16.7	 1.2	     	      	
  7233	1	183.459580	+07.20083	 2659	 24.2	 1.8	 0.71	  0.01	12.16
  7234	1	183.473330	+13.17250	 2470	 30.1	 2.0	 0.47	  0.01	11.91
  7235	1	183.447080	+13.42445	 2114	 30.1	 2.3	 0.58	  0.01	12.37
  7236	3	183.454160	+24.26500	  944	 11.6	 2.2	     	      	
  7237	1	183.505430	+17.90000	 2275	 35.6	 2.2	 0.60	  0.02	15.67
  7239	1	183.537490	+07.77694	 1221	 16.5	 1.2	 0.74	  0.01	14.36
  7240	1	183.527080	+14.72528	 7874	117.2	 2.3	 0.78	  0.01	13.04
  7247	1	183.660840	+05.80583	 2062	 16.5	 1.2	 0.22	  0.01	12.61
  7248	1	183.652510	+24.30083	 6273	 93.9	 2.2	 0.29	  0.01	14.35
  7249	1	183.657090	+12.81278	  621	 16.7	 1.2	 0.32	  0.01	15.71
  7250	1	183.689180	+00.74278	 6234	 94.1	 2.4	 0.40	  0.01	14.67
  7254	1	183.729580	+13.46028	  259	 16.7	 1.2	 0.56	  0.01	14.69
  7255	1	183.768750	+14.02833	 2316	 30.1	 2.1	 0.18	  0.01	13.16
  7256	1	183.770420	+33.19695	 1092	 15.1	 1.5	 0.88	  0.01	10.29
  7257	1	183.762080	+35.95834	  938	 18.6	 4.1	 0.36	  0.01	13.77
  7260	1	183.819990	+13.02361	  704	 16.7	 1.2	 0.30	  0.01	12.28
  7261	1	183.809590	+20.65861	  856	 16.7	 1.2	 0.27	  0.01	12.94
  7262	1	183.817920	+13.47389	  376	 16.7	 1.1	 0.33	  0.01	14.74
  7263	1	183.854580	+19.29194	 6231	 93.5	 2.2	 0.93	  0.01	13.68
  7266	1	183.870010	+24.09222	 6930	103.3	 2.2	 0.56	  0.01	13.91
  7268	1	183.877090	+09.58472	  596	 16.7	 1.1	 0.48	  0.01	12.10
  7270	1	183.892930	+21.83222	 6756	100.9	 2.3	 0.38	  0.01	13.01
  7273	1	183.922500	+08.13361	11131	163.9	 2.1	 0.31	  0.01	13.99
  7275	1	183.913760	+13.90111	  -88	 16.7	 1.3	 0.61	  0.01	11.13
  7277	1	183.899170	+28.17750	 6600	 98.4	 2.2	 0.78	  0.01	12.85
  7278	3	183.913330	+36.32694	  293	  2.9	 0.3	     	      	
  7279	1	183.942920	+10.69694	 1979	 16.7	 1.2	 0.15	  0.01	13.96
  7280	1	183.968340	+00.40000	 6327	 95.4	 2.2	 0.66	  0.01	13.30
  7284	1	183.976260	+13.14972	  139	 16.7	 1.3	 0.61	  0.01	10.39
  7285	1	183.984590	+14.43250	 1406	 16.7	 1.2	 0.62	  0.01	13.96
  7286	1	183.996660	+27.44222	 7678	113.8	 2.3	 0.56	  0.01	13.76
  7287	1	184.037920	+28.12917	 8121	120.1	 2.3	 0.74	  0.01	13.53
  7289	1	184.059160	+28.76222	 7821	115.8	 2.2	 0.25	  0.01	13.87
  7291	1	184.094570	+13.30750	  229	 16.7	 1.2	 0.14	  0.01	12.55
  7292	1	184.140820	+07.46222	 2606	 24.2	 1.8	 0.57	  0.01	11.29
  7293	1	184.151250	+17.49000	10284	151.5	 2.3	 0.34	  0.01	14.36
  7294	1	184.134170	+29.82222	 3893	 57.9	 4.4	 0.16	  0.01	15.22
  7295	1	184.142070	+33.44944	 6685	 99.3	 2.3	 0.35	  0.01	15.10
  7300	2	184.179990	+28.73195	 1209	  9.4	 4.1	 0.80	  0.24	20.78
  7302	2	184.205410	+30.26917	 3839	 58.0	 4.2	 0.90	  0.03	15.45
  7305	1	184.233320	+13.62500	 -165	 16.7	 1.2	 0.86	  0.01	13.32
  7307	1	184.268340	+10.00500	 1183	 16.7	 1.2	 0.42	  0.02	16.95
  7309	1	184.287510	+03.68222	 2025	 24.2	 1.8	 0.86	  0.01	12.69
  7313	1	184.288350	+12.45333	 2131	 30.1	 2.2	 0.18	  0.01	13.90
  7315	1	184.297500	+15.32361	  865	 16.7	 1.2	 0.62	  0.01	11.23
  7319	1	184.357100	+06.68972	 2239	 24.2	 1.7	 0.56	  0.01	11.60
  7321	1	184.391250	+22.54000	  407	 22.2	 4.6	 0.12	  0.01	13.24
  7326	1	184.389600	+12.38611	 -167	 16.7	 1.3	 0.26	  0.01	14.45
  7327	1	184.407090	+16.72695	 6692	100.2	 2.3	 0.21	  0.01	14.44
  7330	1	184.445430	+10.84417	 7278	108.8	 2.2	 0.53	  0.01	13.00
  7331	1	184.472930	+17.44139	 9066	134.1	 2.3	 0.33	  0.01	13.18
  7332	1	184.483340	+00.43611	  936	  9.9	 2.3	 0.53	  0.01	15.59
  7333	1	184.499180	+06.65389	  732	 16.5	 1.2	 0.67	  0.01	13.28
  7334	1	184.492510	+07.18556	 3719	 51.3	10.1	 0.50	  0.01	12.55
  7336	1	184.520000	+15.96500	 6857	102.6	 2.4	 0.27	  0.01	14.25
  7341	1	184.589170	+25.21667	 6950	103.5	 2.1	 0.63	  0.01	13.26
  7343	1	184.628750	+05.55944	  864	 16.5	 1.2	 0.31	  0.01	13.88
  7345	3	184.706250	+14.41639	 2404	 16.7	 1.1	     	      	
  7347	1	184.727490	+12.46944	 6402	 96.2	 2.3	 0.26	  0.01	15.66
  7349	1	184.738340	+06.18417	 5597	 81.8	 2.2	 0.36	  0.01	13.69
  7352	1	184.763340	+08.85528	 2468	 16.5	 1.2	 0.35	  0.05	18.77
  7354	1	184.790830	+03.85528	 1525	 24.2	 1.9	 0.68	  0.01	14.37
  7355	1	184.771240	+13.98111	 -206	 16.7	 1.2	 0.54	  0.10	19.86
  7357	1	184.805420	+22.43139	 6682	 99.8	 2.3	 0.86	  0.01	14.01
  7362	1	184.813320	+25.93056	 6719	100.2	 2.3	 0.13	  0.01	15.00
  7363	1	184.849170	+28.30972	 2532	 39.1	 2.2	 0.43	  0.01	13.45
  7365	1	184.877500	+14.87722	 1367	 15.4	 1.6	 0.77	  0.01	10.88
  7370	1	184.917500	+02.08000	 2208	 25.8	 5.0	 0.28	  0.01	13.74
  7374	1	184.932920	+28.86222	 7635	113.1	 2.3	 0.63	  0.01	13.76
  7376	1	184.955840	+05.46361	 2377	 24.2	 1.6	 0.54	  0.01	11.61
  7377	1	184.960420	+29.61417	  917	  9.6	 4.1	 0.88	  0.01	10.40
  7380	1	184.984160	+05.34389	 2379	 24.2	 1.8	 0.67	  0.01	11.66
  7382	1	184.969160	+27.62056	 2328	 36.4	 2.3	 0.88	  0.01	12.16
  7383	1	185.005420	+08.60722	 7374	110.2	 2.2	 0.58	  0.01	13.90
  7384	1	185.019990	+27.97472	 8322	123.0	 2.4	 0.49	  0.01	13.21
  7385	1	185.031250	+07.69139	 2613	 24.2	 1.8	 0.84	  0.01	12.61
  7386	1	185.028750	+29.28056	  617	 12.6	 1.3	 0.82	  0.01	 9.82
  7387	1	185.072490	+04.20167	 1732	 24.2	 1.7	 0.27	  0.01	13.74
  7388	1	185.065830	+33.66056	 6455	 96.0	 2.2	 0.42	  0.01	13.70
  7394	1	185.115400	+01.46917	 1601	 29.4	 5.7	 0.16	  0.01	14.43
  7395	1	185.115400	+31.17139	 6751	100.4	 2.2	 0.92	  0.01	13.87
  7396	1	185.140820	+00.78750	 2109	 32.9	 4.4	 0.35	  0.01	14.19
  7398	1	185.175420	+29.34528	  646	  9.5	 4.0	 0.66	  0.01	13.00
  7403	1	185.259170	+03.72194	 2539	 24.2	 1.8	 0.33	  0.01	12.90
  7405	1	185.301250	+18.38194	  885	 16.7	 1.3	 0.46	  0.01	10.96
  7407	1	185.324580	+11.51000	  355	 16.7	 1.3	 0.38	  0.01	11.86
  7414	1	185.419590	+11.50056	  232	 16.7	 1.2	 0.94	  0.01	12.71
  7418	1	185.426250	+14.59778	 1146	 16.7	 1.3	 0.22	  0.01	11.81
  7419	1	185.440840	+25.88417	 6941	103.4	 2.4	 0.34	  0.01	13.65
  7420	3	185.479170	+04.47472	 1566	 24.2	 1.6	     	      	
  7421	1	185.482510	+11.96722	  152	 16.7	 1.2	 0.30	  0.01	15.32
  7422	1	185.505000	+05.10000	 1883	 24.2	 1.8	 0.37	  0.01	13.21
  7423	1	185.481260	+06.45111	 1258	 22.9	 1.6	 0.51	  0.01	15.11
  7424	1	185.489170	+08.67445	  851	 16.4	 1.2	 0.76	  0.01	14.55
  7427	1	185.478350	+35.04972	  725	 10.1	 2.4	 0.62	  0.01	15.16
  7428	1	185.511250	+32.09583	 1138	 10.1	 4.1	 0.86	  0.01	13.79
  7430	1	185.530410	+08.99028	 5837	 88.2	 2.4	 0.88	  0.01	14.33
  7431	1	185.522920	+09.04306	 1066	 16.4	 1.2	 0.34	  0.01	11.74
  7434	1	185.542500	+26.05167	 1018	 19.5	 2.3	 0.35	  0.01	14.38
  7438	1	185.580840	+30.06167	  694	  9.7	 4.1	 0.35	  0.01	14.47
  7439	1	185.612920	+04.56611	 1278	 16.6	 4.3	 0.73	  0.01	13.03
  7440	1	185.609570	+29.20778	  904	  9.5	 4.0	 0.48	  0.01	12.13
  7441	1	185.662510	+06.67639	 2363	 24.2	 1.8	 0.38	  0.01	13.50
  7442	1	185.630420	+15.53806	  148	 16.7	 1.2	 0.31	  0.01	11.45
  7445	1	185.660420	+11.80056	 1442	 16.7	 1.1	 0.43	  0.01	11.56
  7447	1	185.675840	+09.33222	 1250	 22.9	 1.6	 0.28	  0.01	12.34
  7448	1	185.720000	+06.67944	 1539	 22.9	 1.6	 0.32	  0.01	14.33
  7450	3	185.728760	+15.82194	 1575	 14.3	 1.5	     	      	
  7451	1	185.775830	+05.25028	 1668	 24.2	 1.7	 0.62	  0.01	11.05
  7454	1	185.798340	+06.07222	 7122	106.6	 2.2	 0.67	  0.01	13.06
  7456	1	185.818330	+11.36611	 1563	 16.7	 1.2	 0.25	  0.01	12.53
  7458	1	185.849580	+07.47250	 4250	 62.8	 2.1	 0.52	  0.01	12.37
  7459	1	185.808330	+28.89305	  570	 23.3	 4.5	 0.13	  0.01	16.02
  7464	1	185.922910	+02.96139	 7545	112.7	 2.4	 0.26	  0.01	13.40
  7465	1	185.911240	+06.95417	 1013	 22.9	 1.6	 0.43	  0.01	11.37
  7468	1	185.906250	+17.54056	 1147	 16.7	 1.2	 0.98	  0.01	12.23
  7469	1	185.952090	+07.18611	 1420	 22.9	 1.6	 0.55	  0.01	13.13
  7470	1	185.935420	+12.47778	 -430	 16.7	 1.2	 0.79	  0.01	14.07
  7474	1	186.022920	+07.04056	 1234	 22.9	 1.6	 0.92	  0.01	13.17
  7476	1	186.005830	+12.20444	 2316	 16.7	 1.2	 0.66	  0.01	12.49
  7477	1	186.031660	+06.60694	  727	 16.4	 1.2	 0.90	  0.01	13.44
  7481	1	186.057920	+07.95222	 7213	107.9	 2.5	 0.89	  0.01	13.99
  7482	1	186.061250	+08.53639	 1092	 16.4	 1.2	 0.19	  0.01	12.08
  7483	1	186.048750	+31.52056	 1249	 10.0	 4.2	 0.30	  0.01	12.45
  7485	1	186.092070	+21.16028	  959	 16.8	 2.3	 0.66	  0.01	14.18
  7487	1	186.113750	+00.15250	 7655	114.3	 2.5	 0.72	  0.01	13.66
  7495	1	186.270830	+25.95722	 6674	 99.5	 2.1	 0.31	  0.01	13.76
  7496	1	186.252090	+28.55805	 9049	133.3	 2.2	 0.86	  0.01	12.42
  7497	1	186.325420	+04.92528	 2557	 24.2	 1.9	 0.76	  0.01	10.80
  7498	1	186.325420	+05.74083	 1138	 16.5	 1.1	 0.56	  0.01	13.19
  7503	1	186.342090	+10.01639	  963	 22.9	 1.8	 0.67	  0.01	11.81
  7505	3	186.325010	+26.71445	  315	  6.5	 1.2	     	      	
  7507	1	186.356250	+16.46972	 1708	 16.7	 1.2	 0.57	  0.01	11.74
  7509	1	186.333760	+28.38056	 4506	 66.8	 2.2	 0.79	  0.01	14.78
  7510	1	186.387920	+12.25972	 -141	 16.7	 1.3	 0.21	  0.01	13.60
  7512	2	186.422090	+02.15833	 1504	 11.8	 1.2	 0.45	  0.02	15.96
  7513	1	186.428760	+07.21611	  993	 22.9	 1.6	 0.16	  0.01	12.65
  7515	1	186.427920	+00.57222	 2150	 33.0	 4.2	 0.53	  0.01	12.55
  7516	1	186.444580	+04.51000	 5382	 57.0	10.9	 0.52	  0.01	14.00
  7518	1	186.475420	+07.55417	 1202	 22.9	 1.7	 0.21	  0.01	13.06
  7519	1	186.460830	+10.45861	 1101	 16.7	 1.2	 0.67	  0.01	12.61
  7520	1	186.445430	+12.66194	 2515	 16.7	 1.3	 0.44	  0.01	11.03
  7521	1	186.463750	+27.56083	  747	  9.2	 4.2	 0.53	  0.01	13.24
  7522	1	186.492100	+03.42972	 1426	 37.5	 7.7	 0.22	  0.01	12.86
  7523	1	186.482090	+18.21361	  915	 16.7	 1.2	 0.67	  0.01	10.62
  7524	3	186.453340	+33.54639	  316	  4.0	 0.4	     	      	
  7526	3	186.495830	+15.67083	 -122	 16.7	 1.2	     	      	
  7527	1	186.485020	+30.84306	 6820	101.3	 2.4	 0.43	  0.01	13.34
  7528	1	186.531250	+13.11278	  230	 16.7	 1.2	 0.25	  0.01	11.76
  7529	1	186.530000	+16.18028	 1723	 16.7	 1.2	 0.68	  0.01	11.76
  7532	3	186.549160	+12.94611	 -302	 16.8	 1.7	     	      	
  7535	1	186.617510	+09.01944	 7254	108.4	 2.4	 0.66	  0.01	12.67
  7536	1	186.650420	+03.96472	 2294	 24.2	 4.8	 0.87	  0.01	12.19
  7537	1	186.625000	+08.87167	 1278	 16.4	 1.2	 0.88	  0.01	13.69
  7538	1	186.634170	+12.61028	  103	 16.7	 1.3	 0.72	  0.01	12.04
  7539	3	186.612500	+31.22250	  714	 16.6	 1.7	     	      	
  7541	1	186.694580	+07.91861	 1390	 16.4	 1.2	 0.89	  0.01	12.19
  7546	1	186.696670	+08.88444	 1272	 16.4	 1.2	 0.84	  0.01	13.31
  7547	2	186.710010	+11.55833	 1100	 16.7	 1.3	 0.95	  0.07	18.65
  7548	1	186.712920	+13.17500	  -16	 16.7	 1.3	 0.33	  0.01	15.40
  7549	1	186.742920	+02.49306	 1689	 15.1	 2.9	 0.40	  0.01	11.92
  7551	1	186.735840	+15.04694	 -275	 13.2	 1.4	 0.49	  0.01	10.53
  7555	1	186.747510	+22.63917	 6842	102.1	 2.3	 0.53	  0.01	12.97
  7556	1	186.787080	+05.88000	 1120	 16.5	 1.1	 0.21	  0.01	13.46
  7557	1	186.797070	+07.26250	  932	 16.4	 1.3	 0.81	  0.02	14.35
  7558	1	186.786670	+16.32500	 6220	 93.4	 2.3	 0.38	  0.01	13.53
  7561	1	186.799580	+09.42000	  437	 16.4	 1.2	 0.43	  0.01	11.75
  7563	1	186.799160	+15.89722	 2340	 16.7	 1.2	 0.35	  0.01	14.00
  7564	1	186.864580	+03.30222	14702	214.9	 2.2	 0.46	  0.01	14.21
  7565	1	186.842500	+10.86639	  924	 16.7	 1.2	 0.17	  0.01	14.72
  7566	1	186.859570	+06.26306	 1449	 16.4	 1.2	 0.70	  0.01	12.39
  7567	2	186.871250	+07.64333	  870	 22.9	 1.6	 0.40	  0.01	14.71
  7570	1	186.887080	+06.23333	 6401	 96.3	 2.3	 0.79	  0.01	14.37
  7574	3	186.940830	+13.00889	  104	 16.7	 1.2	     	      	
  7576	1	186.923750	+28.69778	 7040	104.6	 2.3	 0.47	  0.01	14.21
  7578	1	186.959990	+26.99306	 7130	106.0	 2.2	 0.78	  0.01	12.79
  7579	1	186.980410	+05.72111	 2247	 24.2	 1.7	 0.18	  0.01	13.89
  7584	1	187.011670	+22.58750	  602	  9.9	 2.0	 0.69	  0.01	15.24
  7586	1	187.028340	+13.91139	 7325	109.3	 2.4	 0.70	  0.01	13.99
  7587	1	187.066240	+09.43611	  353	 16.4	 1.2	 0.33	  0.01	12.42
  7588	1	187.056240	+13.57056	 6036	 90.9	 2.3	 0.18	  0.01	14.89
  7590	1	187.078320	+08.72917	 1120	 22.9	 1.5	 0.46	  0.01	13.94
  7591	1	187.064580	+28.62028	  657	 23.6	 4.8	 0.67	  0.01	10.74
  7594	1	187.122910	+17.08472	 1955	 16.7	 1.3	 0.71	  0.01	10.27
  7595	1	187.113330	+18.41528	 1704	 25.1	 4.5	 0.69	  0.01	12.85
  7596	1	187.141660	+08.63944	  565	 16.4	 1.2	 0.40	  0.01	14.46
  7597	1	187.114990	+28.67333	 4458	 66.1	 2.1	 0.52	  0.01	15.38
  7598	1	187.128740	+32.54750	 9050	133.1	 2.3	 0.77	  0.01	13.81
  7600	1	187.169160	+09.25861	  858	 22.9	 1.6	 0.62	  0.01	12.27
  7602	1	187.179990	+14.99917	 1668	 16.7	 1.2	 0.47	  0.01	11.85
  7603	1	187.183330	+22.82139	  643	  6.8	 1.3	 0.31	  0.01	12.49
  7604	1	187.150830	+31.48139	 6870	102.0	 2.2	 0.17	  0.01	15.18
  7605	1	187.160000	+35.71667	  310	  4.4	 0.4	 0.70	  0.01	15.09
  7607	1	187.217480	+04.29306	 4234	 73.1	14.9	 0.11	  0.01	14.36
  7609	1	187.245820	+03.57111	  885	 16.6	 4.3	 0.82	  0.01	10.35
  7612	1	187.259580	+02.72222	 1573	 33.9	 6.9	 0.36	  0.01	14.95
  7615	1	187.266250	+27.77833	 6993	104.0	 2.3	 0.48	  0.01	13.23
  7616	1	187.247070	+28.86167	 8012	118.5	 2.3	 0.21	  0.01	14.51
  7621	1	187.370830	+06.77056	  525	 16.4	 1.2	 0.63	  0.01	13.05
  7622	1	187.367100	+08.75000	  539	 16.4	 1.1	 0.54	  0.01	11.03
  7623	1	187.359160	+16.40472	 1552	 16.7	 1.2	 0.44	  0.01	12.59
  7625	1	187.384580	+00.83861	 2240	 34.2	 2.3	 0.20	  0.01	16.10
  7626	1	187.377500	+07.69611	  759	 22.9	 1.7	 0.35	  0.01	13.45
  7627	1	187.407090	+07.82306	 2339	 24.2	 1.8	 0.68	  0.01	12.14
  7632	1	187.448350	+27.24306	 7389	109.6	 2.3	 0.73	  0.01	13.17
  7633	1	187.485020	+10.61472	 7314	109.2	 2.2	 0.43	  0.01	14.17
  7642	2	187.557080	+02.62417	 1635	 24.2	 1.7	 0.59	  0.03	21.12
  7644	1	187.586650	+03.73944	 4217	 58.1	11.2	 0.29	  0.01	13.48
  7647	1	187.611660	+04.24611	 2437	 43.5	 8.9	 0.54	  0.01	12.16
  7656	1	187.748750	+08.07750	 1740	 16.4	 1.2	 0.96	  0.01	11.64
  7663	1	187.845410	+29.13639	 4539	 63.1	13.3	 0.36	  0.01	12.48
  7666	1	187.907500	+14.85944	 2560	 16.7	 1.2	 0.27	  0.01	14.84
  7668	1	187.914990	+03.94056	 1731	 14.5	 1.4	 0.55	  0.01	12.56
  7669	1	187.914580	+16.85194	 1506	 16.7	 1.2	 0.18	  0.01	14.19
  7670	1	187.911650	+27.49500	 7010	104.2	 2.1	 0.27	  0.01	13.97
  7671	1	187.928330	+33.58722	 9314	136.8	 2.2	 0.37	  0.01	13.96
  7673	1	187.993740	+29.70917	  643	  9.7	 4.1	 0.62	  0.02	15.97
  7675	3	187.997070	+14.42000	 2282	 16.7	 1.2	     	      	
  7676	1	187.978330	+15.12333	 2096	 16.7	 1.2	 0.56	  0.01	14.46
  7677	1	188.013340	+16.68694	 1627	 16.7	 1.2	 0.59	  0.01	13.70
  7684	1	188.079590	+18.24472	  841	 17.4	 2.3	 0.61	  0.01	14.09
  7685	1	188.116680	+00.38972	 1528	 25.6	 2.2	 0.63	  0.01	13.51
  7686	1	188.102510	+11.78722	 7510	112.0	 2.3	 0.26	  0.01	14.80
  7687	1	188.152080	+02.66028	 1734	 17.5	 3.5	 0.19	  0.01	14.07
  7693	1	188.179180	+29.71167	 8093	119.5	 2.3	 0.92	  0.01	13.12
  7694	1	188.190840	+00.11389	 1127	  8.3	 0.8	 0.29	  0.01	11.25
  7695	1	188.174590	+14.05028	 -170	 16.7	 1.3	 0.82	  0.01	12.92
  7697	1	188.215010	+20.18333	 2533	 47.0	 9.3	 0.22	  0.01	14.31
  7698	1	188.227080	+31.54167	  331	  6.1	 0.6	 1.00	  0.01	17.03
  7704	1	188.278340	+32.09167	  937	 10.3	 4.2	 0.63	  0.01	14.67
  7709	1	188.376270	+08.65417	 1216	 16.4	 1.2	 0.83	  0.01	12.12
  7711	1	188.415410	+09.17500	 2329	 16.4	 1.1	 0.22	  0.01	12.06
  7713	1	188.450420	+15.16889	  258	  6.4	 0.6	 1.00	  0.02	16.82
  7714	1	188.463330	+30.27722	 1175	 12.0	 2.3	 0.56	  0.01	12.25
  7715	1	188.481670	+03.54639	 1137	 16.6	 4.3	 0.63	  0.01	13.68
  7716	1	188.486250	+15.35444	 2349	 16.7	 1.2	 0.53	  0.01	12.96
  7718	1	188.512910	+07.69917	  560	 17.3	 1.8	 0.67	  0.01	10.22
  7721	1	188.536250	+02.65278	 1735	 14.1	 1.3	 0.46	  0.01	10.39
  7723	1	188.522920	+35.51805	  801	 15.1	 3.2	 0.81	  0.01	12.58
  7724	1	188.571670	+27.45194	 6853	101.9	 2.3	 0.21	  0.01	14.81
  7725	1	188.592500	+02.32528	 1761	 24.2	 1.7	 0.34	  0.01	13.41
  7726	1	188.581250	+06.46722	 2013	 16.4	 1.2	 0.35	  0.01	11.91
  7727	1	188.584580	+08.19750	 1963	 14.8	 1.5	 0.62	  0.01	12.06
  7732	1	188.612920	+02.18750	 1804	 14.4	 1.5	 0.68	  0.01	11.09
  7733	1	188.628330	+09.15472	  439	 22.9	 1.7	 0.53	  0.01	14.67
  7736	1	188.664580	+07.15861	  593	 16.4	 1.2	 0.65	  0.01	13.40
  7737	2	188.691240	+15.22028	  664	 16.7	 1.2	 0.59	  0.02	18.43
  7739	1	188.687090	+06.30000	 2041	 16.4	 1.2	 0.71	  0.01	13.96
  7742	1	188.711670	+15.55111	 1288	 16.7	 1.2	 0.79	  0.01	11.83
  7750	1	188.788740	+29.74333	 8064	119.1	 2.1	 0.37	  0.01	13.39
  7753	3	188.860410	+14.49583	  479	 15.0	 1.5	     	      	
  7754	1	188.849580	+29.49167	 4575	 77.6	16.2	 0.41	  0.01	14.05
  7755	1	188.911240	-00.20611	 6912	103.6	 2.3	 0.20	  0.01	15.07
  7756	1	188.902920	+03.03444	 1152	 18.1	 3.6	 0.36	  0.01	12.61
  7758	1	188.893750	+25.84945	 1353	 11.0	 2.2	 0.32	  0.01	12.97
