#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T05:40:47 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T05:40:47	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/A+A/627/A4&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36270004
#Name: J/A+A/627/A4
#Title: Praesepe (NGC 2632) and its tidal tails (Roeser+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/a+a/627/a4	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/627/a4	    IVOID of underlying data collection
#INFO	creator=Roeser S.	    First author or institution
#INFO	cites=bibcode:2019A&A...627A...4R	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/627/A4	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36270004	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-02-05	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_627_A4_stars:
#Name: J/A+A/627/A4/stars
#Title: All the stars shown in Figures 2 and 3
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Source	(I19)	Gaia DR2 source id (source_id)	[ucd=meta.id;meta.main]
#Column	RAICRS	(F12.8)	Gaia DR2 right ascension (ICRS at Ep=2015.5) rounded to 10^-8^ degrees	[ucd=pos.eq.ra;meta.main]
#Column	DEICRS	(F12.8)	Gaia DR2 declination (ICRS at Ep=2015.5) rounded to 10^-8^ degrees	[ucd=pos.eq.dec;meta.main]
#Column	Gmag	(F8.4)	G-band mean magnitude (Vega) (phot_g_mean_mag)	[ucd=phot.mag;em.opt.V]
#Column	dvpar	(F6.2)	Velocity parallel to the convergent point (1)	[ucd=phys.veloc]
#Column	vpero	(F6.2)	Velocity perpendicular to the convergent point (2)	[ucd=phys.veloc]
#Column	pcont	(E9.2)	Probability of being contaminated (3)	[ucd=stat.fit.goodness]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA.icrs	(F12.8)	Right ascension (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F12.8)	Declination (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
recno	Source	RAICRS	DEICRS	Gmag	dvpar	vpero	pcont	Simbad	_RA.icrs	_DE.icrs
     901	 658530396144737152	130.61679053	+17.24675129	 16.8597	 -1.03	  0.42	 0.00e+00	Simbad	130.61679053	+17.24675129
     902	 661228739416624384	130.62350584	+19.33119533	 18.2059	  1.94	  0.09	 0.00e+00	Simbad	130.62350584	+19.33119533
     903	 661404764354696448	130.62433746	+19.97541954	 17.8310	 -2.29	  0.70	 0.00e+00	Simbad	130.62433746	+19.97541954
     904	 661028284701128576	130.62791899	+19.11598205	 17.6875	 -1.54	 -0.55	 0.00e+00	Simbad	130.62791899	+19.11598205
     905	 661235439565517568	130.62805763	+19.49188495	 17.0102	 -0.16	 -0.06	 0.00e+00	Simbad	130.62805763	+19.49188495
     906	 660928259206807808	130.63340264	+18.59106230	 15.1295	 -1.04	 -0.02	 0.00e+00	Simbad	130.63340264	+18.59106230
     907	 706386266083385088	130.63515501	+30.40522641	 16.8420	 -0.21	  0.45	 0.00e+00	Simbad	130.63515501	+30.40522641
     908	 660921868295373312	130.64012420	+18.45801717	 19.0708	  4.06	 -0.38	 0.00e+00	Simbad	130.64012420	+18.45801717
     909	 661331028356266752	130.64161260	+19.60335368	 15.8330	  2.10	  0.47	 0.00e+00	Simbad	130.64161260	+19.60335368
     910	 664862453545857920	130.64506347	+20.99461566	 15.0258	 -0.11	  0.19	 0.00e+00	Simbad	130.64506347	+20.99461566
     911	 660989973592859264	130.64542928	+18.92933429	 17.1875	  0.96	 -0.23	 0.00e+00	Simbad	130.64542928	+18.92933429
     912	 660909189551857664	130.65319266	+18.38880013	  9.9721	 -1.26	 -1.14	 0.00e+00	Simbad	130.65319266	+18.38880013
     913	 661408818803811200	130.65400160	+20.14211635	 13.4855	 -0.02	 -0.06	 0.00e+00	Simbad	130.65400160	+20.14211635
     914	 661358241268943616	130.65657684	+19.98852883	 17.3749	 -0.40	  0.12	 0.00e+00	Simbad	130.65657684	+19.98852883
     915	 661229701489213824	130.66416535	+19.41435975	 17.4158	  0.51	  0.32	 0.00e+00	Simbad	130.66416535	+19.41435975
     916	 661029727808613760	130.66737536	+19.13303660	 11.9195	 -0.94	 -0.39	 0.00e+00	Simbad	130.66737536	+19.13303660
     917	 657711053824014208	130.66754089	+15.64036701	 18.1454	 -0.03	 -0.14	 0.00e+00	Simbad	130.66754089	+15.64036701
     918	 658106779226559872	130.66855348	+15.93872242	 17.2208	  0.70	 -0.51	 0.00e+00	Simbad	130.66855348	+15.93872242
     919	 661235989321322240	130.66950009	+19.54312868	  9.6657	  0.53	 -0.36	 0.00e+00	Simbad	130.66950009	+19.54312868
     920	 661235985023722496	130.67058110	+19.53286391	 18.1504	 -0.83	 -0.07	 0.00e+00	Simbad	130.67058110	+19.53286391
     921	 661040070091376512	130.67515745	+19.29224981	 14.0438	 -2.54	  1.04	 0.00e+00	Simbad	130.67515745	+19.29224981
     922	 661028662658249344	130.67690279	+19.09964973	 11.4350	  0.44	  0.88	 0.00e+00	Simbad	130.67690279	+19.09964973
     923	 661331131435476608	130.68199457	+19.62310049	 11.8303	  0.18	  0.59	 0.00e+00	Simbad	130.68199457	+19.62310049
     924	 661329958907430272	130.68489438	+19.57991458	  9.5784	  1.86	 -1.18	 0.00e+00	Simbad	130.68489438	+19.57991458
     925	 660923105246007552	130.68571144	+18.46661412	 17.7635	  1.25	  0.41	 0.00e+00	Simbad	130.68571144	+18.46661412
     926	 660986331460669312	130.68835263	+18.86001467	 10.6110	  0.63	  0.01	 0.00e+00	Simbad	130.68835263	+18.86001467
     927	 661463446491712384	130.68893737	+20.59258302	 18.2012	  1.16	 -0.52	 0.00e+00	Simbad	130.68893737	+20.59258302
     928	 664876747197002112	130.69134285	+21.27112021	 13.8291	  0.12	 -0.54	 0.00e+00	Simbad	130.69134285	+21.27112021
     929	 660909812323424768	130.69378102	+18.43853292	 18.6312	  3.22	 -0.52	 0.00e+00	Simbad	130.69378102	+18.43853292
     930	 660986297100929792	130.70683276	+18.85968693	 15.1245	  0.21	 -0.04	 0.00e+00	Simbad	130.70683276	+18.85968693
     931	 609661300474220416	130.70950305	+15.44933983	 12.7565	 -0.69	 -0.27	 0.00e+00	Simbad	130.70950305	+15.44933983
     932	 661356488922418944	130.71026409	+19.91763699	 16.3541	  1.20	 -0.49	 0.00e+00	Simbad	130.71026409	+19.91763699
     933	 661438982357836544	130.71033135	+20.33435568	 18.2296	 -0.30	  0.61	 0.00e+00	Simbad	130.71033135	+20.33435568
     934	 661353224747228544	130.71768485	+19.86270309	 15.8539	  0.63	 -1.70	 0.00e+00	Simbad	130.71768485	+19.86270309
     935	 661353224747229184	130.71779163	+19.85305270	 17.8835	 -2.82	  0.39	 0.00e+00	Simbad	130.71779163	+19.85305270
     936	 658516136854011264	130.71805398	+17.13370566	  8.6534	 -0.02	  0.23	 0.00e+00	Simbad	130.71805398	+17.13370566
     937	 664845308036464256	130.72092774	+20.81917828	  8.7618	  0.89	  0.10	 0.00e+00	Simbad	130.72092774	+20.81917828
     938	1042037616668236544	130.72222900	+60.94856351	 17.1410	 -3.29	  0.95	 1.46e-02	Simbad	130.72222900	+60.94856351
     939	 690626828483758208	130.73452981	+25.05843489	 13.3076	  0.33	  2.00	 5.61e-01	Simbad	130.73452981	+25.05843489
     940	 661458915302263296	130.73600329	+20.51163613	 17.4468	 -0.52	  0.91	 0.00e+00	Simbad	130.73600329	+20.51163613
     941	 661407375694800000	130.73628423	+20.07163992	 16.7283	 -0.62	 -0.25	 0.00e+00	Simbad	130.73628423	+20.07163992
     942	 661010005319096192	130.74165714	+18.90977593	 18.3555	  2.54	  0.38	 0.00e+00	Simbad	130.74165714	+18.90977593
     943	 710336295966126336	130.74187788	+33.41436132	 17.8939	  1.15	  0.23	 1.46e-02	Simbad	130.74187788	+33.41436132
     944	 661438913637806208	130.75211354	+20.33774498	 11.2590	  0.47	  0.71	 0.00e+00	Simbad	130.75211354	+20.33774498
     945	3078778487877504128	130.75632527	+01.35033062	 15.0230	  0.76	 -0.90	 1.14e-01	Simbad	130.75632527	+01.35033062
     946	 661353770206306560	130.75762830	+19.90121021	 18.1707	 -0.06	 -0.08	 0.00e+00	Simbad	130.75762830	+19.90121021
     947	 661029384212747392	130.75989994	+19.16751631	 11.9087	 -0.85	 -0.84	 0.00e+00	Simbad	130.75989994	+19.16751631
     948	 664976218639479296	130.76188472	+21.75374665	 17.3373	  2.42	  0.45	 0.00e+00	Simbad	130.76188472	+21.75374665
     949	 661231625634645504	130.77186078	+19.46511882	 14.5937	  0.46	 -0.44	 0.00e+00	Simbad	130.77186078	+19.46511882
     950	 661010069743524480	130.77305617	+18.91827070	 18.5270	  0.58	 -0.58	 0.00e+00	Simbad	130.77305617	+18.91827070
     951	 661043506065199488	130.77547739	+19.41444909	 16.6426	 -0.50	  0.29	 0.00e+00	Simbad	130.77547739	+19.41444909
     952	 661351850357695616	130.77778159	+19.79152717	 13.2352	 -0.42	 -0.07	 0.00e+00	Simbad	130.77778159	+19.79152717
     953	 661015915195312512	130.77921256	+19.06830484	  9.4332	 -0.10	 -0.39	 0.00e+00	Simbad	130.77921256	+19.06830484
     954	 661036840275967872	130.78074594	+19.23747842	 15.7370	 -0.04	  0.53	 0.00e+00	Simbad	130.78074594	+19.23747842
     955	 661036840275967744	130.78085679	+19.23863175	 16.5647	 -0.38	  1.10	 0.00e+00	Simbad	130.78085679	+19.23863175
     956	 661333708415842304	130.78411891	+19.71315017	 12.9487	 -1.03	  0.55	 0.00e+00	Simbad	130.78411891	+19.71315017
     957	 661137789187132288	130.78480846	+19.46831250	 16.3460	  0.30	 -0.30	 0.00e+00	Simbad	130.78480846	+19.46831250
     958	 661332948204741504	130.79290959	+19.71032310	 18.9970	  2.43	 -0.52	 0.00e+00	Simbad	130.79290959	+19.71032310
     959	 661325908755275648	130.79469657	+19.52623385	 11.5984	 -0.42	 -0.07	 0.00e+00	Simbad	130.79469657	+19.52623385
     960	 660933310088402688	130.80000018	+18.69580628	 18.0500	 -1.12	  0.59	 0.00e+00	Simbad	130.80000018	+18.69580628
     961	 661327248785037184	130.80257409	+19.57466017	 17.4112	  0.19	  0.98	 0.00e+00	Simbad	130.80257409	+19.57466017
     962	 660917921221670400	130.80365467	+18.53072026	 15.8639	  1.32	 -0.44	 0.00e+00	Simbad	130.80365467	+18.53072026
     963	 661359061606102016	130.80510199	+20.00442179	 18.5196	 -0.63	  1.00	 0.00e+00	Simbad	130.80510199	+20.00442179
     964	 602215957487037440	130.80580379	+12.06850984	 18.9340	 -2.02	  0.23	 0.00e+00	Simbad	130.80580379	+12.06850984
     965	 658618155212680832	130.81097276	+17.70835788	 17.6749	 -1.30	 -0.67	 0.00e+00	Simbad	130.81097276	+17.70835788
     966	 917288023812616064	130.81358594	+45.17337270	 16.8386	 -0.52	  0.50	 0.00e+00	Simbad	130.81358594	+45.17337270
     967	 661017216569202432	130.81594393	+19.10913908	 17.2673	 -0.37	  0.59	 0.00e+00	Simbad	130.81594393	+19.10913908
     968	 661458365546507776	130.82415945	+20.51034809	 11.6112	  0.41	 -2.18	 1.14e-01	Simbad	130.82415945	+20.51034809
     969	 661326011834490496	130.82665980	+19.51879002	 16.3582	 -0.83	  0.11	 0.00e+00	Simbad	130.82665980	+19.51879002
     970	 661383731898310016	130.83374412	+20.07380798	 18.0234	 -0.27	 -1.15	 0.00e+00	Simbad	130.83374412	+20.07380798
     971	 661339790089527168	130.83398346	+19.76898166	 10.6361	 -6.60	  0.80	 5.61e-01	Simbad	130.83398346	+19.76898166
     972	 661383770554619136	130.83440508	+20.07927157	 17.5640	  2.74	  0.10	 0.00e+00	Simbad	130.83440508	+20.07927157
     973	 601808618492460928	130.83821943	+11.14129539	 17.9841	 -0.42	 -0.32	 0.00e+00	Simbad	130.83821943	+11.14129539
     974	 661841163095377024	130.84147603	+20.72500630	 18.3417	  1.15	  0.44	 0.00e+00	Simbad	130.84147603	+20.72500630
     975	 661024024093555840	130.84318071	+19.20015774	 16.4203	 -0.91	 -0.51	 0.00e+00	Simbad	130.84318071	+19.20015774
     976	 664847434044059264	130.84338861	+20.90696152	 18.5978	 -0.67	  0.32	 0.00e+00	Simbad	130.84338861	+20.90696152
     977	 664963024499946496	130.84387195	+21.67163316	 10.4041	 -0.49	 -0.14	 0.00e+00	Simbad	130.84387195	+21.67163316
     978	 660933073866203264	130.84949904	+18.67912910	 15.6021	 -0.67	 -0.10	 0.00e+00	Simbad	130.84949904	+18.67912910
     979	 661460083533415040	130.85405574	+20.56531720	 14.4386	 -0.05	 -0.25	 0.00e+00	Simbad	130.85405574	+20.56531720
     980	 661340614723243392	130.86481056	+19.82786358	 16.7644	 -0.56	 -0.51	 0.00e+00	Simbad	130.86481056	+19.82786358
     981	 609169062862663168	130.88000739	+13.79775160	 15.2849	 -3.15	  0.36	 0.00e+00	Simbad	130.88000739	+13.79775160
     982	 661338858079663488	130.88476940	+19.74376302	 12.0923	 -0.05	  0.57	 0.00e+00	Simbad	130.88476940	+19.74376302
     983	 661355934869899648	130.88576137	+19.99246004	 16.7863	 -1.51	  0.13	 0.00e+00	Simbad	130.88576137	+19.99246004
     984	 660957400560960256	130.89405574	+18.75377502	 17.3339	 -0.90	  0.24	 0.00e+00	Simbad	130.89405574	+18.75377502
     985	 661136964553408896	130.89773572	+19.45649252	 17.6722	  0.42	 -0.18	 0.00e+00	Simbad	130.89773572	+19.45649252
     986	 661386244455690752	130.89789292	+20.18952576	 10.0049	  1.71	  0.05	 0.00e+00	Simbad	130.89789292	+20.18952576
     987	 664898256393208704	130.90226480	+21.31932361	 16.8848	 -0.68	  0.67	 0.00e+00	Simbad	130.90226480	+21.31932361
     988	 661459774295767936	130.90334896	+20.54005750	 16.3533	  1.84	  0.41	 0.00e+00	Simbad	130.90334896	+20.54005750
     989	 661459774295768960	130.90353564	+20.53716414	 15.3561	  1.63	 -0.42	 0.00e+00	Simbad	130.90353564	+20.53716414
     990	 665276415377154688	130.91151501	+22.26923482	 12.0709	 -0.51	 -0.02	 0.00e+00	Simbad	130.91151501	+22.26923482
     991	 660913179577777152	130.91371119	+18.42552113	 16.2849	  0.45	 -0.61	 0.00e+00	Simbad	130.91371119	+18.42552113
     992	1044071781899202944	130.91412263	+63.38203489	  9.3304	 -3.17	  1.17	 0.00e+00	Simbad	130.91412263	+63.38203489
     993	 913587033313503616	130.91455600	+42.68157232	  7.6786	 -0.54	  0.82	 0.00e+00	Simbad	130.91455600	+42.68157232
     994	 658630249840567680	130.92930810	+17.90827550	 14.4374	 -2.65	  0.24	 0.00e+00	Simbad	130.92930810	+17.90827550
     995	 661018904492612224	130.93133862	+19.07581640	 13.0575	 -0.60	  1.27	 0.00e+00	Simbad	130.93133862	+19.07581640
     996	 661018835773136512	130.93621360	+19.06624354	 15.2126	  0.49	  0.51	 0.00e+00	Simbad	130.93621360	+19.06624354
     997	 664873173784204160	130.93621941	+21.20947107	 14.5291	 -0.10	  0.00	 0.00e+00	Simbad	130.93621941	+21.20947107
     998	 660957980380034688	130.95046052	+18.80069816	  9.9797	 -0.14	 -0.09	 0.00e+00	Simbad	130.95046052	+18.80069816
     999	 658528265841052672	130.95990333	+17.41880756	 18.1378	 -1.59	 -0.50	 0.00e+00	Simbad	130.95990333	+17.41880756
    1000	 661441494914973184	130.96171977	+20.36569021	 14.7801	  0.28	 -0.20	 0.00e+00	Simbad	130.96171977	+20.36569021
    1001	 658570974996041344	130.96559423	+17.65554345	 16.9278	 -1.60	  0.24	 0.00e+00	Simbad	130.96559423	+17.65554345
    1002	 661342710667273856	130.96572882	+19.91354827	 13.7099	 -0.44	  0.49	 0.00e+00	Simbad	130.96572882	+19.91354827
    1003	 660962863759344768	130.97763683	+18.89352914	 12.3995	  0.13	  0.71	 0.00e+00	Simbad	130.97763683	+18.89352914
    1004	 661026012662301568	130.98592507	+19.27161893	 18.8879	 -4.41	 -0.31	 0.00e+00	Simbad	130.98592507	+19.27161893
    1005	 660161349846373760	130.98624672	+18.35593801	 18.5914	 -2.60	  0.32	 0.00e+00	Simbad	130.98624672	+18.35593801
    1006	 661138712604101760	130.99126960	+19.51638751	 18.7137	 -1.23	 -0.69	 0.00e+00	Simbad	130.99126960	+19.51638751
    1007	 661120162641349248	130.99679467	+19.31607565	 15.7655	  0.69	 -0.03	 0.00e+00	Simbad	130.99679467	+19.31607565
    1008	 661836284012503552	131.00261446	+20.64591717	 18.3786	 -0.82	 -0.04	 0.00e+00	Simbad	131.00261446	+20.64591717
    1009	 717687665069991552	131.02719948	+36.59929140	 18.6187	 -2.63	  0.44	 5.61e-01	Simbad	131.02719948	+36.59929140
    1010	 665059403566191872	131.04537513	+21.79389426	 16.4715	  0.54	  0.63	 0.00e+00	Simbad	131.04537513	+21.79389426
    1011	 658156527832150400	131.04868990	+16.54234467	 17.6036	  2.59	  0.07	 0.00e+00	Simbad	131.04868990	+16.54234467
    1012	 658628905514597376	131.04968310	+17.90213539	  9.8143	  0.03	  0.18	 0.00e+00	Simbad	131.04968310	+17.90213539
    1013	 661838281173303808	131.05116376	+20.71686247	 17.6998	 -1.63	 -0.10	 0.00e+00	Simbad	131.05116376	+20.71686247
    1014	 660969666987531008	131.05515835	+18.98342195	 14.3415	  0.80	 -0.48	 0.00e+00	Simbad	131.05515835	+18.98342195
    1015	 660944717521395840	131.07094888	+18.73655707	 12.0784	 -0.65	 -0.04	 0.00e+00	Simbad	131.07094888	+18.73655707
    1016	 661362055200029056	131.07143917	+19.86532415	 13.9479	  0.29	 -0.52	 0.00e+00	Simbad	131.07143917	+19.86532415
    1017	 661845840315682176	131.07588348	+20.83004250	 17.5933	  1.33	 -0.43	 0.00e+00	Simbad	131.07588348	+20.83004250
    1018	 660134446170679040	131.08448297	+18.04981158	 12.6379	 -0.46	 -0.24	 0.00e+00	Simbad	131.08448297	+18.04981158
    1019	 661365697332234112	131.08834154	+19.93655746	 17.2488	  4.33	  0.63	 0.00e+00	Simbad	131.08834154	+19.93655746
    1020	 660160976185029120	131.09398017	+18.38585509	 16.8434	  0.94	 -0.20	 0.00e+00	Simbad	131.09398017	+18.38585509
    1021	 661391982532062848	131.09653562	+20.23207731	 17.3763	  1.42	  0.98	 0.00e+00	Simbad	131.09653562	+20.23207731
    1022	 665309233224172800	131.10633047	+22.59969453	 16.7760	 -0.58	  0.41	 0.00e+00	Simbad	131.10633047	+22.59969453
    1023	 595078370380564352	131.10811694	+06.41875228	 18.0735	  2.96	 -0.75	 5.61e-01	Simbad	131.10811694	+06.41875228
    1024	 661337247468928768	131.11035421	+19.79325980	 13.5883	  1.45	 -0.96	 0.00e+00	Simbad	131.11035421	+19.79325980
    1025	 660965097142415872	131.11322660	+18.87237515	 17.7124	  0.20	 -0.68	 0.00e+00	Simbad	131.11322660	+18.87237515
    1026	 660966849487603840	131.11518836	+18.96926159	 16.7169	 -0.69	 -0.59	 0.00e+00	Simbad	131.11518836	+18.96926159
    1027	 602031514410750336	131.13296402	+12.08954609	 17.2171	  1.17	 -1.25	 5.61e-01	Simbad	131.13296402	+12.08954609
    1028	 664914164952043008	131.13564759	+21.68301554	 16.2148	  0.59	  0.22	 0.00e+00	Simbad	131.13564759	+21.68301554
    1029	 660966883848803072	131.13689117	+18.96399115	 16.1731	 -0.60	 -0.25	 0.00e+00	Simbad	131.13689117	+18.96399115
    1030	 661394525152691840	131.14354396	+20.34148327	 17.0484	  0.79	 -0.24	 0.00e+00	Simbad	131.14354396	+20.34148327
    1031	 660939258619177984	131.15040160	+18.59914478	 13.7479	 -0.25	 -0.13	 0.00e+00	Simbad	131.15040160	+18.59914478
    1032	 665055623995028864	131.16854707	+21.76485833	 16.0491	  2.71	 -0.62	 0.00e+00	Simbad	131.16854707	+21.76485833
    1033	 661387992505550080	131.16963898	+20.19358155	 13.8384	  0.06	  1.01	 0.00e+00	Simbad	131.16963898	+20.19358155
    1034	 661851612751722880	131.17804903	+20.96298713	 16.8289	  1.65	  0.18	 0.00e+00	Simbad	131.17804903	+20.96298713
    1035	 664879667774808576	131.18411520	+21.12032319	 17.1512	  2.23	  0.26	 0.00e+00	Simbad	131.18411520	+21.12032319
    1036	 716454768936761728	131.18844215	+34.45043058	 17.4313	  0.92	  0.34	 1.00e-06	Simbad	131.18844215	+34.45043058
    1037	 661391157898332160	131.20278936	+20.29050321	 12.6084	 -0.08	  0.09	 0.00e+00	Simbad	131.20278936	+20.29050321
    1038	 658302110047850496	131.21187998	+16.75537689	 18.4290	  0.75	 -0.49	 0.00e+00	Simbad	131.21187998	+16.75537689
    1039	 664909835625008256	131.22427384	+21.61843882	 15.4995	  0.85	 -0.17	 0.00e+00	Simbad	131.22427384	+21.61843882
    1040	3079233097280728576	131.23067683	+02.79859019	 17.9380	  0.25	 -1.67	 5.61e-01	Simbad	131.23067683	+02.79859019
    1041	 660158674082552320	131.23499623	+18.37132539	 14.9948	  0.15	 -0.03	 0.00e+00	Simbad	131.23499623	+18.37132539
    1042	 661173317156579328	131.23835091	+19.81543783	 16.9115	 -0.16	  0.47	 0.00e+00	Simbad	131.23835091	+19.81543783
    1043	 690241277859918336	131.25151841	+24.13981660	 16.3804	 -0.49	 -0.14	 0.00e+00	Simbad	131.25151841	+24.13981660
    1044	 664889490365977984	131.26336535	+21.33099985	 15.1333	  2.76	 -0.67	 0.00e+00	Simbad	131.26336535	+21.33099985
    1045	 664895988650515968	131.26583879	+21.47164405	 18.3669	  4.57	 -0.25	 0.00e+00	Simbad	131.26583879	+21.47164405
    1046	 661766778557840000	131.26744415	+20.35768499	 10.2443	 -0.78	  0.22	 0.00e+00	Simbad	131.26744415	+20.35768499
    1047	 665315482399889152	131.27233030	+22.68245548	 18.6100	 -0.95	 -0.16	 0.00e+00	Simbad	131.27233030	+22.68245548
    1048	 661117134688210560	131.27441192	+19.29926169	 17.5113	  0.50	  0.13	 0.00e+00	Simbad	131.27441192	+19.29926169
    1049	 661767293953914240	131.28046129	+20.39491956	 11.7187	  0.40	  0.90	 0.00e+00	Simbad	131.28046129	+20.39491956
    1050	 661066664527946112	131.28544552	+19.15222885	 17.6654	  1.56	 -1.50	 0.00e+00	Simbad	131.28544552	+19.15222885
    1051	 661117272127169280	131.30132419	+19.30681740	 18.0398	 -2.68	  1.59	 5.61e-01	Simbad	131.30132419	+19.30681740
    1052	 661131393979861120	131.31005632	+19.55566630	 18.1987	  0.85	 -0.52	 0.00e+00	Simbad	131.31005632	+19.55566630
    1053	 661872469112952704	131.31097852	+20.99753322	  9.3927	  0.82	  0.19	 0.00e+00	Simbad	131.31097852	+20.99753322
    1054	 660948123431659648	131.31204839	+18.76104485	 17.3209	  0.01	 -0.17	 0.00e+00	Simbad	131.31204839	+18.76104485
    1055	 661874461977774336	131.31469096	+21.05994246	 16.3509	 -1.38	  0.38	 0.00e+00	Simbad	131.31469096	+21.05994246
    1056	 691040313575247232	131.31527850	+25.54315902	 15.4060	  0.08	  0.31	 0.00e+00	Simbad	131.31527850	+25.54315902
    1057	 660954067666386944	131.32485486	+18.89031715	  9.5098	 -0.01	  0.16	 0.00e+00	Simbad	131.32485486	+18.89031715
    1058	 661049862616788992	131.32973632	+19.00296635	 13.4446	 -0.52	  0.58	 0.00e+00	Simbad	131.32973632	+19.00296635
    1059	 610086944617465088	131.33102055	+16.11938737	 18.8768	  1.91	 -0.79	 0.00e+00	Simbad	131.33102055	+16.11938737
    1060	 582141658302259840	131.33517443	+04.25011263	 17.3386	  2.70	 -1.51	 5.61e-01	Simbad	131.33517443	+04.25011263
    1061	 660953998946910720	131.33536530	+18.87534292	  8.3876	  1.39	  0.20	 0.00e+00	Simbad	131.33536530	+18.87534292
    1062	 660950593036567296	131.33755609	+18.82569585	 18.4411	  2.66	 -0.76	 0.00e+00	Simbad	131.33755609	+18.82569585
    1063	 660953998946909952	131.33800671	+18.88422911	 17.5312	  0.35	 -0.35	 0.00e+00	Simbad	131.33800671	+18.88422911
    1064	 661768771422658816	131.35814915	+20.42288682	 14.1476	 -0.48	  0.20	 0.00e+00	Simbad	131.35814915	+20.42288682
    1065	 661167785238757376	131.35835238	+19.69840099	 15.6625	  0.98	  0.07	 0.00e+00	Simbad	131.35835238	+19.69840099
    1066	 661068932271565696	131.36082582	+19.23681693	 17.1066	  1.06	  0.22	 0.00e+00	Simbad	131.36082582	+19.23681693
    1067	 665004702861616256	131.36626481	+21.65353005	 10.4070	 -0.63	  0.47	 0.00e+00	Simbad	131.36626481	+21.65353005
    1068	 661767843709723776	131.36755429	+20.39533156	  8.4507	 -0.78	  0.37	 0.00e+00	Simbad	131.36755429	+20.39533156
    1069	 661049690818095488	131.36898406	+18.99666462	 18.5128	  2.67	 -0.60	 0.00e+00	Simbad	131.36898406	+18.99666462
    1070	 661779796602531712	131.37687976	+20.59010894	  9.7204	 -0.23	  0.09	 0.00e+00	Simbad	131.37687976	+20.59010894
    1071	 661048694385684224	131.38390204	+18.96443890	 16.6935	 -0.62	 -0.15	 0.00e+00	Simbad	131.38390204	+18.96443890
    1072	 658310704273685504	131.39272874	+16.91099522	 18.1794	 -1.59	  0.38	 0.00e+00	Simbad	131.39272874	+16.91099522
    1073	 661885766331653248	131.40080837	+21.25580827	 15.5893	  1.47	  0.29	 0.00e+00	Simbad	131.40080837	+21.25580827
    1074	 660197019550544256	131.40348407	+18.72357656	 17.6839	 -0.54	 -0.31	 0.00e+00	Simbad	131.40348407	+18.72357656
    1075	 661749048932896512	131.41854467	+20.17374304	 16.2463	 -0.37	 -0.40	 0.00e+00	Simbad	131.41854467	+20.17374304
    1076	 660191934309271424	131.42013967	+18.58255367	 18.1850	 -0.62	  0.15	 0.00e+00	Simbad	131.42013967	+18.58255367
    1077	 661775265413200640	131.44103778	+20.49468451	 15.5985	  0.07	  0.25	 0.00e+00	Simbad	131.44103778	+20.49468451
    1078	 661051679386429952	131.44372112	+19.04940974	  7.9815	  0.55	  0.00	 0.00e+00	Simbad	131.44372112	+19.04940974
    1079	 661829588159547392	131.44897750	+20.71287884	 17.2382	 -0.01	  0.53	 0.00e+00	Simbad	131.44897750	+20.71287884
    1080	 661154522379748480	131.44967826	+19.60516216	 17.0771	 -1.59	 -0.60	 0.00e+00	Simbad	131.44967826	+19.60516216
    1081	 664989722016905728	131.45263357	+21.53234486	 16.4143	  1.69	 -0.35	 0.00e+00	Simbad	131.45263357	+21.53234486
    1082	 661078896595610240	131.46405981	+19.42419160	 15.7692	  0.63	  0.31	 0.00e+00	Simbad	131.46405981	+19.42419160
    1083	 661075490685321344	131.46982843	+19.31678877	 15.5916	  0.95	 -0.25	 0.00e+00	Simbad	131.46982843	+19.31678877
